newsname
송파구, 공유PM 불편 신고 QR코드 홍보물 제작
민폐 오명 ‘공유킥보드’, 길거리 방치 땐 50만원 벌금 추진
안산시, 공유전기자전거 카카오T바이크 500대→1천대 확대
안전하게 따르릉… ‘자전거 면허’ 아시나요
'서복' 공유 선택, 박보검 아닌 박병은이었나
서울시, '자전거 운전능력 인증제' 6월 도입…합격시 따릉이 요금 할인
[특징주] 전기자전거 시장 개화…알톤·삼천리자전거 강세
안산시, 카카오T바이크 1000대 확대 운영… 자전거보험 최대 2000만원 보장
'IT 성지' 판교에서 사라진 공유킥보드, 왜?
“차 사이에 떡하니” 공유 킥보드 ‘꼴불견’ 주차에 울화통!
에스티엔네트웍, 배송 분야 모든 서비스와 올인원 공유경제 선봬
전동킥보드와 공공자전거…주차존 공유 ‘편리한 공존’
[독자기고]나(我)로부터 시작되고 완성되는 탐진강 공유정원!
공유 전동킥보드 '지쿠터', 누적 라이딩 1000만 건 달성
세종시, 매월 8일 자전거·전동킥보드 ‘안전 이용의 날’ 운영
서비스 끝난 지가 언젠데… 공유자전거 좀 치워주세요
봄철 맞아 공유 전동 킥보드 시장 격전... 요금, 장단점 전격 비교
알톤스포츠, '주가 15%↑' 전기·공유자전거 시장 확대로 수혜 기대감
도시국가 싱가포르의 자전거 트렌드
공유킥보드 지쿠터, 라이딩 1000만건 달성
의정부시 송산3동, 주민과 함께 공유 서비스 추진
고양시 ‘자전거이용활성화 위원회’ 출범
중국 공유서비스, 출혈경쟁에 비용 계속 올라
中 공유경제 '고가 논란', 초심 벗어난 '임대경제' 비판
대구시, 공유자전거 안전운행 및 주차질서 확립 대책 시행
[기고] 나(我)로부터 시작되고 완성되는 '탐진강 공유정원'
분주한 공공자전거 관리소
공유 킥보드 라임, 국내 가입자 80만 명 돌파
"알톤스포츠, 전기‧공유자전거 시장 확대의 수혜주"-키움증권
80만 돌파 공유 킥보드 ‘라임’, 고객 서비스는 “수준 이하”
'언택트'에 모처럼 웃은 자전거, 올해도 상승세 이을까
'이웃집 찰스' 자전거에 미친 미국 남자!
쏘카 작년 영업손실 264억, 차량공유사업 매출 늘어 손실 대폭 줄어
KT, 고양시 공유자전거 타조(TAZO) 운영
수원 자전거 이용 활성화 앞장
“내던지고, 2명 올라타고”…‘요지경’ 공유킥보드 수명은 고작… [IT선빵!...
[중국 비즈니스 트렌드&동향] 中 공유 보조 배터리 기업 ‘에너지 몬스터’, ...
씽씽, 창원에 공유킥보드 주차시설 8곳 설치
세종시, 자전거 및 전동킥보드 안전이용 캠페인
대구시의회, 공유자전거 안전사고 예방 기준 마련
값싸고 안전한 공유킥보드 어디?
고양시,새로운 공유자전거 '타조(TAZO)'운영
수원시, 공유 자전거 ‘타조’ 2000대 더 도입한다
조여정, 부지런하게 하루 시작..자전거 타며 기분 전환
광주시, 자전거 인프라 확충…전용도로 신설·정비
[임기자의 에코-팁] 친환경 아이콘 자전거, 버려지면 골칫거리
서정희, 60세에도 자전거 배우기 도전…자린이? 표정은 선수급
[기동취재] 속도내는 민간공유자전거... 공공자전거의 운명은?
울산의 ‘녹색교통’, 찾아가는 자전거 안전교실로 정착
공유자전거 '따릉이' 오늘부터 13세도 탄다…소형도 도입
[애널리스트에게듣는다] 자동차·자전거의 새로운 모멘텀
서울 자전거 '따릉이' 앱 편의성 강화…결제수단 등록
KT-옴니시스템-고양시, 그린바이크 쉐어링 서비스 기반 공유자전거 타조 운영
[전화연결]공유형 이동수단 개정 조례안 시행 앞둬
'김소영♥' 오상진, 나홀로 자전거 라이딩..핫도그까지 야무지게 먹방
서울 공유자전거 '따릉이' 연말까지 제로페이 할인
[밀착카메라] 달릴수록 적자…'멈추는' 공공자전거
'공유킥보드' 타라는거야 말라는거야…"이대로면 다 망한다"
고양시, 공릉·성사·창릉천 자전거도로 4곳 8.9㎞ 늘린다
천안시 오는 2025년까지 100리 자전거 둘레길 조성
고양시 공유자전거 ‘타조’ 도입…피프틴 대체
[B tv 대구뉴스] 공유자전거 15km 이하 속도제한...생활안전 조례 개정 잇달아
"어디서나 두 바퀴 여행 가능" 수원시 자전거 명품 도시로 거듭난다
자전거로 만끽하는 '수원의 봄' "수원시내 자전거 타기 좋은 길에서 안전하게...
서울 자전거 전용도로 식별 쉬워진다…암적색으로 표시
SKT와 우버 손잡다, 택시·대리운전·자전거·킥보드 사업
경기도 ‘공유기업 발굴·육성 사업’ 참가기업 모집
KT-옴니시스템, 수원시 공유자전거 출시
대구도 ‘공유자전거 시대’...노란색 전기자전거 500대 운행 시작
도심 점령 공유 킥보드, 개인이동장치시대의 명과 암
서울 공유자전거 따릉이 회원 278만 돌파…4명중 1명꼴
대구 공유자전거, 벌써 '인도 위 걸림돌' 전락하나?
[류시현의 톡톡톡] 초보 자전거
[월드리포트] '공유 경제의 천국' 중국서 '공유 고양이' 논란
오산시, ‘민간공유 전기자전거’ 운영협약 체결
[지자체장에게 듣는다]장덕천 “부천 스마트도시 확대…13곳서 주차공유”
코로나도 못 막은 공유모빌리티 서비스…"올해 200만건 돌파 예상"
공유 자전거 '시즌 2'…'민간'과 손잡고 성공할까?
광주시, 자전거 인프라 대폭 확충
[차이나 비즈] 공유 자전거 무덤서 살아남은 파란 자전거, 美 상장한다
고양시, 5월부터 무인대여 공유자전거 타조(TAZO)도입
외산·공유 자전거에 브레이크 잡힌 ‘토종 자전거’
[특징주] 옴니시스템, 무인대여 공유자전거 서비스 공급 소식에 주가 급등
자전거 타고 싶은 도시 인천 서구 행안부 우수기관
대전시 교차로 정체 해소공유자전거 확대…시민체감 교통정책 추진
부산 無장애 스테이션·승차공유플랫폼 확대…스마트챌린지 본사업地 6곳 선정
