시군명,구/읍면동명,업종구분명,시설명,교습과정명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,상동,학교교과교습학원,예다움음악학원,음악,"경기도 부천시 상동 500-5번지 다정한마을 상가 203,204호","경기도 부천시 원미구 도약로 83, 다정한마을상가 203,204호 (상동,다정한마을)",37.51270452,126.7582426
부천시,상동,평생직업교육학원,그림이좋은사람들미술학원,미술,경기도 부천시 상동 534-5번지 현해프라자 203호,"경기도 부천시 원미구 상동로 105, 203호 (상동)",37.5065933,126.7527434
부천시,상동,학교교과교습학원,수기보습학원,보습,경기도 부천시 상동 533-11번지 부건프라자 5층 503호,"경기도 부천시 원미구 길주로77번길 61, 5층 503호(상동, 부건프라자) (상동)",37.50743028,126.7522995
부천시,상동,학교교과교습학원,G1230고등부입시외국어학원,실용외국어(유아/초·중·고),"경기도 부천시 상동 535-1번지 뱅뱅프라자 505, 506, 507, 508호","경기도 부천시 원미구 송내대로265번길 85, 505, 506, 507, 508호 (상동, 뱅뱅프라자)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,상미음악미술학원,음악,경기도 부천시 상동 585-6번지 명성빌딩 2층,경기도 부천시 원미구 장말로 15 2층 (상동),37.4942296,126.7434104
부천시,상동,학교교과교습학원,더루이존어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 534-3번지 상동프라자 4층 407호,"경기도 부천시 상동로 109, 4층 407호 (상동)",37.50692698,126.7528893
부천시,상동,학교교과교습학원,아이돌음악댄스학원,무용,경기도 부천시 상동 535-4번지 다인타운 6층 601호,"경기도 부천시 상동로 108, 6층 601호 (상동)",37.50670367,126.7538062
부천시,상동,학교교과교습학원,헤럴드앤아이이(NIE)상동2어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 573-8번지 2층 전체,"경기도 부천시 원미구 부흥로 14, 2층 전체 (상동)",37.49695164,126.7438873
부천시,상동,평생직업교육학원,핑크엠댄스학원,실용음악(성악),"경기도 부천시 상동 544-4번지 가나베스트타운3 3층 303호, 314호","경기도 부천시 상동로 87, 3층 303호, 314호 (상동, 가나베스트타운3)",37.50512386,126.7523525
부천시,상동,학교교과교습학원,스터디킹덤독서실,독서실(유아/초·중·고),"경기도 부천시 상동 400-3번지 505,506호","경기도 부천시 상일로 92, 505,506호 (상동)",37.49120367,126.7524103
부천시,상동,학교교과교습학원,이팝영수보습학원,보습,경기도 부천시 상동 559-3번지 세종프라자 402호,경기도 부천시 원미구 조마루로 105 세종프라자 402호 (상동),37.50031897,126.755388
부천시,상동,학교교과교습학원,JIN(진)실용음악학원,음악,경기도 부천시 상동 399번지 306호,경기도 부천시 원미구 부일로191번길 35  306호,37.4900638,126.7502431
부천시,상동,학교교과교습학원,상동EM(이엠)영수보습학원,보습,경기도 부천시 상동 235번지 중원빌딩 2층 일부,경기도 부천시 원미구 장말로 188 중원빌딩 2층일부 (상동),37.49272996,126.7628309
부천시,상동,학교교과교습학원,괴물수학마녀영어보습학원,보습,경기도 부천시 상동 535-1번지 뱅뱅프라자 405호,경기도 부천시 원미구 송내대로265번길 85 뱅뱅프라자 405호 (상동),37.5072624,126.7538609
부천시,상동,학교교과교습학원,부천종로입시학원,입시,경기도 부천시 상동 538-4번지 그린힐 902~903호,"경기도 부천시 길주로 137, 902~903호(상동, 그린힐) (상동)",37.5060089,126.7576312
부천시,상동,학교교과교습학원,에프엑스보습학원,보습,경기도 부천시 상동 534-1번지 승재프라자 709호,경기도 부천시 원미구 상동로 113 승재프라자 709호 (상동),37.50739566,126.7529669
부천시,상동,평생직업교육학원,에듀윌행정고시학원,성인고시,"경기도 부천시 상동 544-6번지 센타프라자 801호, 803호","경기도 부천시 원미구 상동로 81, 801호, 803호 (상동, 센타프라자)",37.50451114,126.7523319
부천시,상동,학교교과교습학원,부천애니스타만화학원,만화,"경기도 부천시 상동 534-3번지 506호, 507호","경기도 부천시 원미구 상동로 109, 506호, 507호 (상동)",37.50692698,126.7528893
부천시,상동,학교교과교습학원,한국에듀보습학원,보습,"경기도 부천시 상동 535-3번지 썬프라자 505호 일부, 506호","경기도 부천시 원미구 상동로 112, 505호 일부, 506호 (상동,썬프라자)",37.50690193,126.7538281
부천시,상동,학교교과교습학원,노태한수학보습학원,보습,경기도 부천시 상동 536-2번지 월드컵타운 304호,경기도 부천시 원미구 송내대로265번길 67 월드컵타운 304호 (상동),37.50717415,126.7547433
부천시,상동,학교교과교습학원,서연보습학원,보습,경기도 부천시 상동 395번지 반달마을 상가동 305호~307호,경기도 부천시 원미구 장말로 96  반달마을 상가동 305호~307호,37.49337612,126.7529119
부천시,상동,학교교과교습학원,부천청솔입시학원,입시,경기도 부천시 상동 453-1번지 1층~6층,경기도 부천시 원미구 부일로221번길 52  1층~6층,37.49045292,126.7552962
부천시,상동,평생직업교육학원,굿옥션부동산경매학원,부동산,경기도 부천시 상동 402-1번지 상동아크로텔 214호,경기도 부천시 원미구 부일로205번길 54 상동아크로텔 214호 (상동),37.49087284,126.75361
부천시,상동,학교교과교습학원,상동DPA(디피에이)보습학원,보습,경기도 부천시 상동 533-8번지 대림타운 608호,"경기도 부천시 원미구 상동로117번길 31, 대림타운 608호 (상동,대림타운)",37.50753681,126.7515527
부천시,상동,학교교과교습학원,리미트수학보습학원,보습,경기도 부천시 상동 400-2번지 두원프라자 208호,"경기도 부천시 원미구 상일로 86, 208호 (상동,두원프라자)",37.49123012,126.7521388
부천시,상동,학교교과교습학원,박학천지혜의숲국어논술보습학원,보습,경기도 부천시 상동 533-8번지 대림타운 604호,경기도 부천시 원미구 상동로117번길 31 대림타운 604호 (상동),37.50753681,126.7515527
부천시,상동,학교교과교습학원,올림이스턴보습학원,보습,경기도 부천시 상동 397번지 304호,경기도 부천시 원미구 상일로 69  304호,37.4926762,126.7500195
부천시,상동,학교교과교습학원,부천Matrix(매트릭스)보습학원,보습,경기도 부천시 상동 546-6번지 서해프라자 311호,경기도 부천시 원미구 소향로 25 서해프라자 311호 (상동),37.50386764,126.7505472
부천시,상동,평생직업교육학원,부천석세스스피치화술학원,화술,경기도 부천시 상동 412번지 금강리빙스텔 405호,"경기도 부천시 원미구 송내대로73번길 11, 금강리빙스텔405호 (상동,금강리빙스텔)",37.49004338,126.7533527
부천시,상동,학교교과교습학원,리딩뱅크독서실,독서실(유아/초·중·고),경기도 부천시 상동 328-10번지 경촌빌딩 4층 일부,경기도 부천시 원미구 중동로 87 4층 일부 (상동),37.48787742,126.7647121
부천시,상동,학교교과교습학원,한림한국사사탐입시학원,입시,경기도 부천시 상동 546-4번지 금호프라자 6층 606호,"경기도 부천시 소향로13번길 14-22, 6층 606호 (상동)",37.50392989,126.7501625
부천시,상동,학교교과교습학원,임프라수학입시학원,보습,경기도 부천시 상동 536-2번지 월드컵타운 604호,"경기도 부천시 원미구 송내대로265번길 67, 월드컵타운 604호 (상동,월드컵타운)",37.50717415,126.7547433
부천시,상동,학교교과교습학원,미술로생각하기상동미술학원,미술,경기도 부천시 상동 559-4번지 서울프라자 302호,경기도 부천시 원미구 조마루로 103 서울프라자 302호 (상동),37.50034557,126.7551844
부천시,상동,학교교과교습학원,DANCE BY MELODY(댄스바이멜로디)댄스학원,무용,경기도 부천시 상동 534-3번지 상동프라자 705호,"경기도 부천시 원미구 상동로 109, 705호 (상동,상동프라자)",37.50692698,126.7528893
부천시,상동,학교교과교습학원,부천탑애견미용학원,애견미용,경기도 부천시 상동 548-6번지 강산타운 202호,"경기도 부천시 원미구 길주로 70, 강산타운 202호 (상동,강산타운)",37.5052896,126.749796
부천시,상동,평생직업교육학원,뚜레본요리제과제빵바리스타학원,"식음료품(바리스타,소믈리에)",경기도 부천시 상동 403번지 서진프라자 501~503호,"경기도 부천시 부일로205번길 47, 501~503호(상동, 서진프라자) (상동)",37.49084469,126.7530786
부천시,상동,학교교과교습학원,아인스오투(O2)독서실,독서실(유아/초·중·고),경기도 부천시 상동 523-10번지 성은빌딩 3~4층 전체,"경기도 부천시 원미구 도약로 31, 3~4층 전체 (상동,성은빌딩)",37.51256723,126.7529158
부천시,상동,학교교과교습학원,미르영어보습학원,보습,경기도 부천시 상동 534-1번지 승재프라자 4층 408호,"경기도 부천시 상동로 113, 4층 408호 (상동)",37.50739566,126.7529669
부천시,상동,평생직업교육학원,부천에이스애견미용학원,애견미용,"경기도 부천시 상동 412번지 2층 204호, 205호","경기도 부천시 송내대로73번길 11, 2층 204호, 205호 (상동)",37.49004338,126.7533527
부천시,상동,학교교과교습학원,작심독서실,독서실(유아/초·중·고),경기도 부천시 상동 546-9번지 청죽타워빌딩 502호,"경기도 부천시 소향로 31, 502호 (상동)",37.5037881,126.7512713
부천시,상동,학교교과교습학원,비더스카이보습학원,보습,"경기도 부천시 상동 537-2번지 아름다운프라자 601호,602호","경기도 부천시 원미구 송내대로265번길 37 아름다운프라자 601호,602호",37.50695274,126.7565763
부천시,상동,학교교과교습학원,플러스하이탑보습학원,보습,경기도 부천시 상동 544-11번지 새롬프라자 804호 일부,경기도 부천시 원미구 상동로 69 새롬프라자 804호일부 (상동),37.50367292,126.7521877
부천시,상동,학교교과교습학원,생각유희입시학원,보습,경기도 부천시 상동 546-4번지 금호프라자 301호 일부,"경기도 부천시 원미구 소향로13번길 14-22, 301호 일부 (상동, 금호프라자)",37.50392989,126.7501625
부천시,상동,학교교과교습학원,임팩트7영어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 546-6번지 704~707호,"경기도 부천시 소향로 25, 704~707호 (상동)",37.50386764,126.7505472
부천시,상동,학교교과교습학원,최강영수보습학원,보습,"경기도 부천시 상동 407-1번지 대양훼미리코아 501호, 502호","경기도 부천시 원미구 송내대로73번길 46 대양훼미리코아 501호, 502호",37.49042692,126.7515196
부천시,상동,학교교과교습학원,PlanA(플랜에이)상동센터독서실,독서실(유아/초·중·고),"경기도 부천시 상동 546-8번지 8층 801호 일부, 802호 일부","경기도 부천시 소향로 29, 8층 801호 일부, 802호 일부 (상동)",37.5038146,126.7510224
부천시,상동,학교교과교습학원,상1동캠퍼스지앤비어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 400-2번지 투원21빌딩 3층 305호,경기도 부천시 원미구 상일로 86 투원21빌딩 3층 305호 (상동),37.49123012,126.7521388
부천시,상동,학교교과교습학원,이엠코플러스보습학원,보습,"경기도 부천시 상동 415번지 3층 301호 일부, 302호","경기도 부천시 부흥로 152, 3층 301호 일부, 302호 (상동)",37.49584612,126.7578227
부천시,상동,평생직업교육학원,하나컴퓨터디자인학원,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)","경기도 부천시 상동 535-1번지 뱅뱅프라자 705,706호","경기도 부천시 원미구 송내대로265번길 85, 705,706호 (상동,뱅뱅프라자)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,제스트에듀보습학원,보습,"경기도 부천시 상동 535-1번지 뱅뱅프라자 8층 806호, 807호","경기도 부천시 송내대로265번길 85, 8층 806호, 807호 (상동, 뱅뱅프라자)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,올바른수학보습학원,보습,경기도 부천시 상동 544-11번지 새롬프라자15차 5층 503호,"경기도 부천시 상동로 69, 5층 503호 (상동)",37.50367292,126.7521877
부천시,상동,학교교과교습학원,씨아이티수학보습학원,보습,경기도 부천시 상동 542-6번지 굿닥터스빌딩 2층 203호,"경기도 부천시 소향로 51, 2층 203호 (상동)",37.50339627,126.753444
부천시,상동,학교교과교습학원,시매쓰수학보습학원,보습,경기도 부천시 상동 536-4번지 한솔프라자 5층 504호,"경기도 부천시 송내대로265번길 59, 5층 504호(상동, 한솔프라자) (상동)",37.50709406,126.7552186
부천시,상동,학교교과교습학원,새미준보습학원,보습,경기도 부천시 상동 546-8번지 그린프라자 601호,"경기도 부천시 원미구 소향로 29, 601호 (상동,그린프라자)",37.5038146,126.7510224
부천시,상동,학교교과교습학원,유비스카이입시학원,입시,"경기도 부천시 상동 534-1번지 승재 프라자 601호일부, 602호 일부","경기도 부천시 원미구 상동로 113, 601호일부, 602호 일부 (상동,승재 프라자)",37.50739566,126.7529669
부천시,상동,학교교과교습학원,텝스독서실,독서실(유아/초·중·고),경기도 부천시 상동 445번지 꿈동산유치원 2층,경기도 부천시 원미구 장말로 142  꿈동산유치원 2층,37.49301545,126.7570743
부천시,상동,학교교과교습학원,그린램프라이브러리상동캠퍼스독서실,독서실(유아/초·중·고),경기도 부천시 상동 536-4번지 한솔프라자 7층 702호 일부,"경기도 부천시 송내대로265번길 59, 7층 702호 일부 (상동, 한솔프라자)",37.50709406,126.7552186
부천시,상동,학교교과교습학원,제임스보습어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 546-8번지 그린프라자 5층 일부,"경기도 부천시 원미구 소향로 29, 5층 일부 (상동,그린프라자)",37.5038146,126.7510224
부천시,상동,학교교과교습학원,매티스수학보습학원,보습,경기도 부천시 상동 534-1번지 승재프라자 502호 일부,"경기도 부천시 원미구 상동로 113, 502호 일부 (상동)",37.50739566,126.7529669
부천시,상동,학교교과교습학원,백경국어입시학원,입시,경기도 부천시 상동 544-11번지 새롬프라자 402호,"경기도 부천시 원미구 상동로 69, 새롬프라자 402호 (상동,새롬프라자(15차))",37.50367292,126.7521877
부천시,상동,학교교과교습학원,아람입시학원,입시,"경기도 부천시 상동 544-11번지 704,705호","경기도 부천시 상동로 69, 704,705호 (상동)",37.50367292,126.7521877
부천시,상동,학교교과교습학원,King&apos;s Tutor(킹스튜터)어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 542-6번지 메디위즈 202호,"경기도 부천시 원미구 소향로 51, 202호 (상동, 메디위즈)",37.50339627,126.753444
부천시,상동,학교교과교습학원,유레카한수위입시학원,보습,경기도 부천시 상동 544-4번지 가나베스트타운 7층 701호,경기도 부천시 원미구 상동로 87 가나베스트타운7층 701호 (상동),37.50512386,126.7523525
부천시,상동,학교교과교습학원,상동칼마수학보습학원,보습,경기도 부천시 상동 546-10번지 월드프라자 504호,"경기도 부천시 원미구 소향로 35, 504호 (상동, 월드 프라자)",37.50373464,126.7515542
부천시,상동,학교교과교습학원,강안수학보습학원,보습,경기도 부천시 상동 533-8번지 대림타운 605호,"경기도 부천시 원미구 상동로117번길 31, 605호 (상동, 대림타운)",37.50753681,126.7515527
부천시,상동,학교교과교습학원,알곡보습학원,보습,경기도 부천시 상동 408-4번지 우신프라자 603호,경기도 부천시 원미구 부일로191번길 26 우신프라자 603호 (상동),37.48967906,126.7514995
부천시,상동,학교교과교습학원,상동최상위보습학원,보습,경기도 부천시 상동 535-4번지 다인타운 602호,"경기도 부천시 원미구 상동로 108, 602호 (상동,다인타운)",37.50670367,126.7538062
부천시,상동,학교교과교습학원,씨앤에이보습학원,보습,경기도 부천시 상동 536-1번지 보람프라자 302호,경기도 부천시 원미구 송내대로265번길 73 보람프라자 302호 (상동),37.50720066,126.7544944
부천시,상동,학교교과교습학원,상미음악미술학원,미술,경기도 부천시 상동 585-6번지 명성빌딩 2층,경기도 부천시 원미구 장말로 15 2층 (상동),37.4942296,126.7434104
부천시,상동,학교교과교습학원,DAVID(데이비드)융합어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 537-1번지 크라운빌딩 7층 703호 일부,"경기도 부천시 송내대로265번길 43, 7층 703호 일부 (상동, 크라운빌딩)",37.50697921,126.7563047
부천시,상동,학교교과교습학원,창의가지입시어학원,입시,경기도 부천시 상동 544-4번지 가나베스트타운쓰리 703호,"경기도 부천시 원미구 상동로 87, 703호 (상동,가나베스트타운 쓰리)",37.50512386,126.7523525
부천시,상동,학교교과교습학원,하늘1인독서실,독서실(유아/초·중·고),"경기도 부천시 상동 533-5번지 신주프라자 502,503,504호","경기도 부천시 원미구 상동로117번길 43 신주프라자 502,503,504호",37.50758957,126.7509418
부천시,상동,학교교과교습학원,영아티스트뮤직아카데미음악학원,음악,경기도 부천시 상동 535-1번지 뱅뱅프라자 702호 일부,"경기도 부천시 원미구 송내대로265번길 85, 702호 일부 (상동, 뱅뱅프라자)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,라온수학과학보습학원,보습,경기도 부천시 상동 533-8번지 대림타운 5층 502호,"경기도 부천시 상동로117번길 31, 5층 502호 (상동)",37.50753681,126.7515527
부천시,상동,학교교과교습학원,정율사관입시학원,입시,"경기도 부천시 상동 534-6번지 비잔티움 상동 401호, 408호 ~ 410호","경기도 부천시 원미구 길주로 91, 401호, 408호 ~ 410호 (상동,비잔티움 상동)",37.50625934,126.7524618
부천시,상동,학교교과교습학원,창의가지입시어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 544-4번지 가나베스트타운쓰리 703호,"경기도 부천시 원미구 상동로 87, 703호 (상동,가나베스트타운 쓰리)",37.50512386,126.7523525
부천시,상동,학교교과교습학원,미래키움보습학원,보습,"경기도 부천시 상동 544-11번지 새롬프라자(15차) 602호 601호,602호","경기도 부천시 원미구 상동로 69, 601호,602호 (상동,새롬프라자(15차))",37.50367292,126.7521877
부천시,상동,평생직업교육학원,진수어학원,어학(성인),경기도 부천시 상동 401번지 세원빌딩 404호,"경기도 부천시 원미구 상일로 96, 404호(세원빌딩) (상동, 세원빌딩)",37.49120455,126.7528287
부천시,상동,평생직업교육학원,이지스터디경매학원,경매,경기도 부천시 상동 538-4번지 그린힐 605호,"경기도 부천시 원미구 길주로 137, 605호 일부 (상동, 그린힐)",37.5060089,126.7576312
부천시,상동,학교교과교습학원,이음수학입시학원,입시,경기도 부천시 상동 544-10번지 한빛프라자 505호,"경기도 부천시 원미구 상동로 75, 505호 (상동, 한빛프라자)",37.50395234,126.7522433
부천시,상동,학교교과교습학원,토즈스터디센터상동2독서실,독서실(유아/초·중·고),"경기도 부천시 상동 400번지 중동다모아쇼핑타운 601호, 602호 일부","경기도 부천시 원미구 상일로 82, 601호, 602호 일부 (상동, 중동다모아쇼핑타운)",37.49123788,126.7515508
부천시,상동,학교교과교습학원,팡팡파인슐레어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 573-8번지 1층,"경기도 부천시 원미구 부흥로 14, 1층 (상동)",37.49695164,126.7438873
부천시,상동,학교교과교습학원,즐거운음악학원,음악,경기도 부천시 상동 392번지 3층 302호,"경기도 부천시 장말로 73, 3층 302호 (상동)",37.495009,126.749661
부천시,상동,학교교과교습학원,쎈수학러닝센터상동프라임보습학원,보습,경기도 부천시 상동 536-4번지 한솔프라자 4층 408호,"경기도 부천시 원미구 송내대로265번길 59, 4층 408호 (상동, 한솔프라자)",37.50709406,126.7552186
부천시,상동,학교교과교습학원,맥스플러스(max plus)보습학원,보습,"경기도 부천시 상동 536-1번지 301, 303,604호","경기도 부천시 송내대로265번길 73, 301, 303,604호 (상동)",37.50720066,126.7544944
부천시,상동,학교교과교습학원,로뎀독서실,독서실(유아/초·중·고),경기도 부천시 상동 537-1번지 크라운빌딩 503호,경기도 부천시 원미구 송내대로265번길 43 크라운빌딩 503호 (상동),37.50697921,126.7563047
부천시,상동,학교교과교습학원,레몬영어어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 544-11번지 새롬프라자(15차) 603호,"경기도 부천시 원미구 상동로 69, 603호 (상동,새롬프라자(15차))",37.50367292,126.7521877
부천시,상동,학교교과교습학원,소리美(미)음악학원,음악,경기도 부천시 상동 559-3번지 세종프라자 301호 일부,경기도 부천시 원미구 조마루로 105 세종프라자 301호 일부 (상동),37.50031897,126.755388
부천시,상동,학교교과교습학원,하우스터디부천상동센터독서실,독서실(유아/초·중·고),경기도 부천시 상동 544-10번지 한빛프라자 3층 303호 일부,"경기도 부천시 상동로 75, 3층 303호 일부 (상동)",37.50395234,126.7522433
부천시,상동,학교교과교습학원,정율Pre(프리)사관보습학원,보습,"경기도 부천시 상동 534-6번지 419,420,421,422호","경기도 부천시 원미구 길주로 91 419,420,421,422호",37.50625934,126.7524618
부천시,상동,학교교과교습학원,숙명소리숲음악학원,음악,경기도 부천시 상동 533-8번지 대림타운 602호,경기도 부천시 원미구 상동로117번길 31 대림타운 602호 (상동),37.50753681,126.7515527
부천시,상동,학교교과교습학원,솔뫼아카데미보습학원,보습,"경기도 부천시 상동 573-6번지 대림프라자 404호,405호","경기도 부천시 원미구 부흥로 12, 대림프라자 404호,405호 (상동,대림프라자)",37.49695055,126.7433897
부천시,상동,학교교과교습학원,부천메가스터디학원,입시,"경기도 부천시 상동 546-9번지 청죽타워 1층 일부, 2층, 3층","경기도 부천시 소향로 31, 1층 일부, 2층, 3층(상동, 청죽타워) (상동)",37.5037881,126.7512713
부천시,상동,학교교과교습학원,아이원해법영어중국어보습학원,보습,"경기도 부천시 상동 571-6번지 백송마을 212호,213호,214호","경기도 부천시 원미구 부흥로 51, 212호,213호,214호 (상동,백송마을)",37.49851094,126.7483035
부천시,상동,학교교과교습학원,코다이음악학원,음악,경기도 부천시 상동 557-1번지 홉스쿨청심교육문화센타 5층 일부,경기도 부천시 원미구 조마루로85번길 18 홉스쿨청심교육문화센타 5층일부 (상동),37.50095451,126.7534068
부천시,상동,학교교과교습학원,돌체음악학원,음악,경기도 부천시 상동 590-1번지 목련마을 상가동 304호,경기도 부천시 원미구 신상로 54 목련마을 상가동 304호,37.49284143,126.7472485
부천시,상동,학교교과교습학원,STOP&START(스톱앤스타트)보습학원,보습,경기도 부천시 상동 544-10번지 한빛프라자 504호,"경기도 부천시 원미구 상동로 75, 504호 (상동, 한빛프라자)",37.50395234,126.7522433
부천시,상동,학교교과교습학원,아트인아트미술학원,미술,경기도 부천시 상동 533-8번지 대림타운 7층 701호,"경기도 부천시 상동로117번길 31, 7층 701호 (상동)",37.50753681,126.7515527
부천시,상동,학교교과교습학원,로드맵수학보습학원,보습,경기도 부천시 상동 544-11번지 새롬프라자 303호,경기도 부천시 원미구 상동로 69 새롬프라자 303호 (상동),37.50367292,126.7521877
부천시,상동,학교교과교습학원,닥터정이클래스어학원,실용외국어(유아/초·중·고),"경기도 부천시 상동 535-1번지 201,202호","경기도 부천시 송내대로265번길 85, 201,202호 (상동)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,뮤즈음악학원,음악,"경기도 부천시 상동 536-6번지 보람씨티프라자 503호, 504호","경기도 부천시 원미구 송내대로265번길 53, 503호, 504호 (상동, 보람씨티프라자)",37.507041,126.7556938
부천시,상동,학교교과교습학원,H . W(에이치더블유)보습학원,보습,경기도 부천시 상동 557-4번지 늘푸른종합상가 204호 일부,"경기도 부천시 원미구 조마루로 87, 204호 일부 (상동, 늘푸른종합상가)",37.50059423,126.7534646
부천시,상동,학교교과교습학원,한주영영어보습학원,보습,경기도 부천시 상동 534-3번지 상동프라자 504호,"경기도 부천시 원미구 상동로 109, 504호 (상동, 상동프라자)",37.50692698,126.7528893
부천시,상동,학교교과교습학원,어썸팩토리상동독서실,독서실(유아/초·중·고),"경기도 부천시 상동 533-11번지 부건프라자 7층 703호 일부, 704호 일부","경기도 부천시 길주로77번길 61, 7층 703호 일부, 704호 일부 (상동, 부건프라자)",37.50743028,126.7522995
부천시,상동,학교교과교습학원,에세이잉글리쉬보습학원,보습,경기도 부천시 상동 534-3번지 상동프라자 510호,경기도 부천시 원미구 상동로 109 상동프라자 510호 (상동),37.50692698,126.7528893
부천시,상동,학교교과교습학원,열림독서실,독서실(유아/초·중·고),경기도 부천시 상동 617-4번지 301~302호,"경기도 부천시 원미구 부일로 127, 301~302호 (상동)",37.48898705,126.7439713
부천시,상동,학교교과교습학원,눈높이러닝센터상동보습학원,보습,"경기도 부천시 상동 395번지 반달마을 상가동 205호,206호","경기도 부천시 원미구 장말로 96  반달마을 상가동 205호,206호",37.49337612,126.7529119
부천시,상동,학교교과교습학원,매티스원격학원,기타(소),경기도 부천시 상동 534-1번지 승재프라자 502호 일부,"경기도 부천시 원미구 상동로 113, 502호 일부 (상동)",37.50739566,126.7529669
부천시,상동,학교교과교습학원,Guru&apos;s(그루스)아카데메이아영어보습학원,보습,경기도 부천시 상동 533-3번지 아트프라자 205호,"경기도 부천시 원미구 상동로117번길 49,, 아트프라자 205호 (상동,아트프라자)",37.5076517,126.7505005
부천시,상동,평생직업교육학원,중앙LNC(엘엔씨)학원,대학편입,"경기도 부천시 상동 533-11번지 부건프라자 603호, 604호, 605호","경기도 부천시 원미구 길주로77번길 61, 603호, 604호, 605호 (상동, 부건프라자)",37.50743028,126.7522995
부천시,상동,학교교과교습학원,진성수학입시학원,입시,"경기도 부천시 상동 535-1번지 309, 310호","경기도 부천시 송내대로265번길 85, 309, 310호 (상동)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,매쓰메이트수학보습학원,보습,경기도 부천시 상동 536-2번지 월드컵타운 606호,"경기도 부천시 원미구 송내대로265번길 67, 606호 (상동,월드컵타운)",37.50717415,126.7547433
부천시,상동,학교교과교습학원,이미영음악학원,음악,"경기도 부천시 상동 571-6번지 2층 210호, 211호","경기도 부천시 부흥로 51, 2층 210호, 211호 (상동)",37.49851094,126.7483035
부천시,상동,학교교과교습학원,비원에이치보습학원,보습,"경기도 부천시 상동 544-10번지 한빛프라자 801호, 802호","경기도 부천시 원미구 상동로 75, 한빛프라자 801호, 802호 (상동, 한빛프라자)",37.50395234,126.7522433
부천시,상동,학교교과교습학원,카툰레시피웹툰만화학원,만화,"경기도 부천시 상동 534-3번지 4층 410호, 5층 511호","경기도 부천시 상동로 109, 4층 410호, 5층 511호 (상동)",37.50692698,126.7528893
부천시,상동,학교교과교습학원,딸기봐봐어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 544-11번지 새롬프라자(15차) 803호,"경기도 부천시 원미구 상동로 69, 803호 (상동,새롬프라자(15차))",37.50367292,126.7521877
부천시,상동,평생직업교육학원,한국중앙건축학원,건축,경기도 부천시 상동 401번지 세원빌딩 6층 603호,"경기도 부천시 상일로 96, 6층 603호 (상동)",37.49120455,126.7528287
부천시,상동,학교교과교습학원,뉴메이플삼성영어보습학원,보습,경기도 부천시 상동 533-10번지 토성프라자텔 2층 205호,"경기도 부천시 길주로77번길 55-10, 2층 205호 (상동)",37.50748381,126.7520505
부천시,상동,학교교과교습학원,부천청담어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 536-1번지 보람프라자 5층 6층,"경기도 부천시 원미구 송내대로265번길 73, 보람프라자 5층6층 (상동,보람프라자)",37.50720066,126.7544944
부천시,상동,학교교과교습학원,카이로스보습학원,보습,"경기도 부천시 상동 533-3번지 603호 일부, 604호 일부","경기도 부천시 상동로117번길 49, 603호 일부, 604호 일부 (상동)",37.5076517,126.7505005
부천시,상동,학교교과교습학원,G1230학원,실용외국어(유아/초·중·고),경기도 부천시 상동 535-1번지 뱅뱅프라자 6층,"경기도 부천시 원미구 송내대로265번길 85, 6층 (상동, 뱅뱅프라자)",37.5072624,126.7538609
부천시,상동,학교교과교습학원,아이캔어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 523-2번지 동양프라자 2층,경기도 부천시 원미구 도약로 19 2층 (상동),37.5127622,126.7513882
부천시,상동,학교교과교습학원,바스키즈미술학원,미술,경기도 부천시 상동 544-11번지 새롬프라자(15차) 206호,"경기도 부천시 원미구 상동로 69, 206호 (상동,새롬프라자(15차))",37.50367292,126.7521877
부천시,상동,학교교과교습학원,아카데미라운지부천상동독서실,독서실(유아/초·중·고),경기도 부천시 상동 541-1번지 메가플러스빌딩 5층 502호 일부,"경기도 부천시 상동로 90, 5층 502호 일부 (상동)",37.50506361,126.7536872
부천시,상동,학교교과교습학원,와이빌어학원,실용외국어(유아/초·중·고),경기도 부천시 상동 544-4번지 가나베스트타운 702호,경기도 부천시 원미구 상동로 87 가나베스트타운 702호 (상동),37.50512386,126.7523525
부천시,상동,학교교과교습학원,창조의아침미술학원,미술,"경기도 부천시 상동 535-3번지 6층 601호, 602호, 603호","경기도 부천시 상동로 112, 6층 601호, 602호, 603호 (상동)",37.50690193,126.7538281
