시군명,구/읍면동명,업종구분명,시설명,교습과정명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,고강동,학교교과교습학원,클라비스음악학원,음악,경기도 부천시 고강동 480-1번지 스카이빌딩 6층,경기도 부천시 오정구 역곡로 457 6층 (고강동),37.52534205,126.815545
부천시,고강동,학교교과교습학원,라무지카아카데미음악학원,음악,경기도 부천시 고강동 337번지 가람 5동 201호,경기도 부천시 오정구 원종로 122 가람5 201 (고강동),37.52393338,126.8135801
부천시,고강동,학교교과교습학원,고강비젼스터디보습학원,보습,경기도 부천시 고강동 347-4번지 3층 일부,"경기도 부천시 오정구 역곡로 474, 3층일부 (고강동)",37.52675787,126.8163446
부천시,고강동,학교교과교습학원,아이빈음악학원,음악,경기도 부천시 고강동 389-4번지 3층 일부,경기도 부천시 오정구 고리울로52번길 14 3층일부 (고강동),37.52647743,126.8214022
부천시,고강동,학교교과교습학원,고강보습학원,보습,경기도 부천시 고강동 370-9번지 부강빌딩 3층 일부,경기도 부천시 오정구 역곡로482번길 25 3층 일부 (고강동),37.52720103,126.8174069
부천시,고강동,학교교과교습학원,영웅음악학원,음악,경기도 부천시 고강동 350-10번지 3층,경기도 부천시 오정구 고리울로7번길 15 3층 (고강동),37.52839825,126.8167139
부천시,고강동,학교교과교습학원,은하수음악학원,음악,경기도 부천시 고강동 246번지 2층,"경기도 부천시 오정구 고강로170번길 23, 2층 (고강동)",37.53045347,126.8231574
부천시,고강동,학교교과교습학원,알찬보습학원,보습,경기도 부천시 고강동 292-2번지 제일빌딩 2층 일부,경기도 부천시 오정구 고강로72번길 40 2층 일부,37.52792206,126.811907
부천시,고강동,학교교과교습학원,G(지)탑보습학원,보습,경기도 부천시 고강동 347-1번지 4층,"경기도 부천시 오정구 고리울로8번길 16, 4층 (고강동)",37.52714579,126.8166604
부천시,고강동,학교교과교습학원,한맥보습학원,보습,경기도 부천시 고강동 285-6번지 영용빌딩 3층 일부,"경기도 부천시 역곡로 491, 3층 일부 (고강동)",37.52853181,126.8157067
부천시,고강동,학교교과교습학원,마루사이버독서실,독서실(유아/초·중·고),경기도 부천시 고강동 389-3번지 4층,경기도 부천시 오정구 고리울로40번길 13-13 4층 (고강동),37.52654009,126.8211305
부천시,고강동,학교교과교습학원,잉글리쉬무무고강제2보습학원,보습,경기도 부천시 고강동 312-1번지 3층,"경기도 부천시 오정구 원종로119번길 96, 3층 (고강동)",37.52823117,126.8136258
부천시,고강동,학교교과교습학원,하버드플러스보습학원,보습,경기도 부천시 고강동 347-1번지 3층,"경기도 부천시 오정구 고리울로8번길 16, 3층 (고강동)",37.52714579,126.8166604
부천시,고강동,학교교과교습학원,드림+(플러스)보습학원,보습,경기도 부천시 고강동 285번지 가동 2층,경기도 부천시 오정구 역곡로497번길 11 가동 2층 (고강동),37.52895471,126.8153549
부천시,고강동,학교교과교습학원,최강단과보습학원,실용외국어(유아/초·중·고),"경기도 부천시 고강동 377-2번지 2,3층","경기도 부천시 오정구 고리울로 28 2,3층",37.52728445,126.8189
부천시,고강동,학교교과교습학원,바르톡음악학원,음악,"경기도 부천시 고강동 377-25번지 2층, 3층","경기도 부천시 오정구 고리울로28번길 8 2층, 3층",37.52712224,126.8188778
부천시,고강동,학교교과교습학원,최강단과보습학원,보습,"경기도 부천시 고강동 377-2번지 2,3층","경기도 부천시 오정구 고리울로 28 2,3층",37.52728445,126.8189
부천시,고강동,학교교과교습학원,예일음악학원,음악,경기도 부천시 고강동 318번지 제일시장 11동 2층,경기도 부천시 오정구 고강로92번길 41 제일시장 11동 2층 (고강동),37.52839468,126.8144626
부천시,고강동,학교교과교습학원,스터디클럽독서실,독서실(유아/초·중·고),"경기도 부천시 고강동 294-4번지 201호,401호","경기도 부천시 오정구 성지로 66, 201호,401호 (고강동)",37.52481294,126.8114625
부천시,고강동,학교교과교습학원,고강e(이)해법수학영어보습학원,보습,경기도 부천시 고강동 370-10번지 3층,"경기도 부천시 역곡로482번길 21, 3층 (고강동)",37.5272547,126.8171579
부천시,고강동,학교교과교습학원,뉴월광음악학원,음악,경기도 부천시 고강동 385-26번지 2층,"경기도 부천시 오정구 역곡로482번길 64, 2층 (고강동)",37.52628498,126.8192984
부천시,고강동,학교교과교습학원,쌤즈잉글리쉬보습학원,보습,경기도 부천시 고강동 382-1번지 보명빌딩 2층,"경기도 부천시 오정구 역곡로490번길 59, 2층 (고강동)",37.52803306,126.8194073
부천시,고강동,학교교과교습학원,해냄에듀뮤엠영어수학보습학원,보습,경기도 부천시 고강동 312번지 정일빌딩 2층,"경기도 부천시 오정구 성지로102번길 53, 2층 (고강동, 정일빌딩)",37.52825896,126.8141009
부천시,고강동,학교교과교습학원,부천오정청담에이프릴외국어학원,실용외국어(유아/초·중·고),경기도 부천시 고강동 294-13번지 동방빌딩 201호,"경기도 부천시 오정구 성지로 64, 201 (고강동,동방빌딩)",37.52453363,126.8114632
부천시,고강동,학교교과교습학원,삼성영어고리울보습학원,보습,경기도 부천시 고강동 325-9번지 2층 일부,경기도 부천시 오정구 고리울로 92 2층 일부 (고강동),37.52681806,126.8261867
부천시,고강동,학교교과교습학원,부천오정와이즈만영재교육보습학원,보습,"경기도 부천시 고강동 294-13번지 동방빌딩 201호 일부,202호","경기도 부천시 오정구 성지로 64, 201호 일부,202호 (고강동,동방빌딩)",37.52453363,126.8114632
부천시,고강동,학교교과교습학원,MTM(엠티엠)영수단과보습학원,보습,경기도 부천시 고강동 376번지 2층 일 (우측),"경기도 부천시 오정구 역곡로482번길 38, 2층 일(우측) (고강동)",37.52681408,126.8177134
부천시,고강동,학교교과교습학원,잉글리쉬무무고강보습학원,보습,경기도 부천시 고강동 411-3번지 남평빌딩 3층,경기도 부천시 오정구 역곡로490번길 145  3층,37.52742783,126.824262
부천시,고강동,학교교과교습학원,푸르넷보습학원,보습,경기도 부천시 고강동 363-7번지 1층~2층,"경기도 부천시 오정구 고강로140번길 40, 1층~2층 (고강동)",37.52956456,126.8192904
부천시,고강동,학교교과교습학원,메가플러스보습학원,보습,경기도 부천시 고강동 294-13번지 동방빌딩 302호,"경기도 부천시 오정구 성지로 64, 302호 (고강동,동방빌딩)",37.52453363,126.8114632
부천시,고강동,학교교과교습학원,원플러스보습학원,보습,경기도 부천시 고강동 350-4번지 오성빌딩 3층 일부,경기도 부천시 오정구 역곡로 494 3층 일부 (고강동),37.52883911,126.8163168
부천시,고강동,학교교과교습학원,비상보습학원,보습,경기도 부천시 고강동 399번지 대현맨션 3층,경기도 부천시 오정구 고리울로 52번길 35 3층,37.52556744,126.8214044
부천시,고강동,학교교과교습학원,그림뜰미술학원,미술,경기도 부천시 고강동 321-2번지 2층,경기도 부천시 오정구 성지로102번길 50 2층 (고강동),37.5280065,126.8139884
부천시,고강동,학교교과교습학원,육영웅변학원,웅변,경기도 부천시 고강동 292번지 한일빌딩 3층 일부,경기도 부천시 오정구 성지로 100 한일빌딩3층 일부 (고강동),37.52784026,126.811466
부천시,고강동,학교교과교습학원,태멘음악학원,음악,경기도 부천시 고강동 310번지 동호빌딩 4층,경기도 부천시 오정구 성지로102번길 22  4층,37.52794962,126.8122351
부천시,고강동,학교교과교습학원,수주독서실,독서실(유아/초·중·고),"경기도 부천시 고강동 312번지 정일빌딩 3층일부,4층","경기도 부천시 오정구 성지로102번길 53,  3층일부,4층 (고강동,정일빌딩)",37.52825896,126.8141009
부천시,고강동,학교교과교습학원,오렌지고강독서실,독서실(유아/초·중·고),경기도 부천시 고강동 473-1번지 인일빌딩 3층,"경기도 부천시 오정구 역곡로 479, 3층 (고강동,인일빌딩)",37.52719848,126.8157892
부천시,고강동,학교교과교습학원,코너스톤어학원,실용외국어(유아/초·중·고),경기도 부천시 고강동 377-4번지 2층일부. 3층,"경기도 부천시 역곡로482번길 45, 2층일부. 3층 (고강동)",37.52684216,126.8183807
부천시,고강동,학교교과교습학원,한사랑음악학원,음악,경기도 부천시 고강동 398-7번지 성산영광타운 2층 일부,"경기도 부천시 오정구 고리울로 64, 28, 2층 일부 (고강동, 성산영광타운)",37.52583923,126.8223766
부천시,고강동,교습소,빨간펜수학의달인고리울수학교습소,보습,경기도 부천시 고강동 325-9번지 103호,경기도 부천시 고리울로 92,37.52681806,126.8261867
부천시,고강동,교습소,피아노치는아이들음악교습소,음악,경기도 부천시 고강동 325-9번지 102호 일부,경기도 부천시 고리울로 92,37.52681806,126.8261867
부천시,고강동,교습소,프리즘음악교습소,음악,경기도 부천시 고강동 414번지 2층,경기도 부천시 고리울로74번길 7,37.52645482,126.8242983
부천시,고강동,교습소,링크잉글리쉬영어교습소,보습,경기도 부천시 고강동 414-25번지 2층 일부,경기도 부천시 고리울로74번길 29,37.52556213,126.8238253
부천시,고강동,교습소,색연필미술교습소,미술,경기도 부천시 고강동 411-3번지 남평빌딩 1층,경기도 부천시 역곡로490번길 145,37.52742783,126.824262
부천시,고강동,교습소,그림나무미술교습소,미술,경기도 부천시 고강동 383번지 중원빌딩 1층 일부,경기도 부천시 역곡로490번길 60,37.52784363,126.8192607
부천시,고강동,교습소,차수학고리울수학교습소,보습,경기도 부천시 고강동 414-25번지 2층 일부,경기도 부천시 고리울로74번길 29,37.52556213,126.8238253
부천시,고강동,교습소,잉글리쉬팩토리영어교습소,보습,경기도 부천시 고강동 470-2번지 부일빌딩 3층 일부,경기도 부천시 역곡로481번길 19,37.52780978,126.8149279
부천시,고강동,교습소,정수바둑교습소,바둑,경기도 부천시 고강동 310-22번지 2층 일부,경기도 부천시 고강로72번길 41,37.52781438,126.8121788
부천시,고강동,교습소,원리수학교습소,보습,경기도 부천시 고강동 392-21번지 1층 일부,경기도 부천시 역곡로496번길 69,37.52844949,126.8206847
부천시,고강동,교습소,봄미술교습소,미술,경기도 부천시 고강동 377-30번지 2층,경기도 부천시 역곡로482번길 47,37.52673434,126.8185733
부천시,고강동,교습소,수주해법영어교습소,보습,경기도 부천시 고강동 359번지 2층,경기도 부천시 고강로132번가길 50,37.53011786,126.8216875
부천시,고강동,교습소,오늘의수학교습소,보습,경기도 부천시 고강동 377-4번지 2층 일부,경기도 부천시 역곡로482번길 45,37.52684216,126.8183807
부천시,괴안동,교습소,즐쌤의수학교습소,보습,경기도 부천시 괴안동 170-5번지 1층 일부,경기도 부천시 경인로562번길 10,37.48607035,126.8171243
부천시,괴안동,평생직업교육학원,블루미용학원,이·미용,경기도 부천시 괴안동 115번지 하이트프라자 201호 일부,"경기도 부천시 경인로498번길 19, 201호 일부 (괴안동)",37.48312402,126.8114332
부천시,괴안동,교습소,가온수학교습소,보습,경기도 부천시 괴안동 99-1번지 신일해피트리아파트 101호,경기도 부천시 경인로484번길 68-15,37.47951796,126.8101536
부천시,괴안동,교습소,포네음악교습소,음악,경기도 부천시 괴안동 159-2번지 제이팰리스 1층 102호,경기도 부천시 안곡로 139,37.48168106,126.816208
부천시,괴안동,교습소,비젼영어교습소,보습,경기도 부천시 괴안동 204-5번지 삼익세라믹아파트 상가동 206호,경기도 부천시 소안로 20,37.47631542,126.8023273
부천시,괴안동,교습소,연세수학교습소,보습,경기도 부천시 괴안동 204-5번지 삼익세라믹아파트 상가동 206호 일부,경기도 부천시 소안로 20,37.47631542,126.8023273
부천시,괴안동,교습소,스카이컴퓨터교습소,컴퓨터(소),경기도 부천시 괴안동 155-8번지 5층 501호,경기도 부천시 범안로 60,37.47623442,126.8077653
부천시,괴안동,교습소,지현음악교습소,음악,경기도 부천시 괴안동 70-13번지 동구빌딩 2층 일부,경기도 부천시 범안로 26,37.47923285,126.8066269
부천시,괴안동,교습소,글로리아뮤직(GloriaMusic)음악교습소,음악,경기도 부천시 괴안동 99-1번지 신일해피트리아파트 상가 106호,경기도 부천시 경인로484번길 68-15,37.47951796,126.8101536
부천시,괴안동,교습소,송미주아트톡미술교습소,미술,경기도 부천시 괴안동 164-6번지 염광아파트 2층 일부,경기도 부천시 안곡로16번길 49,37.47609429,126.8047698
부천시,괴안동,교습소,지석영어교습소,보습,경기도 부천시 괴안동 236-3번지 강남훼미리타운 1층일부,경기도 부천시 은성로117번길 5-16,37.47459724,126.8039372
부천시,괴안동,교습소,클라라음악교습소,음악,경기도 부천시 괴안동 204-6번지 삼익세라믹아파트 상가동 201호,경기도 부천시 소안로 22,37.47559547,126.8028266
부천시,괴안동,학교교과교습학원,탑산소독서실,독서실(유아/초·중·고),경기도 부천시 괴안동 109번지 세코프라자 301호,경기도 부천시 소사구 경인로 486 세코프라자301호 (괴안동),37.48295873,126.8095229
부천시,괴안동,학교교과교습학원,일심보습학원,보습,"경기도 부천시 괴안동 173-3번지 3,4층","경기도 부천시 소사구 경인로484번길 20 3,4층",37.48240025,126.8096035
부천시,괴안동,학교교과교습학원,파고다주니어소사어학원,실용외국어(유아/초·중·고),"경기도 부천시 괴안동 89번지 명성프라자 명성프라자 5층일부(501호,502호)","경기도 부천시 소사구 범안로 31, 명성프라자 5층일부(501호,502호) (괴안동,명성프라자)",37.47890046,126.8072157
부천시,괴안동,학교교과교습학원,반석종로보습학원,보습,경기도 부천시 괴안동 86-3번지 난곡빌딩 3층,"경기도 부천시 소사구 범안로 52, 3층 (괴안동,난곡빌딩)",37.47715293,126.8074576
부천시,괴안동,학교교과교습학원,예인음악학원,음악,경기도 부천시 괴안동 173-3번지 봉봉빌딩 2층,"경기도 부천시 소사구 경인로484번길 20, 2층 (괴안동,봉봉빌딩)",37.48240025,126.8096035
부천시,괴안동,학교교과교습학원,지혜음악학원,음악,경기도 부천시 괴안동 130-9번지 3층,경기도 부천시 소사구 경인로536번길 26 3층 (괴안동),37.48437338,126.8151611
부천시,괴안동,학교교과교습학원,명문음악학원,음악,경기도 부천시 괴안동 119-9번지 노블하우스 202호,"경기도 부천시 소사구 부광로 40, 202호 (괴안동,노블하우스)",37.48123645,126.8142419
부천시,괴안동,학교교과교습학원,에덴피아노학원,음악,경기도 부천시 괴안동 98-8번지 2층,경기도 부천시 소사구 안곡로 77 () 2층,37.47845606,126.8109364
부천시,괴안동,학교교과교습학원,글벗O2(오투)독서실,독서실(유아/초·중·고),경기도 부천시 괴안동 28-2번지 기풍빌딩 5층 일부,"경기도 부천시 소사구 안곡로 11, 5층일부 (괴안동,기풍빌딩)",37.47895739,126.8035412
부천시,괴안동,학교교과교습학원,창조미술학원,미술,경기도 부천시 괴안동 182-20번지 덕림빌딩 1층,"경기도 부천시 소사구 안곡로174번길 49, 1층 (괴안동, 덕림빌딩)",37.48512753,126.8191844
부천시,괴안동,학교교과교습학원,아인스보습학원,보습,경기도 부천시 괴안동 125-5번지 인광빌딩 3층 전부,경기도 부천시 소사구 부광로 19 3층 전부 (괴안동),37.4829561,126.8134574
부천시,괴안동,학교교과교습학원,목동이현민수학보습학원,보습,경기도 부천시 괴안동 70-13번지 동구빌딩 3층 일부,경기도 부천시 소사구 범안로 26 3층일부 (괴안동),37.47923285,126.8066269
부천시,괴안동,학교교과교습학원,육영독서실,독서실(유아/초·중·고),경기도 부천시 괴안동 126-7번지 부안빌딩 4층,"경기도 부천시 소사구 부광로 13, 4층 (괴안동, 부안빌딩)",37.48348715,126.8131282
부천시,괴안동,평생직업교육학원,역곡이용학원,이·미용,경기도 부천시 괴안동 128번지 302호,경기도 부천시 소사구 경인로 517  302호,37.48481946,126.8124012
부천시,괴안동,학교교과교습학원,해밀에듀수학학원,보습,경기도 부천시 괴안동 107-14번지 우성빌딩 2층,"경기도 부천시 경인로484번길 35, 2층 (괴안동)",37.48184276,126.8102946
부천시,괴안동,학교교과교습학원,공부의신보습학원,보습,경기도 부천시 괴안동 100번지 2층,"경기도 부천시 소사구 경인로484번길 76, 2층 (괴안동)",37.4800692,126.8111584
부천시,괴안동,학교교과교습학원,켈스러닝보습학원,보습,경기도 부천시 괴안동 71-3번지 2층,경기도 부천시 소사구 범안로 32 2층 (괴안동),37.47889995,126.8069104
부천시,괴안동,학교교과교습학원,으뜸보습학원,보습,"경기도 부천시 괴안동 120-6번지 준영빌딩 3층,4층","경기도 부천시 소사구 안곡로 121, 준영빌딩 3층,4층 (괴안동,준영빌딩)",37.48070539,126.8145711
부천시,괴안동,학교교과교습학원,예일음악학원,음악,경기도 부천시 괴안동 175-13번지,경기도 부천시 소사구 경인로562번길 28 (괴안동),37.48537737,126.8176235
부천시,괴안동,평생직업교육학원,문지기하모니카실용음악학원,실용음악(성악),경기도 부천시 괴안동 109-5번지 조양프라자 4층 전체,"경기도 부천시 경인로 494, 4층 전체 (괴안동)",37.48334751,126.8103472
부천시,괴안동,학교교과교습학원,공부습관잡는보습학원,보습,경기도 부천시 괴안동 118-33번지 대성빌딩 3층,경기도 부천시 소사구 부광로 36 3층 (괴안동),37.48167745,126.8139355
부천시,괴안동,학교교과교습학원,웨슬리어학원,실용외국어(유아/초·중·고),"경기도 부천시 괴안동 109번지 SECO프라자 202호,302호일부,502호","경기도 부천시 소사구 경인로 486, 202호,302호일부,502호 (괴안동,SECO프라자)",37.48295873,126.8095229
부천시,괴안동,학교교과교습학원,올뮤직실용음악학원,음악,경기도 부천시 괴안동 109-20번지 2층,"경기도 부천시 소사구 부광로8번길 60, 2층 (괴안동)",37.48267983,126.8097723
부천시,괴안동,학교교과교습학원,윤진음악학원,음악,경기도 부천시 괴안동 168번지 2층 일부,"경기도 부천시 소사구 경인로 536, 2층일부 (괴안동)",37.48521085,126.8148764
부천시,괴안동,학교교과교습학원,스키마보습학원,보습,"경기도 부천시 괴안동 28-5번지 2층 일부, 3층 일부","경기도 부천시 안곡로 3, 2층 일부, 3층 일부 (괴안동)",37.47890197,126.8027387
부천시,괴안동,학교교과교습학원,영어놀이터보습학원,보습,경기도 부천시 괴안동 98-8번지 2층,"경기도 부천시 소사구 안곡로 77, 2층 (괴안동)",37.47845606,126.8109364
부천시,괴안동,학교교과교습학원,엠베스트SE(에스이)소사본원보습학원,보습,경기도 부천시 괴안동 30-3번지,경기도 부천시 소사구 소안로 24 (괴안동),37.47695447,126.8019412
부천시,괴안동,학교교과교습학원,스카이웰어학원,실용외국어(유아/초·중·고),"경기도 부천시 괴안동 89-1번지 2층일부,3층일부","경기도 부천시 소사구 안곡로 46 2층일부,3층일부",37.47892781,126.8074078
부천시,괴안동,학교교과교습학원,아이린보습학원,보습,경기도 부천시 괴안동 28-3번지 태양빌딩 3층 일부 (서쪽),"경기도 부천시 소사구 안곡로 7, 태양빌딩3층일부(서쪽) (괴안동,태양빌딩)",37.47892957,126.8030778
부천시,괴안동,평생직업교육학원,현대간호학원,간호조무사,경기도 부천시 괴안동 127-1번지 창성빌딩 4층 일부,"경기도 부천시 소사구 경인로 520, 4층일부 (괴안동, 창성빌딩)",37.4843427,126.8128773
부천시,괴안동,학교교과교습학원,예원미술학원,미술,경기도 부천시 괴안동 204-5번지 삼익세라믹 상가 202호,경기도 부천시 소사구 소안로 20 삼익세라믹상가 202호 (괴안동),37.47631542,126.8023273
부천시,괴안동,학교교과교습학원,탑플러스보습학원,보습,경기도 부천시 괴안동 31-1번지 헌철빌딩 4층,"경기도 부천시 소사구 안곡로 13, 헌철빌딩4층 (괴안동,헌철빌딩)",37.47867875,126.8039376
부천시,괴안동,학교교과교습학원,이레음악학원,음악,경기도 부천시 괴안동 100-26번지 2층 전체,"경기도 부천시 안곡로79번길 22-3, 2층전체 (괴안동)",37.47934832,126.8111037
부천시,괴안동,학교교과교습학원,퍼펙트보습학원,보습,"경기도 부천시 괴안동 89번지 명성프라자 401호,402호","경기도 부천시 소사구 범안로 31, 명성프라자401호,402호 (괴안동,명성프라자)",37.47890046,126.8072157
부천시,괴안동,학교교과교습학원,장학독서실,독서실(유아/초·중·고),"경기도 부천시 괴안동 155-8번지 세경프라자 5층 502호일부,503,504호","경기도 부천시 소사구 범안로 60 세경프라자 5층 502호일부,503,504호",37.47623442,126.8077653
부천시,괴안동,학교교과교습학원,SAM&apos;STOWN(쌤스타운)영수보습학원,보습,경기도 부천시 괴안동 30-3번지 가산빌딩 3층 일부,경기도 부천시 소사구 소안로 24 가산빌딩 3층 일부 (괴안동),37.47695447,126.8019412
부천시,괴안동,학교교과교습학원,찬양음악학원,음악,경기도 부천시 괴안동 99-41번지 2층,경기도 부천시 소사구 경인로484번길 70 2층 (괴안동),37.48037523,126.8109654
부천시,괴안동,학교교과교습학원,예음나라음악학원,음악,경기도 부천시 괴안동 71-1번지 3층,경기도 부천시 소사구 안곡로 36 3층 (괴안동),37.47887185,126.8062661
부천시,괴안동,평생직업교육학원,건설기술산업건축학원,건축,경기도 부천시 괴안동 28-2번지 기풍빌딩 404호,"경기도 부천시 소사구 안곡로 11, 404호 (괴안동, 기풍빌딩)",37.47895739,126.8035412
부천시,괴안동,학교교과교습학원,건반사랑음악학원,음악,경기도 부천시 괴안동 99-16번지 1층,"경기도 부천시 소사구 범안로21번길 89, 1층 (괴안동)",37.47893353,126.8109012
부천시,괴안동,학교교과교습학원,비욘드잉글리쉬어학원,실용외국어(유아/초·중·고),"경기도 부천시 괴안동 248-1번지 5층 501, 502호","경기도 부천시 부광로 56, 5층 501, 502호 (괴안동)",37.48001208,126.8148555
부천시,괴안동,학교교과교습학원,엠씨독서실,독서실(유아/초·중·고),경기도 부천시 괴안동 28-5번지 정석빌딩 3층 일부,"경기도 부천시 안곡로 3, 3층 일부 (괴안동)",37.47890197,126.8027387
부천시,괴안동,학교교과교습학원,영동보습학원,보습,경기도 부천시 괴안동 108-4번지 3층,경기도 부천시 소사구 부광로8번길 35 3층 (괴안동),37.48301532,126.8110717
부천시,괴안동,학교교과교습학원,반석소사종로엠보습학원,보습,경기도 부천시 괴안동 86-3번지 난곡빌딩 2층,경기도 부천시 소사구 범안로 52 난곡빌딩 2층,37.47715293,126.8074576
부천시,괴안동,학교교과교습학원,목동본보습학원,보습,경기도 부천시 괴안동 70-14번지 남인빌딩 4층,"경기도 부천시 소사구 안곡로 37, 4층 (괴안동,남인빌딩)",37.47925947,126.8063781
부천시,괴안동,학교교과교습학원,피카소미술학원,미술,경기도 부천시 괴안동 70-13번지 동구빌딩 2층 일부,"경기도 부천시 소사구 범안로 26, 2층일부 (괴안동, 동구빌딩)",37.47923285,126.8066269
부천시,괴안동,학교교과교습학원,KSEM케이쌤보습학원,보습,경기도 부천시 괴안동 183-12번지 2층,"경기도 부천시 소사구 안곡로 187, 2층 (괴안동)",37.48476639,126.8187104
부천시,괴안동,학교교과교습학원,정직수학보습학원,보습,경기도 부천시 괴안동 109-20번지 4층,경기도 부천시 소사구 부광로8번길 60 4층 (괴안동),37.48267983,126.8097723
부천시,괴안동,학교교과교습학원,현진무용학원,무용,경기도 부천시 괴안동 126-1번지 대원빌딩 6층,"경기도 부천시 부광로 9, 6층 (괴안동)",37.48384742,126.8130482
부천시,괴안동,교습소,아트앤하트영아트창작미술교습소,미술,경기도 부천시 괴안동 99-1번지 신일해피트리아파트 105호,경기도 부천시 경인로484번길 68-15,37.47951796,126.8101536
부천시,내동,교습소,창의적표현미술교습소,미술,경기도 부천시 내동 349-4번지 2층,경기도 부천시 삼작로233번길 36,37.52172621,126.7874322
부천시,내동,학교교과교습학원,JMJ(제이엠제이)보습학원,보습,경기도 부천시 내동 32번지 3층,"경기도 부천시 중동로426번길 32, 3층 (내동)",37.51773377,126.7725465
부천시,도당동,학교교과교습학원,홀리스타실용음악학원,기타(소),경기도 부천시 도당동 130-2번지 성남빌딩 2층,"경기도 부천시 원미구 삼작로302번길 12, 2층 (도당동,성남빌딩)",37.51953224,126.7949382
부천시,도당동,학교교과교습학원,창조보습학원,보습,경기도 부천시 도당동 40번지 2층,경기도 부천시 원미구 수도로 180번길 21 2층,37.5182905,126.7858246
부천시,도당동,학교교과교습학원,도움미술음악학원,미술,경기도 부천시 도당동 43-2번지 4층,"경기도 부천시 원미구 수도로 200, 4층 (도당동)",37.51940105,126.7870996
부천시,도당동,학교교과교습학원,홍수학영어보습학원,보습,경기도 부천시 도당동 108-1번지 2층 일부,"경기도 부천시 삼작로 278, 2층 일부 (도당동)",37.51992394,126.7922675
부천시,도당동,학교교과교습학원,and.sum(앤드썸)보습미술학원,보습,경기도 부천시 도당동 131-2번지 대영빌딩 3층 일부,"경기도 부천시 원미구 삼작로 298, 3층 일부 (도당동,대영빌딩)",37.51992867,126.7949371
부천시,도당동,학교교과교습학원,한가람보습학원,보습,경기도 부천시 도당동 67-28번지 4층,경기도 부천시 원미구 삼작로256번길 61 4층 (도당동),37.51731596,126.7899673
부천시,도당동,학교교과교습학원,and.sum(앤드썸)보습미술학원,미술,경기도 부천시 도당동 131-2번지 대영빌딩 3층 일부,"경기도 부천시 원미구 삼작로 298, 3층 일부 (도당동,대영빌딩)",37.51992867,126.7949371
부천시,도당동,학교교과교습학원,여월음악학원,음악,경기도 부천시 도당동 131-2번지 대영빌딩 2층 일부,경기도 부천시 원미구 삼작로 298 2층일부 (도당동),37.51992867,126.7949371
부천시,도당동,학교교과교습학원,위즈덤플러스보습미술학원,미술,"경기도 부천시 도당동 264-9번지 1층,2층","경기도 부천시 원미구 길주로391번길 60 1층,2층",37.50603662,126.7855999
부천시,도당동,학교교과교습학원,EDU.ING(에듀아이엔지)보습음악학원,음악,경기도 부천시 도당동 44-2번지 2층 전체,경기도 부천시 원미구 수도로206번길 16-19 2층 전체 (도당동),37.51881555,126.7871804
부천시,도당동,학교교과교습학원,EDU.ING(에듀아이엔지)보습음악학원,보습,경기도 부천시 도당동 44-2번지 2층 전체,경기도 부천시 원미구 수도로206번길 16-19 2층 전체 (도당동),37.51881555,126.7871804
부천시,도당동,학교교과교습학원,솔리데오음악학원,음악,경기도 부천시 도당동 265-33번지 2층,경기도 부천시 원미구 부천로245번길 16 2층 (도당동),37.50584696,126.7853517
부천시,도당동,학교교과교습학원,아르떼음악학원,음악,경기도 부천시 도당동 108-9번지 4층,"경기도 부천시 원미구 삼작로 274, 4층 (도당동)",37.51992346,126.7919961
부천시,도당동,학교교과교습학원,도움미술음악학원,음악,경기도 부천시 도당동 43-2번지 4층,"경기도 부천시 원미구 수도로 200, 4층 (도당동)",37.51940105,126.7870996
부천시,도당동,학교교과교습학원,쇼팽의아이들음악학원,음악,경기도 부천시 도당동 116-6번지 중앙빌딩 3층 302호,경기도 부천시 원미구 삼작로291번길 13 3층 302호 (도당동),37.52062021,126.7936796
부천시,도당동,학교교과교습학원,여월이프렌드보습학원,보습,경기도 부천시 도당동 131-2번지 대영빌딩 2층 일부,경기도 부천시 원미구 삼작로 298 2층일부 (도당동),37.51992867,126.7949371
부천시,도당동,학교교과교습학원,상아탑독서실,독서실(유아/초·중·고),경기도 부천시 도당동 58-2번지 정남프라자 3층(301호)일부,"경기도 부천시 원미구 삼작로 252, 3층(301호)일부 (도당동,정남프라자)",37.51983777,126.7894398
부천시,도당동,학교교과교습학원,성락속셈학원,속셈,경기도 부천시 도당동 266-4번지 성원아파트 2층 201호,"경기도 부천시 부천로245번길 42, 2층 201호 (도당동)",37.50620365,126.7833488
부천시,도당동,학교교과교습학원,그림나라미술학원,미술,경기도 부천시 도당동 130-6번지 2층,경기도 부천시 원미구 삼작로292번길 21-19 2층 (도당동),37.51926194,126.794939
부천시,도당동,학교교과교습학원,민족영재보습어학원,보습,"경기도 부천시 도당동 43-2번지 2층,3층","경기도 부천시 원미구 수도로 200, 2층,3층 (도당동)",37.51940105,126.7870996
부천시,도당동,학교교과교습학원,도움미술음악학원,"음악, 미술",경기도 부천시 도당동 43-2번지 4층,"경기도 부천시 원미구 수도로 200, 4층 (도당동)",37.51940105,126.7870996
부천시,도당동,교습소,애덤앤쌜리영어교습소,보습,경기도 부천시 도당동 247-23번지 1층 일부,경기도 부천시 정주로 28-7,37.5072852,126.7787425
부천시,도당동,교습소,신흥이화피아노교습소,음악,경기도 부천시 도당동 264-20번지,경기도 부천시 길주로391번길 76,37.50667582,126.7853266
