newsname
김경란이 '따릉이 타고 한강 가 와인 마시고 지하철 타고 집에 오는 것'이 요...
"'자전거 운전능력' 따면…따릉이 요금 2년동안 깎아줘요"
'불청' 김찬우 "원래 연출가가 꿈..만화책만 3천 권 보유"[종합]
"코로나에 고마운 소일거리"...신중년 모범일자리 따릉이 방역단
파리시장은 이 공약으로 재선에 성공했다
안전하게 따르릉… ‘자전거 면허’ 아시나요
서울시설공단 "따릉이, 이제 안전하게 타세요"
지난해 서울 대중교통 이용 26%↓…따릉이는 25%↑
"퍼주기라고 반대하던 그 무상급식, 지금 세계의 자랑"
따릉이가 달리기까지
따릉이가 달리기까지
달릴 준비 마친 따릉이
따뜻한 봄날씨, 분주한 따릉이 정비소
‘따릉이의 계절’
'먹통' 잦은 따릉이 앱 달라질까?…서울시 '전면 리뉴얼'
서울 공공자전거 '따릉이' 제로페이 이용시 30% 감면…1년 연장
국회 나들이, 따릉이 타세요
"벚꽃 구경 오지 마세요" 여의나루역 버스·지하철 운행 통제
따릉이 시승하는 이춘석 사무총장
[그것이 궁금] 확 달라진 '따릉이' 어떻게 변했을까? 더 간편해진 결제방법!
‘서울광장 신고제’·‘따릉이 운영’…‘시민의 삶을 바꾼 조례30선’ 선정
공유자전거 '따릉이' 오늘부터 13세도 탄다…소형도 도입
서울시, QR뉴따릉이 8천대 추가 도입한다
작년 서울시민, 1명당 2번 이상 '따릉이' 이용..."코로나 시기 이용 급증"
‘따릉이’ 로그인·결제 쉬워진다
서울시설공단, 따릉이 수리할 동네 자전거대리점 모집
작년 '따릉이' 이용 급증…2,300만 건
티머니 제로페이 따릉이…기업이 하면 문어발, 지자체가 하면 공익사업
'따릉이' 제로페이로 결제 땐 30% 할인해준다
여의도 벚꽃길 일대 12일까지 교통통제
따릉이 타고 여성 얼굴에만 '퉤'…코로나 '침테러범'의 최후
'따릉이'로 유세하는 박영선 선거운동원들 [TF사진관]
따릉이와 함께 지지호소
코로나시대 서울시민 1명당 따릉이 2번 탔다…절반이 출퇴근용
'QR형 뉴 따릉이' 이용하세요!
방역작업 하는 따릉이 관계자
서울시, 작년 '따릉이' 이용 2300만건 돌파…전년비 24% 증가
따릉이 타는 이춘석 국회 사무총장
코로나19에 ‘따릉이’ 더 많이 탔다…지난해 대여건수 24% 증가
작고 가벼워진 '따릉이'…서울시 신형 자전거 2천대 도입
[서울] 서울 공유자전거 따릉이 회원 278만 돌파
'방역작업 완벽' 따릉이 안전하게 이용하세요
'방역작업 완벽' 따릉이 안전하게 이용하세요
서울시설공단, '따릉이' 안전성 강화… 밤에도 눈에 잘 띄게, 체인이탈은 방지
`따릉이` 효과… `공유도시 서울` 인지도 15.5%p 상승
서울 거리풍경이 바뀌다…서울시민 4명 중 1명은 '따릉이' 회원
서울시민 70% '코로나에도 자원공유 필요'…공유사업 1위 '따릉이'
서울시 공공자전거 '따릉이', 코로나에 더 많이 탔다
이춘석, '국회 방문객 이동편의 개선'… 서울시 공공자건거 '따릉이' 대여소 ...
서울시, 작년 '따릉이' 이용 2,300만 건
서울 공유자전거 ‘따릉이’, 오늘부터 13세 이상 탑승 가능
서울시, ‘따릉이’ 수리 동네 자전거 대리점 모집
서울시, 업그레이드 된 ‘QR형 뉴따릉이’ 8000대 추가 도입
'따릉이' 제로페이 이용시 30% 감면혜택…1년 연장
공유자전거 '따릉이' 13세 이상도 탄다…소형도 도입
태풍 바비 접근, 서울시 따릉이 운행 중단
어린이용따릉이, 신한 쏠퀴즈 정답 공개
[알려드림] 자전거 계절 4월, 얼른 '타슈', 아따 '타랑께'…안타고는 못 배길...
"따릉이 출발 합니다!"
서울시설공단, '따릉이 수리' 동네 자전거대리점 100～150곳 모집
LGU+ 통신기술로 서울시 '뉴따릉이' 실시간 원격 관리
서울 공유자전거 따릉이 회원 278만 돌파
서울 공유자전거 따릉이 회원 278만 돌파
서울 공유자전거 따릉이 회원 278만 돌파
서울시, '따릉이 앱' 전면 리뉴얼… 15일 오픈
코로나 유행하니 따릉이 ‘더’ 탔다…코로나시대 교통수단 각광
