"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000010936,약목중학교,중학교,1955-06-10,공립,본교,운영,경상북도 칠곡군 약목면 복성리 777,경상북도 칠곡군 약목면 복성8길 20,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,36.0353749940,128.3604431993,2021-03-25
B000011054,진주동중학교,중학교,1969-03-01,사립,본교,운영,경상남도 진주시 금산면 중천리 281-3,경상남도 진주시 금산면 중천로 42,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.2167653206,128.1426494765,2021-03-25
B000007512,장복초등학교,초등학교,2008-03-01,공립,본교,운영,경상남도 창원시 진해구 석동 674,경상남도 창원시 진해구 진해대로728번길 21,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.1578643655,128.6951594,2021-03-25
B000012349,광주진흥고등학교,고등학교,1972-03-09,사립,본교,운영,광주광역시 광산구 신창동 638-5,광주광역시 광산구 왕버들로 307,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1964360074,126.8416886163,2021-03-25
B000013069,목포혜인여자고등학교,고등학교,1948-10-10,사립,본교,운영,전라남도 목포시 죽교동 514,전라남도 목포시 죽선로 39-2,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.7999806848,126.3726280082,2021-03-25
B000005719,금산중앙초등학교,초등학교,1907-03-16,공립,본교,운영,충청남도 금산군 금산읍 상옥리 137-1,충청남도 금산군 금산읍 금산로 1427,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2020-09-22,36.1007427364,127.4863719737,2021-03-25
B000003931,안산청석초등학교,초등학교,2006-03-01,공립,본교,운영,경기도 안산시 상록구 사동 1510-1,경기도 안산시 상록구 해양1로 48,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2020-09-22,37.2947151028,126.8181022074,2021-03-25
B000012996,군산제일고등학교,고등학교,1903-02-01,사립,본교,운영,전라북도 군산시 조촌동 84,전라북도 군산시 경기장로 142,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.9727314651,126.7490295663,2021-03-25
B000008435,삼선중학교,중학교,1960-05-03,공립,본교,운영,서울특별시 성북구 동소문동4가 278-174,서울특별시 성북구 동소문로3길 69,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.5917476345,127.0078716317,2021-03-25
B000006360,계화초등학교,초등학교,1942-06-01,공립,본교,운영,전라북도 부안군 계화면 계화리 233,전라북도 부안군 계화면 계화로 475,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2020-09-22,35.7853830003,126.6380495658,2021-03-25
B000012152,대동고등학교,고등학교,1965-03-13,사립,본교,운영,부산광역시 사하구 구평동 112-24,부산광역시 사하구 을숙도대로709번길 27,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0873647967,128.9842390879,2021-03-25
B000009805,장호중학교,중학교,1964-01-11,공립,본교,운영,강원도 삼척시 근덕면 장호리 201,강원도 삼척시 근덕면 삼척로 2101,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.2837288046,129.3113743298,2021-03-25
B000008531,대연중학교,중학교,1969-10-10,공립,본교,운영,부산광역시 남구 대연동 1219-80,부산광역시 남구 천제등로16번길 81,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1319537940,129.0850541940,2021-03-25
B000012783,북평고등학교,고등학교,1946-12-10,공립,본교,운영,강원도 동해시 동회동 169,강원도 동해시 효자남길 51,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2020-09-22,37.4900812208,129.1065015116,2021-03-25
B000012665,대화고등학교,고등학교,2012-03-05,공립,본교,운영,경기도 고양시 일산서구 대화동 1979-1,경기도 고양시 일산서구 대화로 100,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.6684694257,126.7321430021,2021-03-25
B000013397,남해고등학교,고등학교,1965-12-31,사립,본교,운영,경상남도 남해군 이동면 무림리 1315,경상남도 남해군 이동면 무림로 46-2,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2020-09-22,34.8028004626,127.9515430243,2021-03-25
B000005933,신촌초등학교,초등학교,1937-09-26,공립,본교,운영,충청남도 당진시 합덕읍 신리 273-1,충청남도 당진시 합덕읍 상덕로 620-13,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2020-09-22,36.7630079853,126.7653216568,2021-03-25
B000002443,대신초등학교,초등학교,1937-03-31,공립,본교,운영,부산광역시 서구 서대신동3가 195,부산광역시 서구 대신로 63,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1161810966,129.0117811198,2021-03-25
B000004400,명덕초등학교,초등학교,1946-12-11,공립,본교,운영,경기도 안성시 대덕면 진현리 285-1,경기도 안성시 대덕면 미륵로 16,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0507111010,127.2626764954,2021-03-25
B000009232,부천동여자중학교,중학교,1984-10-23,공립,본교,운영,경기도 부천시 괴안동 171-15,경기도 부천시 경인로484번길 36,7530000,경기도교육청,7581000,경기도부천교육지원청,2013-11-29,2020-09-22,37.4807750161,126.8102136721,2021-03-25
B000005229,인흥초등학교,초등학교,1940-11-15,공립,본교,운영,강원도 고성군 토성면 인흥리 180,강원도 고성군 토성면 인흥1길 26,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.2370257445,128.5511904756,2021-03-25
B000006362,행안초등학교,초등학교,1941-04-10,공립,본교,운영,전라북도 부안군 행안면 진동리 199-1,전라북도 부안군 행안면 월륜길 18,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2020-09-22,35.7198676649,126.7168238641,2021-03-25
B000007141,순흥초등학교,초등학교,1911-09-08,공립,본교,운영,경상북도 영주시 순흥면 읍내리 378-2,경상북도 영주시 순흥면 순흥로 15,8750000,경상북도교육청,8811000,경상북도영주교육지원청,2013-11-29,2020-09-22,36.9122227901,128.5772974618,2021-03-25
B000002277,서울수서초등학교,초등학교,1992-07-15,공립,본교,운영,서울특별시 강남구 수서동 709,서울특별시 강남구 광평로51길 46,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4911514783,127.1015496,2021-03-25
B000003567,백합초등학교,초등학교,1996-09-01,공립,본교,운영,울산광역시 남구 삼산동 1533,울산광역시 남구 돋질로339번길 16,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5450991449,129.3436601516,2021-03-25
B000006467,연도초등학교,초등학교,1940-10-23,공립,본교,운영,전라남도 여수시 남면 연도리 424,전라남도 여수시 남면 연도길 297,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2013-11-29,2020-09-22,34.4328948781,127.8013757547,2021-03-25
B000008624,해운대여자중학교,중학교,1969-02-25,사립,본교,운영,부산광역시 해운대구 우동 산104-4,부산광역시 해운대구 우동1로85번길 25,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.1680514295,129.1535665307,2021-03-25
B000010322,수지중학교,중학교,1952-04-03,공립,본교,운영,전라북도 남원시 수지면 산정리 584-10,전라북도 남원시 수지면 고주로 531-9,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2020-09-22,35.3347229982,127.3638548585,2021-03-25
B000008430,동국대학교사범대학부속여자중학교,중학교,1930-06-20,사립,본교,운영,서울특별시 광진구 구의동 238-1,서울특별시 광진구 광나루로36길 47,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.5419293578,127.0869730616,2021-03-25
B000007444,내서초등학교,초등학교,1923-11-01,공립,본교,운영,경상남도 창원시 마산회원구 두척동 550-1,경상남도 창원시 마산회원구 북성로 480,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2381930635,128.5454459184,2021-03-25
B000008940,대촌중학교,중학교,1970-03-21,공립,본교,운영,광주광역시 남구 지석동 268-2,광주광역시 남구 고싸움로164번길 28,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.0849816602,126.8329353387,2021-03-25
B000012175,신정고등학교,고등학교,2009-05-04,공립,본교,운영,부산광역시 기장군 정관읍 용수리 1357,부산광역시 기장군 정관읍 정관3로 14,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.3282600078,129.1667905114,2021-03-25
B000011801,서울공연예술고등학교,고등학교,1966-10-02,사립,본교,운영,서울특별시 구로구 궁동 147-1,서울특별시 구로구 오리로22나길 16-26,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4999306587,126.8326086914,2021-03-25
B000013536,충남고등학교,고등학교,1962-03-03,공립,본교,운영,대전광역시 서구 둔산동 1513,대전광역시 서구 문정로 171,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3499795050,127.3942721554,2021-03-25
B000004040,당정초등학교,초등학교,2003-04-21,공립,본교,운영,경기도 군포시 당정동 972-1,경기도 군포시 고산로151번길 26-24,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-22,37.3465710448,126.9547784,2021-03-25
B000012864,충주여자고등학교,고등학교,1942-04-26,공립,본교,운영,충청북도 충주시 용산동 2060,충청북도 충주시 형설로 77,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-22,36.9609361105,127.9381598394,2021-03-25
B000003645,상촌초등학교,초등학교,1998-12-01,공립,본교,운영,경기도 수원시 권선구 금곡동 699,경기도 수원시 권선구 금곡로31번길 92,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2020-09-22,37.2732064165,126.9353318514,2021-03-25
B000005893,시량초등학교,초등학교,1966-03-16,공립,본교,운영,충청남도 예산군 덕산면 시량리 223,충청남도 예산군 덕산면 덕산온천로 91,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6857530085,126.6431427500,2021-03-25
B000011286,위미중학교,중학교,1971-03-05,공립,본교,운영,제주특별자치도 서귀포시 남원읍 위미리 2065-1,제주특별자치도 서귀포시 남원읍 위미상원북로 34,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.2804971663,126.6635449375,2021-03-25
B000006648,회천서초등학교,초등학교,1947-02-24,공립,본교,운영,전라남도 보성군 회천면 회령리 514,전라남도 보성군 회천면 시장길 12,8490000,전라남도교육청,8601000,전라남도보성교육지원청,2013-11-29,2020-09-22,34.6711070163,127.0629865575,2021-03-25
B000011199,해성중학교,중학교,1953-04-02,사립,본교,운영,경상남도 남해군 남면 평산리 271,경상남도 남해군 남면 남면로1835번길 8-4,9010000,경상남도교육청,9171000,경상남도남해교육지원청,2013-11-29,2020-09-22,34.7735764364,127.8602781824,2021-03-25
B000012186,협성고등학교,고등학교,1955-03-24,사립,본교,운영,대구광역시 남구 봉덕동 1322-3,대구광역시 남구 효성로 33,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8347973593,128.5985815708,2021-03-25
B000005090,내성초등학교,초등학교,1969-03-01,공립,본교,운영,강원도 영월군 영월읍 영흥리 789-1,강원도 영월군 영월읍 내성안길 9,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1901348452,128.4751137030,2021-03-25
B000005619,청파초등학교,초등학교,1963-10-10,공립,본교,운영,충청남도 보령시 신흑동 835,충청남도 보령시 대천항로 235,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2013-11-29,2020-09-22,36.3180466682,126.5115176,2021-03-25
B000009795,현북중학교,중학교,1967-10-28,공립,본교,운영,강원도 양양군 현북면 상광정리 556-2,강원도 양양군 현북면 송이로 254,7800000,강원도교육청,7862000,강원도속초양양교육지원청,2013-11-29,2020-09-22,38.0147000526,128.6939467087,2021-03-25
B000004171,화성금곡초등학교,초등학교,2007-02-01,공립,본교,운영,경기도 화성시 반송동 78,경기도 화성시 동탄문화센터로 13,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2013-11-29,2020-09-22,37.1986340678,127.0662174650,2021-03-25
B000005858,서해삼육초등학교,초등학교,1955-05-01,사립,본교,운영,충청남도 홍성군 광천읍 광천리 165,충청남도 홍성군 광천읍 홍남로705번길 23,8140000,충청남도교육청,8261000,충청남도홍성교육지원청,2013-11-29,2020-09-22,36.5066228259,126.6269267058,2021-03-25
B000007473,사화초등학교,초등학교,1946-05-09,공립,본교,운영,경상남도 창원시 의창구 팔용동 75,경상남도 창원시 의창구 반계로80번길 7,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.2522723208,128.6172750813,2021-03-25
