시군명,시설구분명,시설명,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도
부천시,체육도장업,파인태권도장,경기도 부천시 원종동 244-7번지 2층호,"경기도 부천시 소사로862번길 89, 2층 (원종동)",37.528896,126.8069381
부천시,체육도장업,부천신중동유도관,경기도 부천시 약대동 169-86번지,"경기도 부천시 도약로 213, 지하1층 (약대동)",37.5105633,126.7732698
부천시,체육도장업,독수리체육관,경기도 부천시 원종동 262-2번지 3층,"경기도 부천시 소사로 816  (원종동,3층)",37.5289289,126.8050713
부천시,체육도장업,박사경희대태권도교육관,경기도 부천시 상동 536-6번지 501반 ,"경기도 부천시 송내대로265번길 53, 501호 (상동, 보람씨티프라자)",37.50725723,126.7556931
부천시,체육도장업,경희대 펀 태권도,경기도 부천시 송내동 368번지 부천스포츠센터 ,"경기도 부천시 중동로71번길 43, 부천스포츠센터 (송내동)",37.4857109,126.7627176
부천시,체육도장업,부곡체육관,경기도 부천시 중동 1203-7번지 ,경기도 부천시 심중로114번길 35 (중동),37.4929829,126.7722154
부천시,체육도장업,코리아체육관,경기도 부천시 원미동 157-16번지 4층호,"경기도 부천시 원미로124번길 33-26,  4층호 (원미동)",37.4945358,126.7933
부천시,체육도장업,탑 태권도장,경기도 부천시 괴안동 119-9번지,"경기도 부천시 부광로 40, 201호 (괴안동, 노블하우스)",37.4812364,126.8142418
부천시,체육도장업,코리아태권도,경기도 부천시 괴안동 40-5번지,경기도 부천시 범안로 14  (괴안동),37.4800423,126.8057655
부천시,체육도장업,상지올림픽체육관,경기도 부천시 중동 735-9번지,경기도 부천시 석천로78번길 55 (중동),37.4940389,126.7641044
부천시,체육도장업,한빛체육관,경기도 부천시 원종동 209-4번지,경기도 부천시 소사로775번길 53  (원종동),37.5251212,126.8018233
부천시,체육도장업,GMTA 태권도체육관,경기도 부천시 범박동 155-1번지 현대홈타운3단지상가 304호,"경기도 부천시 범안로95번길 16, 304호 (범박동)",37.4725446,126.8103749
부천시,체육도장업,하나체육관,경기도 부천시 심곡동 345-10번지,경기도 부천시 부일로391번길 37  (심곡동),37.4887873,126.7738
부천시,체육도장업,도당체육관,경기도 부천시 도당동 108번지 3층호,"경기도 부천시 삼작로 270, 3층 (도당동)",37.5199224,126.7914304
부천시,체육도장업,베스트체대입시,경기도 부천시 범박동 44-16번지,경기도 부천시 범안로 133  (범박동),37.4696778,126.8093762
부천시,체육도장업,우성태권도체육관,경기도 부천시 원종동 292-18번지,경기도 부천시 원종로93번길 27  (원종동),37.5251441,126.8101606
부천시,체육도장업,용인대 석사 한별태권도장,경기도 부천시 역곡동 108-5 2층 ,"경기도 부천시 부일로763번길 47, 2층 (역곡동)",37.48867987,126.8130739
부천시,체육도장업,우리아이 태권도,경기도 부천시 고강동 377-30번지 3층,"경기도 부천시 역곡로482번길 47 (고강동,3층)",37.5267343,126.8185733
부천시,체육도장업,중흥다윗태권도장,경기도 부천시 중동 1052-2번지 402호,"경기도 부천시 계남로 208, 402호 (중동)",37.5068398,126.772071
부천시,체육도장업,SP복싱무브먼트,경기도 부천시 중동 1158-6번지 씨티원프라자 302호,"경기도 부천시 석천로184번길 28, 302호 (중동)",37.5034009,126.7644365
부천시,체육도장업,정글인유아스포츠단,경기도 부천시 중동 1031-3번지 6층호,"경기도 부천시 길주로 183,  6층호 (중동)",37.5051998,126.7629153
부천시,체육도장업,대한검도검무관,경기도 부천시 삼정동 294-11번지,경기도 부천시 중동로 409  (삼정동),37.5163407,126.7697456
부천시,체육도장업,참 태권도장,경기도 부천시 상동 559-3번지 세종프라자 401호 ,"경기도 부천시 조마루로 105, 401호 (상동, 세종프라자)",37.50031897,126.755388
부천시,체육도장업,한양태권도체육관,경기도 부천시 송내동 609-10번지 ,경기도 부천시 성주로 125-1 (송내동),37.4796265,126.7703571
부천시,체육도장업,인하코리아태권도장,경기도 부천시 오정동 582-3번지 2층 ,경기도 부천시 부천로464번길 43 (오정동),37.5255881,126.7856563
부천시,체육도장업,부일체육관,경기도 부천시 원미동 1-3번지,경기도 부천시 원미로 196 (원미동),37.4998427,126.7932965
부천시,체육도장업,기검체육관,경기도 부천시 소사본동 161-20번지,경기도 부천시 은성로 39-1  (소사본동),37.4752667,126.7951061
부천시,체육도장업,왕호태권도장,경기도 부천시 상동 397번지 211반 반달마을호,"경기도 부천시 상일로 69, 상가동 211호 (상동, 반달마을)",37.49267615,126.7499968
부천시,체육도장업,베스트 체대입시,경기도 부천시 소사본동 75-3번지,경기도 부천시 경인옛로 27  (소사본동),37.4809066,126.7948757
부천시,체육도장업,세종태권도체육관,경기도 부천시 심곡동 427-24번지,경기도 부천시 장말로 345  (심곡동),37.4905928,126.7803528
부천시,체육도장업,부천 라온태권도,경기도 부천시 삼정동 318-10번지 2층호,"경기도 부천시 수도로 65, 2층 (삼정동)",37.5144555,126.7732691
부천시,체육도장업,화랑태권도장,경기도 부천시 원종동 211-4번지,경기도 부천시 원종로23번길 11  (원종동),37.5244012,126.8023004
부천시,체육도장업,삼손태권도,경기도 부천시 심곡본동 678-13 ,"경기도 부천시 경인로234번길 41, 3층 (심곡본동)",37.48133476,126.781404
부천시,체육도장업,경희대대한태권도장,경기도 부천시 원미동 151-1번지 207호,"경기도 부천시 원미로144번길 45, 207호 (원미동, 두산아파트)",37.49517685,126.794022
부천시,체육도장업,행복한 동행 정진태권도장,경기도 부천시 고강동 377-30번지,"경기도 부천시 역곡로482번길 47, 3층 (고강동)",37.5267343,126.8185733
부천시,체육도장업,경희태권도,경기도 부천시 중동 1134-2번지 404호,"경기도 부천시 조마루로285번길 50, 404호 (중동)",37.49962,126.7752484
부천시,체육도장업,경희대 최강 태권도장,경기도 부천시 상동 393 201~202 ,"경기도 부천시 부흥로 100-1, 201~202호 (상동)",37.49630375,126.7533974
부천시,체육도장업,경희대석사 슈퍼키즈 태권도장,경기도 부천시 옥길동 739-1번지 제이드카운티 2단지,"경기도 부천시 양지로 234-9, 2층 (옥길동, 제이드카운티 2단지)",37.4649574,126.8272366
부천시,체육도장업,부천태권도체육관,경기도 부천시 중동 1028-1번지 4층,"경기도 부천시 계남로 127, 4층 (중동)",37.5084525,126.7629615
부천시,체육도장업,피에스(PS)복싱클럽,경기도 부천시 상동 329-5번지 ,"경기도 부천시 석천로2번길 83, 4층 (상동)",37.48706557,126.7642397
부천시,체육도장업,웅무용인대태권도장,경기도 부천시 약대동 165-2번지,경기도 부천시 중동로364번길 42  (약대동),37.5125343,126.7721892
부천시,체육도장업,용인대신학유도관,경기도 부천시 원종동 138-32번지 3층,"경기도 부천시 원종로9번길 59, 3층 (원종동)",37.52648,126.8008241
부천시,체육도장업,경희대 참 태권도장,경기도 부천시 역곡동 202-1번지 대림(아) 상가 201호,"경기도 부천시 지봉로143번길 5, 상가동 201호 (역곡동, 대림아파트)",37.4897594,126.8139943
부천시,체육도장업,153태권도장,경기도 부천시 심곡동 181-12번지,"경기도 부천시 부흥로 407, 3층 (심곡동)",37.4896212,126.785964
부천시,체육도장업,아이언복싱클럽,경기도 부천시 원종동 222번지,경기도 부천시 원종로 30  (원종동),37.5237904,126.8033541
부천시,체육도장업,경희체육관,경기도 부천시 오정동 612번지,경기도 부천시 상오정로 24  (오정동),37.5238145,126.7863854
부천시,체육도장업,장무진머슬짐,경기도 부천시 원종동 212-23번지,경기도 부천시 원종로 24  (원종동),37.5238698,126.802381
부천시,체육도장업,고수회하람태권도장,경기도 부천시 중동 1145-2번지 네이버시티빌딩 504호,"경기도 부천시 중동로248번길 52, 504호 (중동)",37.5011176,126.7715797
부천시,체육도장업,평화태권도,경기도 부천시 중동 1289번지 중동팰리스카운티 아이파크상가 508호,"경기도 부천시 중동로 100, 508호 (중동, 아이파크상가)",37.4898473,126.7675778
부천시,체육도장업,건무관(태권도),경기도 부천시 송내동 370번지,경기도 부천시 중동로 71  (송내동),37.4861822,126.7640729
부천시,체육도장업,금메달체육도장,경기도 부천시 심곡본동 566-1번지 2층,,37.4769266,126.7813542
부천시,체육도장업,진영체육관,경기도 부천시 소사본동 190-5번지,경기도 부천시 호현로387번길 27  (소사본동),37.4721511,126.7910225
부천시,체육도장업,팀태권도&스포츠,경기도 부천시 삼정동 294-1 401호 ,"경기도 부천시 중동로 417 (삼정동,401호)",37.5172007,126.7698575
부천시,체육도장업,건우태권도체육관,경기도 부천시 고강동 307번지 2층,,37.5255898,126.8127388
부천시,체육도장업,부천유도체육관,경기도 부천시 괴안동 109-3 ,"경기도 부천시 경인로 490, 3층 (괴안동)",37.48326281,126.8099904
부천시,체육도장업,경희대석사 샛별태권도,경기도 부천시 오정동 200-1번지 썬프라자 302호,"경기도 부천시 오정로 247, 302호 (오정동, 썬프라자)",37.5295068,126.7852942
부천시,체육도장업,대망태권도체육관,경기도 부천시 원종동 265-3번지,경기도 부천시 소사로794번길 27  (원종동),37.5275344,126.8063194
부천시,체육도장업,용인대 고강 유도 체육관,경기도 부천시 고강동 348-4번지,"경기도 부천시 고리울로8번길 10, 3층 (고강동, 태성빌딩)",37.527425,126.8166597
부천시,체육도장업,선인체육관,경기도 부천시 원종동 366-2번지,경기도 부천시 삼작로410번길 4 (원종동),37.5196159,126.8070189
부천시,체육도장업,백호태권도,경기도 부천시 상동 536-213번지 월드컵타운 503호,"경기도 부천시 송내대로265번길 67 503호 (상동,월드컵타운)",37.5071741,126.7547433
부천시,체육도장업,원미금강태권도,"경기도 부천시 원미동 114-1번지 풍림@단지내 상가2층 204,205호","경기도 부천시 원미로 98, 단지내상가동 2층 204,502호 (원미동, 풍림아파트)",37.4913971,126.7914656
부천시,체육도장업,연세 엘리트 태권스쿨,경기도 부천시 심곡동 37-37번지 2층,"경기도 부천시 부천로147번길 24  (심곡동,2층)",37.497592,126.7843804
부천시,체육도장업,JS 복싱휘트니스클럽,경기도 부천시 심곡동 168-5번지,"경기도 부천시 부천로 24, 2층 (심곡동)",37.4862648,126.783441
부천시,체육도장업,원미태권도체육관,경기도 부천시 원미동 173-5번지,경기도 부천시 원미로97번길 31  (원미동),37.4913202,126.7888199
부천시,체육도장업,용인대신성태권도장,경기도 부천시 심곡본동 649번지 4층,"경기도 부천시 성주로243번길 43  (심곡본동,4층)",37.4802652,126.779185
부천시,체육도장업,경희대태권도,경기도 부천시 중동 1182 상가 301~2호,"경기도 부천시 조마루로 246, 상가 301~302호 (중동)",37.49791898,126.7710069
부천시,체육도장업,중동정도태권도장,경기도 부천시 중동 1173-1번지 보람마을 동남아파트 상가동 301~2호,"경기도 부천시 석천로 107, 상가동 301~302호 (중동, 보람마을 동남아파트)",37.4974288,126.7607124
부천시,체육도장업,경희대 최강태권도,경기도 부천시 중동 1027-2번지 101호,"경기도 부천시 도약로 112,  101호 (중동)",37.5109278,126.7617999
부천시,체육도장업,용인대석천태권도,경기도 부천시 상동 523-3번지 외 2필지 403호 ,"경기도 부천시 도약로 25, 403호 (상동)",37.51272662,126.7516032
부천시,체육도장업,꿈나무태권도장,경기도 부천시 범박동 152-2번지 현대홈타운제상가동3층301호,"경기도 부천시 범안로 118  (범박동,현대홈타운제상가동3층301호)",37.4712086,126.8088748
부천시,체육도장업,김진호복싱,경기도 부천시 중동 1162-9번지 새롬프라자,"경기도 부천시 석천로169번길 30, 303호 (중동)",37.502926,126.7612714
부천시,체육도장업,라온태권도,경기도 부천시 약대동 165-2번지 2층,"경기도 부천시 중동로364번길 42, 2층 (약대동)",37.5125343,126.7721892
부천시,체육도장업,한양대유신태권도체육관,경기도 부천시 도당동 116-14번지 3층,"경기도 부천시 삼작로 287, 3층 (도당동)",37.5202321,126.7933186
부천시,체육도장업,한울효 태권도장,경기도 부천시 원종동 141-4 ,"경기도 부천시 성오로117번길 14, 3층 (원종동)",37.52418241,126.7989984
부천시,체육도장업,제1체육관,경기도 부천시 상동 408-3번지,경기도 부천시 부일로191번길 26  (상동),37.489679,126.7514995
부천시,체육도장업,한가람태권도장,경기도 부천시 상동 523-8번지 에이스프라자 402호,"경기도 부천시 도약로 29, 402호 (상동, 에이스프라자)",37.5125933,126.7524971
부천시,체육도장업,용인대 금메달 브레인 태권도장,경기도 부천시 옥길동 777-1 ,"경기도 부천시 범안로 221, 헤리움타운 207호 (옥길동)",37.46264688,126.8127467
부천시,체육도장업,얄린태권도체육관,경기도 부천시 중동 1101번지 연화마을 상가 3층,,37.4976205,126.780298
부천시,체육도장업,Team5유도교실,경기도 부천시 중동 1146-4번지 무광프라자 302호,"경기도 부천시 중동로248번길 55, 302호 (중동, 무광프라자)",37.5015413,126.7717141
부천시,체육도장업,예전태권도체육관,경기도 부천시 고강동 416-11번지,경기도 부천시 역곡로482번길 163-3  (고강동),37.524707,126.8244042
부천시,체육도장업,고려대슈퍼아이태권도장,경기도 부천시 중동 3-77번지 ,"경기도 부천시 신흥로 285, 지하1층 일부호 (중동, 나성빌딩)",37.5089258,126.7744963
부천시,체육도장업,대학태권도체육관,경기도 부천시 송내동 588-3번지,경기도 부천시 경인로134번길 52  (송내동),37.4816797,126.7697968
부천시,체육도장업,정도태권도장,경기도 부천시 원종동 214-6번지,경기도 부천시 성오로102번길 34  (원종동),37.5225904,126.8023731
부천시,체육도장업,캡틴 코리아 태권도장,경기도 부천시 옥길동 726-1번지 ,"경기도 부천시 옥길로 123, 6층 (옥길동, 센타프라자)",37.4678785,126.8224595
부천시,체육도장업,영웅체육관,경기도 부천시 소사본동 230번지,경기도 부천시 소사로 146 (소사본동),37.4712135,126.7957956
부천시,체육도장업,혜성합기도 체육관,경기도 부천시 역곡동 67-7번지 ,"경기도 부천시 역곡로 49, 3층 301호 (역곡동)",37.48931978,126.8095404
부천시,체육도장업,숭무관,경기도 부천시 원종동 138-32 ,"경기도 부천시 원종로9번길 59, 4층 (원종동)",37.52668126,126.8008763
부천시,체육도장업,부천 캡틴코리아 태권도장,경기도 부천시 옥길동 726-1번지 센타프라자 ,"경기도 부천시 옥길로 123, 센타프라자 6층 (옥길동)",37.4679055,126.8224368
부천시,체육도장업,용인대 석사 해솔태권도장,경기도 부천시 상동 397번지 ,"경기도 부천시 상일로 69, 2층 202,203,204호 (상동)",37.49267615,126.7499968
부천시,체육도장업,신화합기도,경기도 부천시 원미동 83-9번지 ,"경기도 부천시 조마루로412번길 44, 2층 (원미동)",37.49553731,126.7890228
부천시,체육도장업,고강체육관,경기도 부천시 고강동 318번지 ,"경기도 부천시 고강로92번길 41, 5동 2층 (고강동)",37.52839468,126.8144626
부천시,체육도장업,히트앤핏,경기도 부천시 상동 536-2번지 월드컵타운 ,"경기도 부천시 송내대로265번길 67, 월드컵타운 303호 (상동)",37.50724668,126.7549177
부천시,체육도장업,으뜸합기도체육관,경기도 부천시 소사본동 195번지 대원빌딩 ,"경기도 부천시 은성로 62, 대원빌딩 2,3층 (소사본동)",37.47500991,126.7976279
부천시,체육도장업,합기도 진중관,경기도 부천시 심곡동 308-21번지 부영빌딩 ,"경기도 부천시 장말로 279, 부영빌딩 2층 (심곡동)",37.49173929,126.7730466
부천시,체육도장업,서무체육관,경기도 부천시 상동 394번지 ,"경기도 부천시 부흥로 102-1, 상가동 201호 (상동)",37.49637027,126.7539398
부천시,체육도장업,진(JIN)복싱다이어트,경기도 부천시 중동 713-9번지 5층호,"경기도 부천시 부흥로 224, 5층 (중동, 신한은행)",37.49553401,126.7672177
부천시,체육도장업,용인대 NO.1 태권도장,경기도 부천시 옥길동 777-2 ,"경기도 부천시 범안로 231-15, 6층 601호 (옥길동)",37.46243241,126.8130653
부천시,체육도장업,용인대하이유도관,경기도 부천시 중동 1134-1번지 상지프라자 ,"경기도 부천시 조마루로285번길 60, 상지프라자 4층 405호 (중동)",37.49998027,126.7751342
부천시,체육도장업,GP주짓수멀티짐,경기도 부천시 중동 1056 제일프라자 ,"경기도 부천시 길주로 243, 제일프라자 3층 303호 (중동)",37.50443589,126.7695745
부천시,체육도장업,명지대 검도교육관,경기도 부천시 심곡본동 711 ,"경기도 부천시 성주로 228, 3층 (심곡본동)",37.47875753,126.7815078
부천시,체육도장업,화랑합기도,경기도 부천시 원종동 232-3 ,"경기도 부천시 소사로 792, 3층 (원종동)",37.52681519,126.8052436
부천시,체육도장업,관우체육관,경기도 부천시 심곡본동 583-6번지 ,"경기도 부천시 심곡로 50, 2층 (심곡본동)",37.47957262,126.7750492
부천시,체육도장업,안래기 복싱클럽,경기도 부천시 괴안동 155-8 괴안동 세경프라자 ,"경기도 부천시 범안로 60, 괴안동 세경프라자 (괴안동)",37.47638177,126.8078143
부천시,체육도장업,김지호 복싱 다이어트,경기도 부천시 춘의동 122-1번지 4층,"경기도 부천시 부천로 235, 4층 (춘의동, 형제빌딩)",37.5049836,126.7862702
부천시,체육도장업,경희대 올림픽 태권도장,경기도 부천시 소사본동 409-6번지 504호,"경기도 부천시 소사동로72번길 17, 504호 (소사본동, 아크리아Ⅲ)",37.4724608,126.8033549
부천시,체육도장업,삼손복싱체육관,경기도 부천시 송내동 709-5번지 5층,"경기도 부천시 송내대로 33  (송내동,5층)",37.486402,126.7527429
부천시,체육도장업,한양대 왕호 태권도장,경기도 부천시 소사본동 149-37번지,경기도 부천시 소사로201번길 54 (소사본동),37.4763433,126.7924916
부천시,체육도장업,용인대신라태권스쿨,경기도 부천시 원미동 109-17번지 3층일부,"경기도 부천시 조종로 13, 3(일부)층 (원미동)",37.49337,126.786349
부천시,체육도장업,경희대HERO's태권도교육관,경기도 부천시 여월동 335번지 두오프라자 201호,"경기도 부천시 여월로 70, 201호 (여월동, 두오파크프라자)",37.5112898,126.8064638
부천시,체육도장업,한국 꿈나무 태권도,경기도 부천시 상동 329-12번지 형제빌딩,"경기도 부천시 중동로85번길 7, 2층 (상동)",37.4874266,126.7646004
부천시,체육도장업,경희베스트체대,경기도 부천시 심곡동 155-1번지 지하,"경기도 부천시 부흥로 404, 지하층 (심곡동)",37.4895926,126.7851048
부천시,체육도장업,원미정도태권도장,경기도 부천시 원미동 2-2번지 2층 ,"경기도 부천시 원미로 176, 2층 (원미동)",37.4981745,126.7925774
부천시,체육도장업,용인대석사한가림태권도장,경기도 부천시 중동 1181번지 미리내마을 동성상가 302호,"경기도 부천시 조마루로 233, 동성상가동 302호 (중동, 미리내마을)",37.4990146,126.7697203
부천시,체육도장업,태비 바른아이 태권도장,경기도 부천시 여월동 5-20번지 301호 ,"경기도 부천시 성곡로 65, 301호 (여월동)",37.5191223,126.7975749
부천시,체육도장업,신한체육관,경기도 부천시 약대동 83-1번지 ,"경기도 부천시 평천로696번길 5, 2층 (약대동)",37.5147066,126.7680766
부천시,체육도장업,부부 우리 태권도장,경기도 부천시 고강동 310-24번지 조광프라자 ,"경기도 부천시 고강로72번길 49, 조광프라자 (고강동)",37.527508,126.8121569
부천시,체육도장업,강석태권도전문교육관,경기도 부천시 범박동 151-2번지 현대힐스테이트5단지 상가동 302호,"경기도 부천시 범안로 130-21, 상가동 302호 (범박동, 현대홈타운)",37.4689905,126.8078519
부천시,체육도장업,튼튼체육관,경기도 부천시 역곡동 18-11번지,경기도 부천시 부일로 631 (역곡동),37.4839254,126.8003283
부천시,체육도장업,동남체육관,경기도 부천시 중동 11-2블럭호,,37.5111475,126.7679973
부천시,체육도장업,GLH태권도장 3관,"경기도 부천시 중동 1182번지 그린타운 상가동 301,302호","경기도 부천시 조마루로 246, 301, 302호 (중동, 우성상가)",37.4974282,126.769386
부천시,체육도장업,금성체육관,경기도 부천시 심곡본동 675번지 4층,"경기도 부천시 성주로 267 (심곡본동,4층)",37.4822075,126.7819379
부천시,체육도장업,빅터 아카데미 주짓수,경기도 부천시 원미동 77-2 새마을금고부천지점 ,"경기도 부천시 원미로143번길 9, 3층 (원미동)",37.49532774,126.7910214
부천시,체육도장업,신흥태권도장,경기도 부천시 춘의동 127번지 2층,"경기도 부천시 옥산로138번길 30, 2층 (춘의동, 광성아파트)",37.50548,126.781858
부천시,체육도장업,승리태권도장,경기도 부천시 상동 445 ,"경기도 부천시 장말로 138, 꿈동산 상가동 2층 (상동)",37.49362512,126.7574286
부천시,체육도장업,고려대태권도전문도장,경기도 부천시 상동 536-1번지 703반,경기도 부천시 송내대로265번길 73  (상동),37.5072006,126.7544944
부천시,체육도장업,부천한양유도체육관,경기도 부천시 소사본동 216번지,경기도 부천시 소사로 158  (소사본동),37.4722675,126.7956909
부천시,체육도장업,다윗태권스쿨,경기도 부천시 심곡동 125-15번지 4층,"경기도 부천시 원미로 22, 4층 (심곡동)",37.4844823,126.789156
부천시,체육도장업,삼부태권도장,경기도 부천시 심곡동 437-19번지,경기도 부천시 부흥로352번길 16 (심곡동),37.4923686,126.7807998
부천시,체육도장업,용인대유대태권도체육관,경기도 부천시 중동 707-2번지,경기도 부천시 부흥로 198 (중동),37.4957605,126.7644382
부천시,체육도장업,용인대타이곤태권도장,경기도 부천시 상동 536-0001번지 보람프라자 7층 703호,"경기도 부천시 송내대로265번길 73 7층 703호 (상동,보람플라자)",37.5072006,126.7544944
부천시,체육도장업,나토얀태권도,경기도 부천시 원종동 134-7번지,경기도 부천시 소사로793번길 22  (원종동),37.5267553,126.8037421
부천시,체육도장업,도계수련원,경기도 부천시 원종동 375-9 ,"경기도 부천시 소사로699번길 8, 2층 (원종동)",37.51867122,126.8044251
부천시,체육도장업,키즈펀태권도,경기도 부천시 송내동 369번지 302호,경기도 부천시 경인로53번길 42 (송내동),37.4853486,126.761769
부천시,체육도장업,용인대태풍태권도장,경기도 부천시 상동 395 반달마을 상가동 3층304호 ,"경기도 부천시 장말로 96, 304호 (상동, 반달마을 상가동)",37.49391147,126.7528104
부천시,체육도장업,고려대태권스쿨,경기도 부천시 심곡동 153-10번지 2층,"경기도 부천시 부천로66번길 57, 2층 (심곡동)",37.4883424,126.7862956
부천시,체육도장업,용인대 국가대표 부부 태권도장,경기도 부천시 도당동 116-15번지,"경기도 부천시 삼작로 289, 3층 (도당동)",37.5202326,126.793624
부천시,체육도장업,한국체대 다윗태권도,경기도 부천시 고강동 380-3번지 3층,"경기도 부천시 역곡로504번길 56  (고강동,3층)",37.5289787,126.819156
부천시,체육도장업,태극태권도장,경기도 부천시 상동 535-1번지 503반,경기도 부천시 송내대로265번길 85  (상동),37.5072623,126.7538608
부천시,체육도장업,웅비체육관,경기도 부천시 심곡동 377-12번지 ,경기도 부천시 장말로352번길 37 (심곡동),37.48867445,126.7807203
부천시,체육도장업,경희대태권도장,경기도 부천시 옥길동 744-2번지 6층 ,"경기도 부천시 옥길로 110-19, 6층 (옥길동, ES타워)",37.4666118,126.8234985
부천시,체육도장업,명문 태권도장,경기도 부천시 송내동 454-11번지 ,경기도 부천시 성주로 109 (송내동),37.4796497,126.7684351
부천시,체육도장업,충무체육도장,경기도 부천시 상동 318-4번지,경기도 부천시 부일로297번길 3  (상동),37.4884864,126.7629349
부천시,체육도장업,동광신태권도체육관,경기도 부천시 심곡동 150-3번지,경기도 부천시 부천로36번길 31  (심곡동),37.4872065,126.7859597
부천시,체육도장업,부천용인대유도체육관,경기도 부천시 심곡동 106-5번지 지층호,"경기도 부천시 부천로 79, 지층호 (심곡동, 세상빌딩)",37.4913475,126.7840481
부천시,체육도장업,한체대상일태권스쿨,경기도 부천시 상동 231-35번지 2층 ,"경기도 부천시 석천로60번길 17, 2층 (상동)",37.4924858,126.7624358
부천시,체육도장업,경희대석사백마체육관,경기도 부천시 원종동 237-15 3층 ,"경기도 부천시 고강로40번길 58 (원종동,3층)",37.52791654,126.808606
부천시,체육도장업,엘리트 합기도,경기도 부천시 옥길동 726-4번지 상림프라자 ,"경기도 부천시 옥길로 113, 상림프라자 602~603호 (옥길동)",37.46718419,126.8220995
부천시,체육도장업,포올(For all),경기도 부천시 중동 1033-3번지 굿모닝프라자 315~316호,"경기도 부천시 길주로 199, 315~316호 (중동, 굿모닝프라자)",37.5049778,126.7644994
부천시,체육도장업,경희대열정태권도,경기도 부천시 도당동 67-28번지,"경기도 부천시 삼작로256번길 61, 3층 (도당동)",37.5173159,126.7899673
부천시,체육도장업,성산태권도장,경기도 부천시 도당동 130-2번지,경기도 부천시 삼작로302번길 12  (도당동),37.5195322,126.7949382
부천시,체육도장업,트라이스톤GYM,경기도 부천시 심곡동 177-9번지,경기도 부천시 부일로 473 (심곡동),37.4860381,126.7826615
부천시,체육도장업,부천태권도장,경기도 부천시 중동 1028-1번지 302호 ,"경기도 부천시 계남로 127, 302호 (중동)",37.50845252,126.7629615
부천시,체육도장업,화랑K 태권도장,경기도 부천시 소사본동 244-66 동문밀리언상가 ,"경기도 부천시 소안로 10, 동문밀리언상가 1층 (소사본동)",37.47571131,126.8011026
부천시,체육도장업,용인대 TOP 복싱,경기도 부천시 원종동 224-1번지 장우빌딩 3층,"경기도 부천시 소사로 745, 3층 (원종동, 장우빌딩)",37.5224767,126.8044322
부천시,체육도장업,경희대번개태권도,경기도 부천시 범박동 151-2번지 현대홈타운 5단지 상가 302호,"경기도 부천시 범안로 130-21 상가 302호 (범박동,부천범박힐스테이트5단지아파트)",37.4689905,126.8078519
부천시,체육도장업,대한검도 소사관,경기도 부천시 옥길동 744-3 ,"경기도 부천시 옥길로 110-11, 801~2호 (옥길동)",37.46647479,126.8231831
부천시,체육도장업,명성체육관,경기도 부천시 중동 1027-2번지 101호,"경기도 부천시 도약로 112,  101호 (중동)",37.5109278,126.7617999
부천시,체육도장업,경희대금성체육관,경기도 부천시 소사본동 203-19번지 2층,경기도 부천시 소사로 162 (소사본동),37.472601,126.7957691
부천시,체육도장업,휘트니스체육관,경기도 부천시 중동 1144-4번지 502반,경기도 부천시 중동로248번길 86  (중동),37.500869,126.7734691
부천시,체육도장업,수주태권도체육관,경기도 부천시 고강동 311-8번지 수주태권도 ,"경기도 부천시 성지로102번길 33, 수주태권도 (고강동)",37.5282301,126.8129923
부천시,체육도장업,홍익태권도,경기도 부천시 송내동 587-3번지 ,경기도 부천시 경인로134번길 34 (송내동),37.4824815,126.7697943
부천시,체육도장업,용인대 큰나라 태권도,경기도 부천시 중동 1052-3번지 지층1호,"경기도 부천시 계남로 202, 지층1호 (중동)",37.5069814,126.7707699
부천시,체육도장업,튼튼아이태권도,"경기도 부천시 원미동 114-1번지 풍림아파트상가 204~7, 215~6호","경기도 부천시 원미로 100, 204~7, 2015~6호 (원미동, 풍림아파트상가)",37.4913971,126.7914656
부천시,체육도장업,"에스알체육관(유도,격투기)",경기도 부천시 오정동 114-22번지 4층,"경기도 부천시 오정로252번길 76  (오정동,4층)",37.5284797,126.7902637
부천시,체육도장업,푸른합기도,경기도 부천시 옥길동 504-4 ,"경기도 부천시 연동로 166, 2층 (옥길동)",37.47590428,126.8234147
부천시,체육도장업,팀 루타도 MMA,경기도 부천시 옥길동 745-7 지음프라자 ,"경기도 부천시 양지로 208, 지음프라자 406호 (옥길동)",37.46726365,126.8240015
부천시,체육도장업,GP주짓수멀티짐,경기도 부천시 중동 1056 제일프라자 ,"경기도 부천시 길주로 243, 제일프라자 303호 (중동)",37.50443589,126.7695745
부천시,체육도장업,거인체육관 역곡관,경기도 부천시 역곡동 411번지 동부센트레빌3단지아파트 ,"경기도 부천시 안곡로279번길 42, 지층 1, 2호 (역곡동, 동부센트레빌3단지아파트)",37.49169095,126.8131707
부천시,체육도장업,용인대 준 태권도,경기도 부천시 여월동 335번지 두오파크프라자 ,"경기도 부천시 여월로 70, 두오파크프라자 206호 (여월동)",37.51128989,126.8064638
부천시,체육도장업,아이베스트,경기도 부천시 상동 523-11 늘푸른상가 ,"경기도 부천시 도약로 33, 늘푸른상가 401호 (상동)",37.51261666,126.7531671
부천시,체육도장업,진스태권도장,경기도 부천시 중동 1113번지 위브더스테이트 ,"경기도 부천시 신흥로 150, 위브더스테이트 상가7동 114호 (중동)",37.49709882,126.7783569
