관리번호,노선명,노선번호,기점,종점,총연장,포장도연장 계(단위:㎞),포장도연장 2차선,포장도연장 4차선,포장도연장 6차선,포장도연장 8차선,미개설도연장(단위:㎞)
274,소로1류133호선,시도274호선(상동-상동),상동490,상동490,0.03,0.03,0.03,,,,
275,소로1류134호선,시도275호선(중동-중동),중동1279,중동1279,0.195,0.195,0.195,,,,
276,소로1류135호선,시도276호선(중동-중동),중동1277,중동1277,0.195,0.195,0.195,,,,
277,소로1류136호선,시도277호선(중동-중동),중동1286,중동1286,0.232,0.232,0.232,,,,
278,소로2류1호선,시도278호선(삼정-삼정),삼정동 14-12,삼정동 64-3,0.662,0.662,0.662,,,,
279,소로2류2호선,시도279호선(삼정-삼정),삼정동 17-19,삼정동 60-10,0.7,0,,,,,0.7
280,소로2류3호선,시도280호선(삼정-삼정),삼정동 17-9,삼정동 14-2,0.41,0,,,,,0.41
281,소로2류4호선,시도281호선(삼정-삼정),삼정동 19-16,삼정동 13-5,0.41,0.41,0.41,,,,
282,소로2류5호선,시도282호선(삼정-삼정),삼정동 21-17,삼정동 60-13,0.2,0,,,,,0.2
283,소로2류6호선,시도283호선(삼정-삼정),삼정동 70-2,삼정동 39-12,0.9,0,,,,,0.9
284,소로2류7호선,시도284호선(삼정-삼정),삼정동 22-1,삼정동 48-109,0.216,0,,,,,0.216
285,소로2류8호선,시도285호선(삼정-삼정),삼정동 48-40,삼정동 45-1,0.25,0,,,,,0.25
286,소로2류9호선,시도286호선(삼정-삼정),삼정동 50-3,삼정동 48-40,0.19,0,,,,,0.19
287,소로2류10호선,시도287호선(삼정-삼정),오정동 428-47,삼정동 70-3,0.79,0,,,,,0.79
288,소로2류11호선,시도288호선(삼정-삼정),삼정동 222-22,오정동 428-44,0.19,0,,,,,0.19
289,소로2류12호선,시도289호선(삼정-삼정),삼정동 34-30,삼정동 24-1,0.923,0,,,,,0.923
290,소로2류13호선,시도290호선(삼정-삼정),삼정동 29-7,삼정동 29-7,0.126,0.126,0.126,,,,
291,소로2류14호선,시도291호선(삼정-삼정),삼정동 24-6,삼정동 24-6,0.126,0,,,,,0.126
292,소로2류15호선,시도292호선(삼정-삼정),삼정동 85-5,삼정동 85-1,0.154,0,,,,,0.154
293,소로2류16호선,시도293호선(삼정-삼정),삼정동 74-9,삼정동 88-7,0.286,0,,,,,0.286
294,소로2류17호선,시도294호선(삼정-삼정),삼정동 222-47,삼정동 72-1,0.41,0,,,,,0.41
295,소로2류18호선,시도295호선(오정-오정),오정동 198,오정동 198,0.07,0.07,0.07,,,,
296,소로2류19호선,시도296호선(오정-오정),오정동 197,오정동 197-1,0.265,0.265,0.265,,,,
297,소로2류20호선,시도297호선(오정-오정),오정동 196,오정동 196,0.3,0.3,0.3,,,,
298,소로2류21호선,시도298호선(오정-오정),오정동 176,오정동 224-2,0.517,0.517,0.517,,,,
299,소로2류22호선,시도299호선(오정-오정),오정동 232-3,오정동 245-3,0.127,0,,,,,0.127
300,소로2류23호선,시도300호선(오정-오정),오정동 241-12,오정동 33-5,0.125,0,,,,,0.125
301,소로2류24호선,시도301호선(오정-오정),오정동 104-3,오정동 233-2,0.22,0,,,,,0.22
302,소로2류25호선,시도302호선(오정-오정),오정동 354-4,오정동 381-2,0.14,0,,,,,0.14
303,소로2류26호선,시도303호선(오정-오정),오정동 267-8,오정동 266-4,0.046,0,,,,,0.046
304,소로2류27호선,시도304호선(오정-오정),오정동 181-3,오정동 356-4,0.506,0,,,,,0.506
305,소로2류28호선,시도305호선(오정-오정),오정동 365-3,오정동 360-5,0.169,0,,,,,0.169
306,소로2류29호선,시도306호선(오정-오정),오정동 222-5,오정동 400-5,0.362,0,,,,,0.362
307,소로2류30호선,시도307호선(오정-오정),오정동 364-3,오정동 367-1,0.068,0,,,,,0.068
308,소로2류31호선,시도308호선(오정-오정),오정동 219-1,오정동 229-1,0.206,0,,,,,0.206
309,소로2류32호선,시도309호선(오정-오정),오정동 114-39,오정동 117-14,0.142,0.142,0.142,,,,
310,소로2류33호선,시도310호선(오정-오정),오정동 169,오종동 170,0.38,0.38,0.38,,,,
311,소로2류34호선,시도311호선(오정-오정),오정동 171,오정동 566-10,0.46,0.46,0.46,,,,
312,소로2류35호선,시도312호선(오정-오정),오정동 172,오정동 173,0.328,0.328,0.328,,,,
313,소로2류36호선,시도313호선(오정-오정),오정동 176,오정동 176,0.05,0.05,0.05,,,,
314,소로2류37호선,시도314호선(오정-오정),오정동 176-1,오정동 176-1,0.05,0.05,0.05,,,,
315,소로2류38호선,시도315호선(오정-오정),오정동 176,오정동 176-1,0.72,0.72,0.72,,,,
316,소로2류39호선,시도316호선(오정-오정),오정동 142-1,오정동 142-1,0.084,0.084,0.084,,,,
317,소로2류40호선,시도317호선(오정-오정),원종동 393,오정동 156-2,0.662,0.662,0.662,,,,
318,소로2류41호선,시도318호선(오정-원종),오정동 142-1,원종동 399,0.426,0.426,0.426,,,,
319,소로2류42호선,시도319호선(오정-원종),원종동 401,원종동 401,0.27,0.27,0.27,,,,
320,소로2류43호선,시도320호선(오정-원종),원종동 394,원종동 396,0.32,0.32,0.32,,,,
321,소로2류44호선,시도321호선(원종-오정),원종동 397,오정동 397,0.404,0.404,0.404,,,,
322,소로2류45호선,시도322호선(원종-원종),원종동 403,원종동 403,0.354,0.354,0.354,,,,
323,소로2류46호선,시도323호선(원종-오정),원종동 402,오정동 142-1,0.82,0.82,0.82,,,,
324,소로2류47호선,시도324호선(원종-오정),오정동 1-8,오정동 135-6,0.313,0,,,,,0.313
325,소로2류48호선,시도325호선(원종-원종),원종동 119-14,원종동 463-5,0.345,0.345,0.345,,,,
326,소로2류49호선,시도326호선(원종-원종),원종동 389,원종동 389,0.15,0.15,0.15,,,,
327,소로2류50호선,시도327호선(원종-원종),원종동 397,원종동 390,0.522,0.522,0.522,,,,
328,소로2류51호선,시도328호선(원종-원종),원종동 402,원종동 392,0.7,0.7,0.7,,,,
329,소로2류52호선,시도329호선(원종-원종),원종동 402,원종동 393,0.706,0.706,0.706,,,,
330,소로2류53호선,시도330호선(원종-원종),원종동 408,원종동 408,0.522,0.522,0.522,,,,
331,소로2류54호선,시도331호선(원종-원종),원종동 407,원종동 411,0.276,0.276,0.276,,,,
332,소로2류55호선,시도332호선(원종-원종),원종동 408,원종동 407,0.324,0.324,0.324,,,,
333,소로2류56호선,시도333호선(원종-원종),원종동 416,원종동 420,0.641,0.641,0.641,,,,
334,소로2류57호선,시도334호선(원종-원종),원종동 420,원종동 420,0.198,0.198,0.198,,,,
335,소로2류58호선,시도335호선(고강-고강),고강동 434,고강동 439,0.614,0.614,0.614,,,,
336,소로2류59호선,시도336호선(고강-고강),고강동 431,고강동 431,0.198,0.198,0.198,,,,
337,소로2류60호선,시도337호선(고강-고강),고강동 431,고강동 431,0.256,0.256,0.256,,,,
338,소로2류61호선,시도338호선(고강-고강),고강동 439,고강동 463-4,0.278,0.278,0.278,,,,
339,소로2류62호선,시도339호선(고강-고강),고강동 480-6,고강동 439,0.384,0.384,0.384,,,,
340,소로2류63호선,시도340호선(원종-원종),원종동 406,원종동 405,0.272,0.272,0.272,,,,
341,소로2류64호선,시도341호선(원종-원종),원종동 313-10,원종동 405,0.259,0,,,,,0.259
342,소로2류65호선,시도342호선(원종-원종),원종동 424,원종동 424,0.232,0.232,0.232,,,,
343,소로2류66호선,시도343호선(원종-원종),원종동 423,원종동 424,0.216,0.216,0.216,,,,
344,소로2류67호선,시도344호선(원종-원종),원종동 406,원종동 313-3,0.62,0.62,0.62,,,,
345,소로2류68호선,시도345호선(원종-원종),원종동 423,원종동 423,0.201,0.201,0.201,,,,
346,소로2류69호선,시도346호선(원종-원종),원종동 405,원종동 424,0.469,0.469,0.469,,,,
347,소로2류70호선,시도347호선(고강-고강),고강동 442,고강동 442,0.184,0.184,0.184,,,,
348,소로2류71호선,시도348호선(고강-고강),고강동 443,고강동 442,0.356,0.356,0.356,,,,
349,소로2류72호선,시도349호선(고강-고강),고강동 443,고강동 442,0.352,0.352,0.352,,,,
350,소로2류73호선,시도350호선(고강-고강),고강동 484,고강동 468,0.83,0.83,0.83,,,,
351,소로2류74호선,시도351호선(고강-고강),고강동 495,고강동 492,0.58,0.58,0.58,,,,
352,소로2류75호선,시도352호선(고강-고강),고강동 496,고강동 500,0.39,0.39,0.39,,,,
353,소로2류76호선,시도353호선(고강-고강),고강동 505,고강동 503,0.278,0.278,0.278,,,,
354,소로2류77호선,시도354호선(고강-고강),고강동 496,고강동 494,0.292,0.292,0.292,,,,
355,소로2류78호선,시도355호선(고강-고강),고강동 486,고강동 497,0.616,0.616,0.616,,,,
356,소로2류79호선,시도356호선(고강-고강),고강동 495,고강동 496,0.33,0.33,0.33,,,,
357,소로2류80호선,시도357호선(고강-고강),고강동 468,고강동 482,0.262,0.262,0.262,,,,
358,소로2류81호선,시도358호선(고강-고강),고강동 468,고강동 468,0.054,0.054,0.054,,,,
359,소로2류82호선,시도359호선(고강-고강),고강동 467,고강동 467,0.064,0.064,0.064,,,,
360,소로2류83호선,시도360호선(고강-고강),고강동 509,고강동 509,0.185,0.185,0.185,,,,
361,소로2류84호선,시도361호선(고강-고강),고강동 509,고강동 509,0.23,0.23,0.23,,,,
362,소로2류85호선,시도362호선(고강-고강),고강동 511-2,고강동 510,0.594,0.594,0.594,,,,
363,소로2류86호선,시도363호선(삼정-삼정),삼정동 324,삼정동 324,0.277,0.277,0.277,,,,
364,소로2류87호선,시도364호선(삼정-삼정),삼정동 325,삼정동 320,0.374,0.374,0.374,,,,
365,소로2류88호선,시도365호선(삼정-삼정),삼정동 325,삼정동 320,0.36,0.36,0.36,,,,
366,소로2류89호선,시도366호선(삼정-삼정),삼정동 327-2,삼정동 327,0.31,0.31,0.31,,,,
367,소로2류90호선,시도367호선(삼정-삼정),삼정동 327,삼정동 324,0.525,0.525,0.525,,,,
368,소로2류91호선,시도368호선(삼정-삼정),삼정동 327,삼정동 325,0.334,0.334,0.334,,,,
369,소로2류92호선,시도369호선(삼정-삼정),삼정동 327-1,삼정동 324,0.656,0.656,0.656,,,,
370,소로2류93호선,시도370호선(내동-내동),내동 382,내동 383,0.212,0.212,0.212,,,,
371,소로2류94호선,시도371호선(내동-내동),내동 365,내동 385,0.39,0.39,0.39,,,,
372,소로2류95호선,시도372호선(내동-내동),내동 385,내동 386,0.38,0.38,0.38,,,,
373,소로2류96호선,시도373호선(내동-내동),내동 378,내동 389,0.738,0.738,0.738,,,,
374,소로2류97호선,시도374호선(내동-내동),내동 383,내동 386,0.75,0.75,0.75,,,,
375,소로2류98호선,시도375호선(내동-내동),내동 383,내동 383,0.152,0.152,0.152,,,,
376,소로2류99호선,시도376호선(내동-내동),내동 182-16,내동 384,0.23,0.23,0.23,,,,
377,소로2류100호선,시도377호선(내동-내동),내동 381,내동 387,0.793,0.793,0.793,,,,
378,소로2류101호선,시도378호선(삼정-삼정),삼정동 329,삼정동 330-1,0.328,0.328,0.328,,,,
379,소로2류102호선,시도379호선(약대-약대),약대동 17-1,약대동 17-1,0.126,0.126,0.126,,,,
380,소로2류103호선,시도380호선(삼정-삼정),삼정동 330-1,삼정동 330-1,0.059,0.059,0.059,,,,
381,소로2류104호선,시도381호선(삼정-삼정),삼정동 329,삼정동 330,0.506,0.506,0.506,,,,
382,소로2류105호선,시도382호선(삼정-삼정),삼정동 329,삼정동 329,0.194,0.194,0.194,,,,
383,소로2류106호선,시도383호선(삼정-삼정),삼정동 329,삼정동 329,0.362,0.362,0.362,,,,
384,소로2류107호선,시도384호선(삼정-삼정),삼정동 330-1,삼정동 330-1,0.387,0.387,0.387,,,,
385,소로2류108호선,시도385호선(삼정-삼정),삼정동 336,삼정동 336,0.124,0.124,0.124,,,,
386,소로2류109호선,시도386호선(삼정-삼정),삼정동 339,삼정동 336,0.3,0.3,0.3,,,,
387,소로2류110호선,시도387호선(내동-삼정),내동 396,삼정동 339,0.59,0.59,0.59,,,,
388,소로2류111호선,시도388호선(내동-내동),내동 397,내동 397,0.175,0.175,0.175,,,,
389,소로2류112호선,시도389호선(내동-내동),내동 399,내동 399,0.22,0.22,0.22,,,,
390,소로2류113호선,시도390호선(내동-삼정),내동 397,삼정동 336,0.431,0.431,0.431,,,,
391,소로2류114호선,시도391호선(내동-삼정),내동 397,삼정동 336-1,0.342,0.342,0.342,,,,
392,소로2류115호선,시도392호선(오정-내동),오정동 339,내동 399,0.43,0.43,0.43,,,,
393,소로2류116호선,시도393호선(내동-삼정),내동 399,삼정동 339,0.138,0.138,0.138,,,,
394,소로2류117호선,시도394호선(내동-내동),내동 401,내동 403,0.494,0.494,0.494,,,,
395,소로2류118호선,시도395호선(내동-내동),내동 401,내동 404,0.363,0.363,0.363,,,,
396,소로2류119호선,시도396호선(내동-내동),내동 401,내동 401,0.414,0.414,0.414,,,,
397,소로2류120호선,시도397호선(내동-내동),내동 401,내동 401,0.414,0.414,0.414,,,,
398,소로2류121호선,시도398호선(내동-내동),내동 403,내동 404,0.456,0.456,0.456,,,,
399,소로2류122호선,시도399호선(도당-도당),도당동 142,도당동 142,0.04,0.04,0.04,,,,
400,소로2류123호선,시도400호선(도당-도당),도당동 142,도당동중,0.158,0.158,0.158,,,,
401,소로2류124호선,시도401호선(도당-도당),도당동 196-13,도당동 142,0.26,0.26,0.26,,,,
402,소로2류125호선,시도402호선(내동-내동),내동 407,내동 407,0.298,0.298,0.298,,,,
403,소로2류126호선,시도403호선(도당-도당),도당동 144,도당동 145,0.222,0.222,0.222,,,,
404,소로2류127호선,시도404호선(내동-내동),내동 409,내동 407,0.365,0.365,0.365,,,,
405,소로2류128호선,시도405호선(도당-도당),도당동 145,도당동 145,0.33,0.33,0.33,,,,
406,소로2류129호선,시도406호선(내동-내동),내동 394,내동 389,0.322,0.322,0.322,,,,
407,소로2류130호선,시도407호선(내동-내동),내동 393,내동 389,0.24,0.24,0.24,,,,
408,소로2류131호선,시도408호선(내동-내동),내동 389,내동 389,0.702,0.702,0.702,,,,
409,소로2류132호선,시도409호선(내동-내동),내동 394,내동 391,0.589,0.589,0.589,,,,
410,소로2류133호선,시도410호선(내동-내동),내동 394,내동 393,0.335,0.335,0.335,,,,
411,소로2류134호선,시도411호선(내동-내동),내동 411,내동 411,0.068,0.068,0.068,,,,
412,소로2류135호선,시도412호선(도당-도당),도당동 78,도당동 148,0.364,0.364,0.364,,,,
413,소로2류136호선,시도413호선(도당-도당),도당동 146,도당동 146,0.124,0.124,0.124,,,,
414,소로2류137호선,시도414호선(도당-도당),도당동 78,도당동 148,0.164,0.164,0.164,,,,
415,소로2류138호선,시도415호선(도당-도당),도당동 146,도당동 148,0.372,0.372,0.372,,,,
416,소로2류139호선,시도416호선(도당-도당),도당동 148,도당동 148,0.051,0.051,0.051,,,,
417,소로2류140호선,시도417호선(도당-도당),도당동 148,도당동 148,0.204,0.204,0.204,,,,
418,소로2류141호선,시도418호선(도당-도당),도당동 148,도당동 148,0.43,0.43,0.43,,,,
419,소로2류142호선,시도419호선(도당-도당),도당동 148,도당동 148,0.445,0.445,0.445,,,,
420,소로2류143호선,시도420호선(도당-도당),도당동 200,도당동 200,0.142,0.142,0.142,,,,
421,소로2류144호선,시도421호선(도당-도당),도당동 201,도당동 201,0.353,0.353,0.353,,,,
422,소로2류145호선,시도422호선(여월-여월),여월동 54-9,여월동 194-3,0.26,0.26,0.26,,,,
423,소로2류146호선,시도423호선(도당-여월),도당동 201,여월동 54-9,0.528,0.528,0.528,,,,
424,소로2류147호선,시도424호선(도당-도당),도당동 201,도당동 203,0.478,0.478,0.478,,,,
425,소로2류148호선,시도425호선(도당-도당),도당동 201,도당동 201,0.105,0.105,0.105,,,,
426,소로2류149호선,시도426호선(도당-여월),도당동 201,여월동 54-9,0.665,0.665,0.665,,,,
427,소로2류150호선,시도427호선(여월-여월),여월동 193,여월동 193,0.41,0.41,0.41,,,,
428,소로2류151호선,시도428호선(원종-원종),원종동 430,원종동  430,0.122,0.122,0.122,,,,
429,소로2류152호선,시도429호선(여월-여월),여월동 193-1,여월동 193-1,0.242,0.242,0.242,,,,
430,소로2류153호선,시도430호선(원종-원종),원종동 432,원종동  432,0.178,0.178,0.178,,,,
431,소로2류154호선,시도431호선(원종-원종),원종동 432,원종동  429,0.44,0.44,0.44,,,,
432,소로2류155호선,시도432호선(원종-원종),원종동 434,원종동  434-1,0.544,0.544,0.544,,,,
433,소로2류156호선,시도433호선(원종-원종),원종동 435,원종동  435,0.13,0.13,0.13,,,,
434,소로2류157호선,시도434호선(원종-원종),원종동 435,원종동  435,0.145,0.145,0.145,,,,
435,소로2류158호선,시도435호선(원종-원종),원종동 434,원종동  434,0.16,0.16,0.16,,,,
436,소로2류159호선,시도436호선(원종-작동),원종동 438,작동 81,0.665,0.665,0.665,,,,
437,소로2류160호선,시도437호선(원종-작동),원종동 439,작동 81,0.524,0.524,0.524,,,,
438,소로2류161호선,시도438호선(원종-원종),원종동 438,원종동 439,0.328,0.328,0.328,,,,
439,소로2류162호선,시도439호선(원종-원종),원종동 446,원종동 446,0.047,0.047,0.047,,,,
440,소로2류163호선,시도440호선(고강-고강),고강동 446,고강동 446,0.334,0.334,0.334,,,,
441,소로2류164호선,시도441호선(고강-고강),고강동 456,고강동 456,0.072,0.072,0.072,,,,
442,소로2류165호선,시도442호선(작동-작동),작동 329-4,작동 329-5,0.538,0.538,0.538,,,,
