,사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
35432,201603,7호선,까치울,6,0,2741,514,9222,2806,31471,4546,34980,8044,16535,4998,9815,4267,8734,5077,8936,6655,9075,6426,7935,7115,8228,7794,8564,10282,9704,13842,9907,20394,6860,22154,5250,15230,4998,13064,3525,13738,1431,8066,180,2467,1,0,0,0,0,0,20160408
35452,201603,7호선,상동,11,1,4808,1746,18404,6828,50802,14227,39541,32458,22829,28096,18024,19268,18217,19871,19997,21841,20856,23878,20794,22688,22924,22883,24593,24516,28282,32339,33989,43462,24645,48638,21987,31406,22588,24558,22964,20707,9223,16427,1524,5400,0,349,0,0,0,0,20160408
35457,201603,7호선,신중동,0,0,5177,1545,19105,4423,56357,16983,49619,46218,26678,30428,20421,16796,20032,15340,20745,16434,20293,18493,19413,19063,20866,19834,22744,23498,27335,30453,40441,43348,24685,50730,25701,30474,18753,25458,15124,22939,6750,18530,1088,6840,1,2,0,0,0,0,20160408
35471,201603,7호선,춘의,1,0,3807,1011,9710,5955,25392,30530,26066,54934,14215,13241,9912,7293,9551,6397,10139,6474,9842,7668,9248,7805,9058,8209,10086,9554,21235,12135,36575,18483,18364,19347,14669,15113,15229,11558,7985,10823,3270,8699,347,2792,0,0,0,0,0,0,20160408
35626,201603,경인선,소사,307,7,17929,3764,21239,12046,53909,16271,49609,27342,32752,16073,25526,20007,22969,13950,23935,16189,21656,17849,18812,18643,19835,20038,21605,24283,26758,30012,25993,38539,17920,43796,12814,30041,11189,27512,7780,29042,3434,19527,207,4414,0,4,0,0,0,0,20160408
35628,201603,경인선,역곡,377,7,24495,4082,50289,13231,149453,15448,141853,55884,75786,51809,51410,34258,46591,36835,49148,33779,47086,39692,41438,38639,42791,43065,50410,54553,58189,70315,55614,107538,37618,119858,29860,77118,29507,70144,26200,69262,13112,43825,975,8997,0,7,0,0,0,0,20160408
35634,201603,경인선,중동,550,4,11463,1441,21956,4041,54261,7472,45565,18038,24879,11284,19366,9127,16789,9697,16984,11889,16485,12266,13072,13024,12580,14985,14123,18524,15751,23413,15899,32093,11197,37599,8449,24572,7591,22499,5857,21798,2210,16751,251,4177,0,7,0,0,0,0,20160408
35988,201602,7호선,까치울,7,0,2203,354,6857,2086,20994,3288,25044,6038,13103,3842,8135,3363,7657,4098,8083,5204,8529,5692,7475,5940,7023,6555,7157,8156,8141,10620,8336,15507,5691,17559,4440,12360,3874,10544,2934,10644,1232,6477,134,1829,2,15,0,0,0,0,20160308
36008,201602,7호선,상동,4,0,3978,1571,13564,5484,36583,11222,30017,24850,16682,23452,14270,17116,15509,17219,17982,19579,19127,22176,19094,20999,21207,21677,23253,22306,25936,27192,30778,35678,21789,39776,19338,26129,20265,19901,20767,16246,8826,12953,1481,4141,11,287,0,0,0,0,20160308
36013,201602,7호선,신중동,0,0,4136,1228,14284,3682,40920,12892,36502,33940,19988,25252,16454,13968,17222,14154,18951,14844,19376,17127,18764,18090,19913,18056,20691,20389,24113,24446,35270,35566,21552,41172,22365,24720,15292,20758,12604,18401,6151,14817,950,5619,3,82,0,0,0,0,20160308
36027,201602,7호선,춘의,1,0,2942,868,7402,4421,18181,23015,19634,42696,11420,11720,8528,6545,8687,5884,9148,5802,9396,6790,8774,7281,8617,7205,9421,8141,18099,10219,29379,14406,15149,15658,12071,12531,11622,9378,5399,8958,2287,7201,298,2292,2,18,0,0,0,0,20160308
36182,201602,경인선,소사,168,8,13547,2566,15882,8817,38623,12058,37290,17212,26221,11369,22251,12160,21325,12516,21565,13921,20412,16083,17807,16772,17034,18074,17891,21058,19879,23946,19654,32101,13031,34663,9746,24253,8065,21854,5908,23902,2661,16132,218,3624,2,46,0,0,0,0,20160308
36184,201602,경인선,역곡,293,9,19270,2971,37251,10097,108963,12732,108959,26201,59388,23385,43704,20478,40795,23641,42943,26491,42210,32511,37617,33199,34283,37558,35500,46795,39068,56597,38047,88505,26610,95704,20343,62960,20298,56807,15836,55122,8409,35665,575,6942,1,78,0,0,0,0,20160308
36190,201602,경인선,중동,376,1,8785,1123,16920,3136,39219,5184,34343,13208,19010,9362,16297,8185,15702,8549,15475,10757,15495,11238,13223,11375,12456,13562,12424,15847,13115,18960,13775,25607,9745,29883,7174,20032,6537,18590,4577,17468,1873,13634,188,3127,2,52,0,0,0,0,20160308
36543,201601,7호선,까치울,0,0,2272,413,7380,2377,22633,3378,27992,6315,14007,4126,8710,3484,8048,4312,8505,5628,8694,5856,7443,6033,7489,6631,7395,8592,8825,11345,9096,17215,5849,19340,4440,13057,4268,11389,3033,11081,1191,6869,140,1974,0,0,0,0,0,0,20160208
36563,201601,7호선,상동,8,0,4540,1724,15037,5816,40404,11909,34099,28300,18408,27628,15841,18902,17148,19279,19462,22263,20486,24118,20806,22751,23032,22382,25677,23137,28515,28928,33213,38781,23487,42974,20802,28013,21432,20880,22108,17903,9005,13911,1313,4221,0,305,0,0,0,0,20160208
36568,201601,7호선,신중동,1,0,4595,1215,15649,4162,44870,14248,41573,37607,22241,28194,17664,15633,18330,15742,20236,16009,20428,18235,19881,19111,21167,19465,22475,22147,26739,26636,37934,40118,22922,45000,24190,26446,17045,22531,13793,19967,6524,16334,976,5740,0,1,0,0,0,0,20160208
36582,201601,7호선,춘의,0,0,3057,1027,8229,4889,19797,25055,22209,46233,12341,12898,9234,7039,9011,6147,9496,6186,9426,7481,9218,7424,9219,7447,9877,8531,19450,10809,32502,16137,16376,17675,12956,13357,12472,10232,6013,9625,2647,7605,302,2411,0,0,0,0,0,0,20160208
36737,201601,경인선,소사,219,11,15210,2513,17527,9255,41619,12611,41650,18603,28383,11812,23132,12432,21433,13036,22386,14987,20585,18828,18017,17696,18223,18578,19595,21711,22097,25569,20803,35183,13235,37480,9704,26856,8468,23261,6408,24934,2960,17322,204,3707,0,0,0,0,0,0,20160208
36739,201601,경인선,역곡,307,6,21047,3131,42680,11052,118461,12666,123560,30167,66051,25452,45809,21594,43496,24442,45801,28031,44542,32800,37977,33736,36022,39232,37006,49208,41511,60512,40524,100476,27289,106060,21435,68133,19840,61191,16236,58627,8414,38940,625,7271,0,0,0,2,0,0,20160208
36745,201601,경인선,중동,485,7,9839,1398,18197,3587,43737,5813,38498,13979,21111,10675,17013,9075,15930,9061,16505,11200,16157,11593,13435,12608,13037,14392,13406,16677,14087,20315,15179,28556,9584,32354,7276,21639,6632,19957,4857,18870,2001,14536,193,3232,0,0,0,0,0,0,20160208
37094,201512,7호선,까치울,4,0,2264,392,8426,2363,26223,3895,32835,7835,15905,5135,9910,3992,9149,4849,8832,6099,9168,6475,8253,6779,8439,7748,8486,10057,10372,13610,10257,18886,6570,20545,5111,14018,4887,12351,3491,12443,1507,8148,210,2548,9,28,1,2,0,0,20160108
37114,201512,7호선,상동,6,0,4830,1707,15991,6114,44401,12276,36983,32123,21360,27727,17006,19410,17919,20502,20488,22905,21736,25218,22226,23994,25330,24275,28454,26277,31889,34157,34902,45538,25023,46962,22445,29280,24098,22471,24183,19871,11006,16749,1874,5428,21,714,1,8,0,0,20160108
37119,201512,7호선,신중동,0,0,5049,1189,16892,4465,49173,15563,46258,43468,25070,30037,19734,16648,19556,16238,20972,16778,22098,19630,21465,19956,23190,21735,25733,24522,30417,31375,42229,44597,24735,48055,25857,27753,18753,24240,15912,22223,8110,19496,1210,7525,33,71,0,0,0,0,20160108
37133,201512,7호선,춘의,2,0,3737,1128,8651,4875,22261,26537,24329,49068,13035,13078,9803,7503,9464,6299,9747,6602,10195,7778,9506,7807,9798,8103,11371,9310,21739,12198,34639,17030,17159,18080,12893,13850,12603,11233,5592,10405,2631,8889,387,3066,9,31,0,0,0,0,20160108
37288,201512,경인선,소사,298,9,17704,3081,19307,10114,45766,14493,46969,22215,31424,14454,25342,14629,23164,14681,23242,17579,21987,20705,20071,19902,20768,20713,23444,24085,26912,29731,24315,38437,15414,39323,11795,28273,10098,26012,7600,28570,3326,20863,265,4776,0,0,0,0,0,0,20160108
37290,201512,경인선,역곡,391,10,23521,3615,46539,13374,132113,14726,139970,39553,74085,37502,50903,28872,47699,32298,48491,34338,47928,38590,43199,39808,43100,43614,48540,56463,54445,68373,49881,111707,33045,108451,26216,72286,26787,67205,23048,64432,11854,46793,826,9651,0,0,0,0,0,0,20160108
37296,201512,경인선,중동,813,10,10518,1475,19941,4251,48519,6906,43734,19503,24014,12520,19486,9556,17815,9968,17594,11757,18128,12456,14436,13742,14461,15449,15430,19797,17918,22988,17673,32307,10963,34526,8479,22909,7723,22149,5714,20847,2732,17829,234,4622,0,1,0,0,0,0,20160108
37646,201511,7호선,까치울,3,0,2365,414,8539,2430,27703,3856,33751,7549,15410,5248,9000,4266,8278,4842,8356,5701,8438,6416,7811,6667,7820,7274,8227,9639,9844,13199,9116,19010,6262,20629,4522,13794,4335,11975,3200,11947,1396,7457,173,2196,0,0,0,0,0,0,20151208
37666,201511,7호선,상동,13,0,4627,1742,16259,5919,45152,11804,38229,30435,21766,25617,16503,18260,16568,19197,19224,20970,20292,23387,20516,22959,22770,22700,25853,24789,27942,30610,32167,42446,22579,45577,20300,28583,21392,21478,21551,18175,8905,14834,1526,4660,1,560,0,0,0,0,20151208
37671,201511,7호선,신중동,0,0,4989,1116,17196,4525,49902,15343,46306,42111,24840,29431,18917,15600,18295,14510,19464,15727,19598,17670,19088,18263,20247,19318,22291,23146,27367,28913,39327,42382,22400,47264,23613,27149,17053,23603,14067,20764,6220,17504,1045,6309,0,4,0,0,0,0,20151208
37685,201511,7호선,춘의,7,0,3877,1061,8631,4841,22146,25021,24501,47586,12963,12615,9346,7060,9315,5921,9589,6110,9581,7311,8817,7446,8591,7840,10006,8859,19579,11938,32673,16554,16197,18108,12150,13651,13375,10658,5638,9777,2626,8473,327,2774,0,0,0,0,0,0,20151208
37840,201511,경인선,소사,419,8,18331,3227,20194,9805,46766,14926,47604,23641,31700,14746,24148,17404,21478,13858,22320,16890,20972,19175,18250,19019,18954,19605,21284,23642,25236,29781,23936,38668,15851,40218,12322,28279,10999,24870,8896,26622,3636,18525,275,4422,0,0,0,0,0,0,20151208
37842,201511,경인선,역곡,496,4,24491,3494,46997,12411,134723,14881,138737,46455,74452,46650,49034,32087,43994,35036,46157,33672,45096,38950,39715,37515,40935,42445,47803,54283,54451,67550,52042,108864,34460,110873,27777,71618,27271,65273,24897,61454,11472,41845,813,8521,0,0,0,0,0,0,20151208
37848,201511,경인선,중동,992,3,11122,1502,19996,4950,49418,7096,44180,17444,24447,11541,18580,9271,16600,9462,16979,11474,16212,12113,13179,13063,12979,14786,13775,18138,15525,21590,16045,32055,10355,34417,7806,23665,7344,21889,5353,19989,2325,15879,280,4171,2,2,0,0,0,0,20151208
38198,201510,7호선,까치울,6,1,2651,438,8974,2878,29433,4175,33894,7876,16354,5662,10062,5456,8969,6842,9655,7612,9914,8271,9582,8551,10408,9194,11113,10573,11721,13989,10419,20051,7060,21036,4937,14260,4543,13023,3522,12449,1378,7699,176,2283,0,0,0,0,0,0,20151223
38218,201510,7호선,상동,15,0,4948,1981,17423,6262,46278,13182,38845,31576,22347,25545,17889,19831,17274,20022,20176,22042,21779,24352,21397,23300,23161,22940,25410,25807,27354,31370,32397,41470,23057,46522,20793,28755,21627,22205,21775,19166,8780,15185,1510,5067,0,354,0,0,0,0,20151223
38223,201510,7호선,신중동,0,0,5532,1288,17993,4906,51664,16606,46616,42737,26349,30301,20181,16567,19908,15624,20703,16150,20628,18865,20075,19144,20911,20516,23140,24928,26662,29736,39191,42076,23476,47345,24396,28359,17058,23499,14504,21506,6883,17607,982,6648,0,1,0,0,0,0,20151223
38237,201510,7호선,춘의,0,0,4018,1107,9126,4974,22945,26301,24833,47645,13979,12595,9706,7293,9455,6293,9924,6359,9989,7727,9621,7937,8959,8352,10592,9511,18893,12196,32282,17493,16650,18304,13310,13958,13571,10649,5943,10307,2551,8436,308,2610,0,0,0,0,0,0,20151223
38392,201510,경인선,소사,569,10,20176,3928,21526,11164,49965,15814,49616,25226,34195,15464,26943,18039,23813,15216,24295,17985,21802,19952,19433,20038,19845,21020,22614,25346,26723,30936,25496,40679,16712,42696,13891,29986,11310,26410,8194,28872,3808,19858,279,4664,0,0,0,0,0,0,20151223
38394,201510,경인선,역곡,697,9,26527,3876,51637,13867,140690,16458,142113,48691,77632,47213,52642,32689,48095,36286,49054,37120,47929,41249,42606,39819,43614,45386,48708,57144,57028,70560,53080,110737,35666,115443,28620,75001,28605,69139,25771,64881,12231,43619,824,8501,0,0,0,0,0,0,20151223
38400,201510,경인선,중동,1171,18,12249,1755,21719,4642,51848,7465,45291,18175,26341,11609,19889,9540,18014,9567,17717,12051,16993,12752,13917,13749,13362,16065,14138,19626,16041,22878,16962,33015,10590,37289,8317,24499,7632,22895,5516,21088,2407,17077,320,3863,0,0,0,0,0,0,20151223
38749,201509,7호선,까치울,8,0,2493,469,8533,2703,27457,3906,29799,7371,14434,5111,8760,4126,8076,5157,8149,5951,8526,5944,7761,6528,7954,7754,8260,9185,9644,12571,9342,18216,6715,19170,4863,13684,4367,11741,3501,11961,1332,6696,161,2230,1,15,0,0,0,0,20151223
38769,201509,7호선,상동,8,0,4709,1624,16219,5782,43921,12650,35055,29917,20618,24064,15646,16534,15299,16769,17364,19379,17783,19990,18140,20378,19972,20238,21758,23116,25264,29056,29829,38711,21469,44397,19368,27092,19552,20709,20539,17807,8312,14414,1553,4910,21,235,0,0,0,0,20151223
38774,201509,7호선,신중동,0,0,5207,1136,16725,4843,47483,16111,41937,40127,23314,27390,17870,15658,17938,14115,18444,13750,17581,18181,17742,17006,19095,17390,20944,21793,24815,26662,36119,38423,22804,44294,22731,25919,16165,23150,12999,19527,6349,16450,1017,6331,2,39,0,0,0,0,20151223
38788,201509,7호선,춘의,0,0,3688,1040,8876,4512,21706,24395,22828,42888,12713,11312,8934,6720,8628,5726,9172,5785,8872,7133,8267,7205,8328,7147,9973,8803,17826,10814,29069,16241,15777,16842,11696,12863,12410,10506,5638,9767,2313,7806,267,2665,2,34,0,0,0,0,20151223
38942,201509,경인선,소사,662,12,17706,3339,19863,10742,47376,15589,45835,22667,30708,15666,24260,16202,21465,14745,22086,17779,20367,19620,18546,18924,19315,19390,21923,22927,25767,28481,23821,37056,16249,39539,12668,28536,10738,25839,7983,25967,3448,18712,277,4437,1,70,0,0,0,0,20151223
38944,201509,경인선,역곡,768,12,23638,3412,48113,12171,133740,14933,129530,47725,69729,46092,47684,30463,42666,33717,43843,33274,42238,36370,37874,35858,39525,40594,45951,51124,52875,63770,49914,101008,34566,105058,27070,70431,26821,64447,22885,60648,11227,40271,824,7586,0,86,0,0,0,0,20151223
38950,201509,경인선,중동,1123,37,11107,1742,20317,4395,48693,7283,40941,16835,23610,10712,17323,8995,15863,9414,15596,11545,15106,11697,12454,12385,12015,14441,12890,16388,14524,20645,15072,28986,9902,32736,7863,21865,7238,20559,5331,19569,2323,15203,273,3690,4,52,0,0,0,0,20151223
39300,201508,7호선,까치울,3,0,2618,545,8190,2645,23566,3672,27150,6430,13184,4566,8796,4015,7688,5065,8387,6159,8316,5609,7380,6036,7443,7641,7446,7989,8553,11641,9021,16985,6432,18556,5183,13129,4528,11166,3755,11593,1418,6537,165,2046,0,0,0,0,0,0,20151223
39320,201508,7호선,상동,3,0,5186,1859,15573,5782,39586,13039,31106,29226,18193,24856,15655,17888,16309,17331,18383,20922,18766,20525,18982,21525,20811,19770,22945,22964,25670,27092,30164,37090,22845,41004,20219,26234,21103,20421,22030,17810,9121,13793,1476,4498,0,300,0,0,0,0,20151223
39325,201508,7호선,신중동,0,0,5120,1165,15937,5377,43052,15097,38339,34643,21306,26667,17443,15645,17821,15141,19104,14173,18467,19672,18396,16611,19728,17576,20811,20828,24835,24901,35358,35806,22472,43630,23347,25548,15788,22861,13303,18742,6655,16314,1037,6086,0,3,0,0,0,0,20151223
39339,201508,7호선,춘의,1,0,3765,912,8682,4855,19399,23962,20853,40929,12133,10650,9110,7093,8772,5902,9198,5657,9362,7350,8809,6878,8349,6872,9417,8687,18240,9842,28944,15657,15462,15919,11646,12818,11004,10893,5560,9761,2375,8102,291,2546,1,1,0,0,0,0,20151223
39497,201508,경인선,소사,750,6,17770,3622,20024,10596,44274,14365,42974,18188,29447,12771,24175,13700,21650,13373,21277,15281,19336,19477,17288,17932,18331,17984,20279,21178,23860,26041,21982,35404,14351,37963,11547,28123,8994,25098,6873,26294,3188,18783,242,4173,0,0,0,0,0,0,20151223
39499,201508,경인선,역곡,837,11,24282,3474,46547,12243,122148,13876,120027,29560,65247,28336,47300,23841,43200,24955,43123,28170,40839,32193,35744,33826,34284,38839,36628,47567,41586,59161,40113,96958,29228,102597,23542,69253,22008,64912,18003,59750,8887,40670,574,7927,0,0,0,0,0,0,20151223
39505,201508,경인선,중동,1044,4,11257,1720,19461,4621,44058,6558,37637,14748,21726,10605,17131,9316,16014,9232,15912,11014,14914,11590,12352,11595,12486,13322,13587,16321,14747,19507,15125,28953,10311,33077,8182,22389,7303,21106,5392,19212,2215,15217,212,3543,0,0,0,0,0,0,20151223
39854,201507,7호선,까치울,3,0,2704,534,9123,2664,26909,3998,30842,7362,13908,4678,8153,3819,7620,5214,7904,6198,8104,5499,7407,6054,7180,7025,7386,8359,8906,11864,9320,18994,6806,19684,5530,13809,4838,11409,3992,11957,1503,7080,183,2427,0,0,0,0,0,0,20151223
39874,201507,7호선,상동,5,0,5283,1870,17547,6016,45836,14042,35161,33179,18773,26291,15232,17604,15475,17173,18128,20448,18350,20354,18750,21591,20777,19551,23424,23099,26512,27868,31856,38611,22989,46945,20563,27789,21415,21218,22864,19113,9606,15381,1736,4979,0,499,0,0,0,0,20151223
39879,201507,7호선,신중동,0,0,5292,1233,17661,5382,49659,16905,42978,41176,21684,29025,16919,16247,17725,14929,18806,14055,18695,19759,18410,16904,19998,17188,21495,21105,26584,26171,38362,38045,24070,47669,25156,27547,17551,24187,14807,19292,6951,17171,1163,6637,0,5,0,0,0,0,20151223
39893,201507,7호선,춘의,0,0,3663,1082,9425,4887,22054,26892,22913,47024,12062,11593,8478,6814,8312,5442,8898,6024,8769,7332,8356,6926,8145,6399,9513,8367,19818,10026,32052,16084,16514,16368,12904,13568,12093,10932,6424,10144,2710,8254,368,2993,0,0,0,0,0,0,20151223
40052,201507,경인선,소사,600,10,18823,3660,20961,11094,49017,15950,45506,20001,29615,13437,23237,13306,20609,13886,21273,15486,19278,19926,17312,18098,18170,17722,20692,20431,24519,25947,22514,37037,14798,39657,11386,28430,9457,25616,7072,27140,3209,18955,249,4468,0,0,0,0,0,0,20151223
40054,201507,경인선,역곡,780,14,25196,3926,50519,12374,138669,15029,135358,33004,68445,29530,46412,23882,41332,24747,42371,28143,41248,31554,35567,34458,34750,38245,36010,48180,42027,60599,42002,102579,30201,111758,24083,73106,22386,67180,19075,63587,9294,42748,649,8660,0,0,0,0,0,0,20151223
40060,201507,경인선,중동,1105,8,11526,1796,21447,4634,50303,7537,41808,17739,22074,11458,17091,9161,15748,9242,15765,11261,15198,11315,12345,11662,12339,12900,13160,16607,15274,20117,16041,30944,10570,36116,8333,23735,7858,22075,5866,20261,2514,16413,229,3821,0,0,0,0,0,0,20151223
40410,201506,7호선,까치울,4,0,2450,584,8879,2599,27617,3763,29396,6909,13106,4683,7847,3598,6774,4452,6976,5125,7199,5102,6351,5320,6777,6387,6910,7633,7920,11229,8525,16768,6176,19237,4958,12653,4227,10853,3460,11619,1431,6830,161,2228,0,0,0,0,0,0,20151223
40430,201506,7호선,상동,7,0,4992,1841,16980,5861,44794,12735,34107,30340,18547,22949,13820,15284,13950,15570,15744,17455,16473,18504,16325,17982,17759,17517,19637,20050,22062,25828,28059,35774,20183,42005,18180,26515,18849,20112,19519,17566,8772,14138,1530,4871,0,378,0,0,0,0,20151223
40435,201506,7호선,신중동,1,0,5431,1174,17102,5473,49167,17059,41443,39905,21280,27369,15681,14622,16236,13060,17266,13161,16806,16064,15934,15199,17141,15798,18316,18844,23816,23895,35432,34201,21839,45351,23339,25633,15889,22321,13464,19000,6438,16187,1037,6302,0,9,0,0,0,0,20151223
40449,201506,7호선,춘의,2,0,3781,1130,9443,5253,21887,28721,22480,45858,11448,11464,7868,6814,7417,5655,8076,5654,8184,6681,7777,6589,7698,6548,9058,7899,19300,9724,30989,14634,16101,16839,13228,12827,12849,9928,6156,9390,2548,7790,358,2726,0,0,0,0,0,0,20151223
40609,201506,경인선,소사,423,4,18308,3645,20813,10093,48924,15247,43728,19780,28042,12596,20110,12718,18121,12282,17781,14524,16518,16862,14994,16115,16420,16186,18003,18595,21975,23532,21441,35187,14487,38204,10937,26623,9155,24264,7347,25488,3201,18303,258,4236,0,0,0,0,0,0,20151223
40611,201506,경인선,역곡,616,11,25045,3956,50287,12305,137149,16431,131225,40818,65813,37163,41673,25814,37899,27867,38022,27610,36755,30124,33421,31435,33998,35057,37527,44427,43688,57040,43400,98163,30500,107769,24840,69357,24426,63624,21582,60418,10498,39710,774,8296,0,0,0,0,0,0,20151223
40617,201506,경인선,중동,920,8,11444,1844,20741,4102,50512,7192,40796,16502,21485,10348,15494,8061,13677,8007,13464,9927,12955,9734,10746,10644,10783,11981,11895,15005,13353,18919,14266,28832,9581,34662,7792,23014,7510,21009,5239,19372,2448,15646,239,3504,0,0,0,0,0,0,20151223
40966,201505,7호선,까치울,3,0,2584,519,8282,2763,25868,3759,29183,7423,15069,6132,10237,5859,9556,7025,10284,7742,10350,8011,10388,8595,10458,8771,10576,10837,11195,13009,10556,18064,7442,18885,5631,13000,4771,12328,3610,12258,1480,8012,175,2294,0,0,0,0,0,0,20151223
40986,201505,7호선,상동,10,0,5167,1935,16171,6066,41848,13152,35574,29096,22391,24491,18357,19349,18462,19958,20741,22439,21649,23761,22019,23889,23661,23421,25266,24834,26046,30759,30571,39527,22886,42617,20917,28283,21697,22735,22142,19469,9378,16516,1504,5696,1,429,0,0,0,0,20151223
40991,201505,7호선,신중동,0,0,5230,1235,16504,5161,45966,15742,42122,38421,25897,29035,20220,16161,20565,15915,21324,17284,21453,18868,20439,19483,21260,20772,22324,23275,26008,28990,35821,36620,24198,45402,25082,28087,17461,23629,14305,21570,6903,17875,989,6773,0,71,0,0,0,0,20151223
41005,201505,7호선,춘의,0,0,4033,986,8701,5540,20945,26416,23158,43288,13382,11618,10092,8246,9224,6891,10021,7166,10384,8038,9715,8355,9612,8626,10756,9392,19196,11742,28637,15975,16536,17122,14142,13808,12692,10994,6949,10530,2962,8639,328,2831,0,15,0,0,0,0,20151223
41165,201505,경인선,소사,348,5,18322,3593,21816,10304,47996,15860,47776,24087,34832,15889,27097,19128,24824,16153,24870,19860,22590,23743,20739,21822,22227,21631,25089,24690,27357,29698,25377,39278,17721,40566,14739,29821,12206,27921,9502,29407,3931,21479,269,4928,0,0,0,0,0,0,20151223
41167,201505,경인선,역곡,485,9,25158,4184,50559,13272,129767,16435,132884,50678,77454,47418,54041,35306,49649,38033,51082,35647,49546,40387,43930,40319,44302,46001,49636,55812,54860,68179,53113,103832,37521,109148,31196,74724,30794,72515,28188,67544,13847,47036,952,9318,0,0,0,0,0,0,20151223
41173,201505,경인선,중동,766,2,11255,1812,20245,4820,47325,7419,41539,16993,26204,10563,20043,9372,18161,9942,17783,11978,17022,12596,14227,13540,13330,15877,14049,18872,15272,22125,16007,31026,11025,35193,8871,24025,8258,23307,6044,21355,2799,17039,241,4298,0,0,0,0,0,0,20151223
41522,201504,7호선,까치울,3,0,2401,399,8994,2414,28981,3973,31778,7387,15264,5632,9432,5154,8550,7054,9033,7861,10189,8233,10187,8439,10462,8592,10543,10107,11099,12838,10629,18425,7052,19827,5141,13615,4461,12393,3420,12218,1349,7887,159,2483,0,0,0,0,0,0,20151223
41542,201504,7호선,상동,3,0,4824,1646,17886,6119,48981,14487,39467,32714,22668,24874,18056,18446,17417,18510,19513,21013,20506,22568,20544,22548,21703,22396,23454,23577,25282,30929,31804,41411,23266,46192,20681,30049,21766,23481,22210,20168,9269,16745,1605,5886,2,423,0,0,0,0,20151223
41547,201504,7호선,신중동,3,0,5042,1024,17929,5044,53498,16971,46262,43242,25688,29612,19274,16058,19520,15318,20575,16136,20388,18216,19284,19280,20145,20106,21694,22970,25922,28775,38784,38316,24514,50822,25033,28653,17616,23776,14278,21285,6777,18403,1079,7188,0,29,0,0,0,0,20151223
41561,201504,7호선,춘의,1,0,3714,928,8907,5400,23468,27153,24713,47038,13442,12538,9183,7102,8722,6338,9362,7023,9850,8179,9490,8318,9286,8566,10386,9945,19901,12349,32494,16570,18089,19103,14356,13921,13425,11067,6514,10100,2628,8725,398,3016,0,2,0,0,0,0,20151223
41719,201504,경인선,소사,270,4,17978,3426,21881,9794,52898,16716,50496,27402,34041,17934,25729,20755,23085,15981,23949,20973,21625,23893,19829,21441,22167,21116,25484,24442,27978,29311,26830,39230,18311,42705,15126,31205,13211,27820,10122,29485,4031,20538,296,4809,0,0,0,0,0,0,20151223
41721,201504,경인선,역곡,361,12,23821,3791,53381,12477,147270,16764,146382,55458,77475,52985,50663,35098,45890,38098,46687,35749,45742,38507,40516,37898,42708,43076,48205,53654,53603,66983,53118,107022,38244,114889,29711,77999,31584,71441,29655,68015,14026,45574,909,9052,0,0,0,0,0,0,20151223
41727,201504,경인선,중동,734,5,11546,1651,21943,4552,54890,8048,45529,18272,25500,11099,18798,9174,17344,9699,17260,11742,16616,12021,13222,13253,12608,14979,13310,18867,15096,22011,15906,32620,10811,36514,8467,25322,8386,23201,6069,21878,2546,17467,257,3966,0,0,0,0,0,0,20151223
42076,201503,7호선,까치울,1,0,2237,310,8440,2140,28349,3896,31085,7236,14905,4493,9120,3503,8260,4769,8570,5947,8470,6039,7740,6290,7687,7161,7891,9059,8856,12729,8914,17958,6466,19156,4778,13996,4234,12062,3090,12083,1271,7934,175,2294,0,0,0,0,0,0,20151223
42096,201503,7호선,상동,1,0,4775,1599,17509,5987,49990,13827,39511,32464,22718,25084,17382,18442,17518,19068,19532,21503,20610,23368,20786,22481,22004,22654,24229,24952,26433,31413,32868,42631,24357,46840,21609,31278,22531,23815,22961,21570,9409,16660,1562,5596,1,669,0,0,0,0,20151223
42101,201503,7호선,신중동,0,0,4849,1118,17017,5010,53609,16130,47079,43700,25255,29094,19270,15953,19435,15364,20537,16181,20544,18046,19630,18851,20434,20265,21891,22904,26803,28822,39219,38992,24930,51127,25831,29046,18298,24602,14377,22266,6676,18713,984,7056,0,47,0,0,0,0,20151223
42115,201503,7호선,춘의,0,0,3681,942,8502,4952,23304,24558,24250,47631,13566,12183,9172,6571,8577,5665,9548,6464,9171,7261,8838,7359,7995,7601,9657,9061,19422,11452,32201,16262,17253,18601,13404,14292,12826,11233,5872,10629,2517,8646,350,2782,0,0,0,0,0,0,20151223
