Month,Day,강수,강수형태,기온,풍속,풍향
1,1,0.0,0.0,-0.7458333333333335,0.07083333333333335,34.583333333333336
1,10,0.0,0.0,-1.9000000000000001,0.1416666666666667,89.91666666666667
1,11,0.0,0.0,-1.0083333333333333,0.4833333333333332,180.41666666666666
1,12,0.0,0.0,-1.820833333333333,0.7208333333333332,207.0
1,13,0.0,0.0,-4.3625,0.37916666666666665,86.45833333333333
1,14,0.0,0.0,-4.308333333333334,0.23749999999999996,117.875
1,15,0.0,0.0,-3.904166666666667,0.3166666666666667,107.125
1,16,0.0,0.0,-2.7375000000000003,0.39583333333333326,148.08333333333334
1,17,0.0,0.0,-2.6625,0.17916666666666667,93.83333333333333
1,18,0.0,0.0,-0.23750000000000013,0.2833333333333333,138.375
1,19,0.0,0.0,0.5583333333333332,0.5750000000000001,128.0
1,2,0.0,0.0,-1.2791666666666666,0.19999999999999996,74.25
1,20,0.0,0.0,-1.4500000000000002,0.8916666666666669,177.875
1,21,0.0,0.0,-0.27916666666666656,0.09583333333333334,71.0
1,22,0.0,0.0,1.858333333333334,0.3541666666666667,138.41666666666666
1,23,0.0,0.0,2.8250000000000006,0.6625,213.70833333333334
1,24,0.0,0.0,0.9249999999999998,0.425,131.625
1,25,0.0,0.0,1.4750000000000005,0.2791666666666667,117.45833333333333
1,26,0.0,0.0,6.962500000000002,1.0416666666666667,183.54166666666666
1,27,0.0,0.08333333333333333,5.329166666666667,1.3875000000000002,300.0416666666667
1,28,0.0,0.0,4.9958333333333345,0.5125000000000001,168.41666666666666
1,29,0.0,0.0,3.829166666666668,0.4291666666666667,155.04166666666666
1,3,-0.041666666666666664,-0.041666666666666664,-3.3666666666666667,0.10833333333333335,76.16666666666667
1,30,0.0,0.0,3.0833333333333353,0.3291666666666666,117.41666666666667
1,31,0.0,0.0,0.8708333333333335,0.3624999999999999,79.41666666666667
1,4,0.0,0.0,0.7416666666666666,0.7666666666666667,227.54166666666666
1,5,0.0,0.0,0.6625000000000002,0.10000000000000002,74.625
1,6,0.6041666666666666,0.5416666666666666,3.820833333333333,0.6166666666666668,258.875
