Month,Day,강수,강수형태,기온,풍속,풍향
1,1,0.0,0.0,4.025,0.6791666666666667,158.375
1,10,0.0,0.0,-0.07083333333333326,1.3374999999999997,337.0
1,11,0.0,0.0,-3.3208333333333333,0.7666666666666665,280.1666666666667
1,12,0.0,0.0,-3.358333333333334,0.7333333333333331,215.66666666666666
1,13,0.0,0.5,-3.1291666666666664,1.1375000000000002,217.58333333333334
1,14,0.0,0.75,-0.8749999999999999,0.8624999999999998,197.125
1,15,0.0,0.0,0.8333333333333331,0.5291666666666667,154.5
1,16,0.0,0.375,2.0541666666666663,0.8708333333333336,87.08333333333333
1,17,0.0,0.375,2.2500000000000004,0.9458333333333334,194.58333333333334
1,18,0.0,0.0,-7.970833333333332,4.066666666666667,299.0416666666667
1,19,0.0,0.0,-10.0125,3.391666666666667,317.0416666666667
1,2,0.0,0.0,7.1625000000000005,0.8708333333333332,206.875
1,20,0.0,0.0,-7.358333333333333,0.6541666666666667,267.2916666666667
1,21,0.0,0.0,-5.708333333333332,0.7708333333333334,293.375
1,22,0.0,0.0,-5.758333333333332,1.4708333333333334,308.1666666666667
1,23,0.0,0.0,-11.300000000000002,3.1500000000000004,324.0833333333333
1,24,0.0,0.0,-11.37916666666667,1.820833333333333,282.2083333333333
1,25,0.0,0.625,-5.4375,0.6583333333333333,203.875
1,26,0.0,0.625,-0.012499999999999992,0.6750000000000002,212.08333333333334
1,27,0.0,0.0,-0.4708333333333332,0.5958333333333331,181.33333333333334
1,28,0.0,0.0,1.7000000000000004,0.6999999999999998,158.5
1,29,0.0,0.0,2.0083333333333333,0.8708333333333335,77.125
1,3,0.0,0.0,5.983333333333334,0.6041666666666667,296.9583333333333
1,30,0.0,0.0,0.29583333333333356,0.7125,303.125
1,31,0.0,0.0,-3.525000000000001,1.0833333333333333,299.125
1,4,0.0,0.0,1.2041666666666668,1.2791666666666666,308.5416666666667
1,5,0.0,0.0,-1.3125000000000002,0.7124999999999999,200.0
1,6,0.0,0.0,-0.38333333333333347,1.3458333333333334,291.0833333333333
1,7,0.0,0.0,-2.3625,0.9625,228.125
1,8,0.0,0.0,-1.1041666666666667,0.6458333333333336,255.20833333333334
1,9,0.0,0.25,0.9083333333333333,0.8875000000000002,265.3333333333333
2,1,0.0,0.0,-4.820833333333334,0.6958333333333334,267.9583333333333
2,10,0.0,0.0,4.716666666666666,0.6958333333333333,127.875
2,11,0.5,0.375,10.712499999999999,2.191666666666667,112.91666666666667
2,12,0.20833333333333334,0.375,10.204166666666666,0.6416666666666666,119.25
2,13,0.625,0.3333333333333333,8.670833333333333,1.6708333333333334,189.125
2,14,0.0,0.0,-3.666666666666666,1.2958333333333332,294.2916666666667
2,15,0.0,0.375,-3.2458333333333336,1.2166666666666666,275.125
2,16,0.0,0.5,-0.041666666666666775,1.4625000000000001,246.54166666666666
2,17,0.0,0.0,2.4875000000000003,1.2625000000000002,212.66666666666666
2,18,0.0,0.0,5.104166666666665,1.2916666666666667,221.875
2,19,0.0,0.0,3.004166666666665,0.5708333333333333,149.95833333333334
2,2,0.0,0.0,-3.1666666666666665,0.7083333333333331,223.83333333333334
2,20,0.0,0.0,2.2500000000000004,1.9083333333333332,315.75
2,21,0.0,0.0,1.4958333333333327,1.0375,168.5
2,22,0.0,0.7083333333333334,2.8041666666666667,0.5666666666666667,212.625
2,23,0.0,0.0,-0.03749999999999987,1.4541666666666668,303.5
2,24,0.0,0.0,-1.4791666666666667,1.0166666666666666,233.58333333333334
2,25,0.0,0.0,2.4625,1.7833333333333339,271.7916666666667
2,26,0.024999999999999998,0.25,3.795833333333333,0.8541666666666666,234.95833333333334
2,27,0.0,0.0,3.920833333333334,0.6,220.20833333333334
2,28,0.10833333333333334,0.5,0.6041666666666666,1.05,247.29166666666666
2,29,0.012500000000000002,0.375,-2.4833333333333334,1.55,313.9583333333333
2,3,0.0,0.0,0.39583333333333326,0.6750000000000002,198.08333333333334
