,val,위도,경도,0
54,1077.0,37.49795626138728,126.76973945353713,0
55,1062.0,37.50061091938317,126.76179426385221,19
56,1062.0,37.49177808784542,126.7912924363776,6
57,1057.0,37.49441357744593,126.7799551176545,37
58,1052.0,37.497878681580076,126.7572959936682,19
59,1038.0,37.48446471436909,126.77439515823687,24
60,1037.0,37.490115595039526,126.81506287728548,32
61,1027.0,37.4658388788503,126.82546173936674,40
62,1014.0,37.487189396088205,126.77776220008288,24
63,1009.0,37.486197297010676,126.76306723621047,48
64,1005.0,37.50878574431846,126.77189687787771,28
65,987.0,37.50782831350385,126.76285463581857,27
66,975.0,37.50070883282736,126.77763199576441,47
67,971.0,37.490731903977974,126.76754742515864,20
68,966.0,37.51596808802761,126.76730083689571,4
69,964.0,37.509687036604035,126.77188812300905,28
70,963.0,37.504137652964395,126.74931429040352,3
71,955.0,37.46223364067511,126.82549412881536,40
72,953.0,37.50525662441545,126.78437660559479,38
73,937.0,37.49800494799182,126.77765804358756,47
74,930.0,37.47385920150393,126.80955659422298,31
75,929.0,37.46311553901821,126.82209389013808,40
76,926.0,37.47024736737093,126.80845893916876,31
77,922.0,37.47650989845932,126.80048442606484,16
78,921.0,37.49071785635214,126.76528519339337,20
79,907.0,37.482556713249224,126.75744769031368,42
80,907.0,37.489174749903405,126.8082844836848,32
81,904.0,37.49978673597491,126.77424691341099,33
82,901.0,37.523424142948635,126.80796838725948,7
83,891.0,37.48440879641897,126.76534698263565,48
84,891.0,37.46840485475629,126.80169080944023,8
85,888.0,37.4649246385564,126.82320835471857,40
86,873.0,37.501498049471564,126.75952283609536,19
87,872.0,37.488936322331035,126.76869611613633,20
88,872.0,37.503364020346346,126.76968678340258,2
89,871.0,37.48082466394286,126.7687751820467,46
90,867.0,37.46399081382825,126.81756284722738,40
91,867.0,37.46495045719949,126.82773132126364,40
92,865.0,37.472016749336646,126.80278811226226,16
93,862.0,37.511468647408044,126.76847632224207,4
94,860.0,37.50960256351261,126.75831131123974,9
95,858.0,37.50156842321272,126.77083562203914,2
96,857.0,37.499910085934346,126.79460955737973,23
97,853.0,37.517088455145576,126.80350056137142,17
98,849.0,37.49540359321774,126.7946519470389,23
99,840.0,37.47114204884368,126.80731980447284,31
100,838.0,37.49101033497878,126.8139235149534,32
101,838.0,37.48803502751296,126.76870490280258,20
102,836.0,37.471963020957816,126.7937413810788,26
103,836.0,37.49530797313317,126.77881527585389,37
104,832.0,37.46308950568624,126.81757103940664,40
105,832.0,37.50157540100773,126.77196690279072,2
106,831.0,37.495396833608815,126.79352075376612,23
107,831.0,37.48291825261894,126.81739072715622,39
108,831.0,37.46844475630443,126.80847554546871,31
109,831.0,37.478352484702796,126.8072532528932,30
110,827.0,37.469332804242,126.80620563519301,31
111,824.0,37.499667016290026,126.75501564297207,21
112,818.0,37.49336510795167,126.75620946896014,21
113,816.0,37.46124751699653,126.81080332037114,35
114,815.0,37.50524289453399,126.78211392718748,38
115,811.0,37.48437349585859,126.75969188564012,42
116,805.0,37.47024074373397,126.8073281217532,31
117,796.0,37.489823591494385,126.76642512370545,20
118,789.0,37.464029800180334,126.82434720692773,40
119,788.0,37.49625734580128,126.78672502976923,5
120,787.0,37.49980753802176,126.77764067875887,47
121,784.0,37.49420907535258,126.74715120977028,13
122,778.0,37.48972420015829,126.75058973033305,13
123,775.0,37.50701789255846,126.77757120397352,1
124,772.0,37.47638762633811,126.7801281065672,25
125,772.0,37.52875831359617,126.79546973687351,41
126,769.0,37.490102457440145,126.8128006407877,32
127,768.0,37.49604040468434,126.751657879954,21
128,768.0,37.496998677856176,126.76069854553707,29
129,766.0,37.495287206943225,126.77542171324428,33
130,763.0,37.462142224070355,126.80966435150278,35
131,758.0,37.47381935713632,126.8027713672321,16
132,758.0,37.47652326779015,126.80274624689008,16
133,747.0,37.46395802769703,126.81190922417164,35
134,745.0,37.494194636040646,126.74488888361836,13
135,742.0,37.528710787833425,126.78754786602195,14
136,738.0,37.498857554896155,126.76973067615879,2
137,738.0,37.50156143458512,126.76970434167801,2
138,738.0,37.49010903165407,126.813931758853,32
139,737.0,37.50345403338586,126.78439381188915,38
140,735.0,37.47898694030649,126.76313805252228,46
141,734.0,37.491619150069816,126.76527636478608,20
142,733.0,37.49072488557922,126.76641630907973,20
143,732.0,37.50059675843305,126.75953173700675,19
144,731.0,37.47021414097927,126.80280485580096,8
145,728.0,37.47476050648461,126.80954830261706,31
146,728.0,37.46214882414236,126.81079504750309,35
147,727.0,37.496963144680045,126.75504250526221,21
148,724.0,37.49694885559474,126.75278009193951,21
149,723.0,37.48266212093998,126.77441259142648,44
150,723.0,37.5253314501191,126.82605813204414,49
151,722.0,37.497935233231615,126.76634577793872,0
152,721.0,37.480982793090746,126.79478753052956,10
153,720.0,37.485317118975956,126.76646919094587,48
154,719.0,37.46401035568697,126.82095502544392,40
155,718.0,37.49620926886036,126.77880660838505,37
156,716.0,37.478099729644704,126.76540875261746,46
157,715.0,37.50791226104677,126.7764311400028,1
158,714.0,37.50787048230607,126.76964288087034,28
159,714.0,37.51609268040478,126.78766784580013,18
160,708.0,37.48264123425549,126.77101960415108,43
161,699.0,37.515975101951454,126.76843233408673,4
162,699.0,37.494223471346324,126.74941353753401,13
163,698.0,37.500525303756405,126.74821912666194,3
164,696.0,37.528022411717984,126.82377041916466,49
165,695.0,37.4792736334304,126.81063779298674,34
166,693.0,37.479015067032385,126.76766180807616,46
167,693.0,37.481897574324385,126.7970410394412,10
168,687.0,37.49711056444799,126.77879794053015,37
169,687.0,37.48635670194833,126.78908141491921,12
170,686.0,37.50331479345478,126.76176764150536,27
171,683.0,37.481648306187246,126.75632563340021,42
172,682.0,37.526081347533996,126.80002179553999,41
173,682.0,37.49605471496778,126.75392026529266,21
174,680.0,37.463043530863104,126.809656064696,35
175,679.0,37.50602573186831,126.76287236119921,27
176,677.0,37.502399340370424,126.75951393478748,19
177,676.0,37.48892229726992,126.76643393793863,20
178,674.0,37.47119473666487,126.81636646272436,31
179,673.0,37.49151960069845,126.74944059649548,13
180,673.0,37.48983060966594,126.76755622619604,20
181,671.0,37.48539371092305,126.77891059253677,24
182,668.0,37.52251620962788,126.806845106637,7
183,668.0,37.484345060545415,126.75516781516971,42
184,667.0,37.48095570370703,126.79026362929363,12
185,666.0,37.50988473800701,126.80469898123972,17
186,660.0,37.49887848624864,126.77312439605713,33
187,657.0,37.52062636519533,126.7921512955114,22
188,657.0,37.481877337817274,126.7936480699326,12
189,655.0,37.49627778774491,126.79011864467316,5
190,653.0,37.49614667584969,126.76862580871565,0
191,653.0,37.498920056500886,126.77991184634399,47
192,652.0,37.47741789159246,126.80160694851764,16
193,650.0,37.468431499068274,126.80621396530701,8
194,650.0,37.499779780295405,126.77311565907124,2
195,648.0,37.490997175296506,126.81166125201244,32
196,648.0,37.521534436469935,126.79327436785714,22
197,647.0,37.52798987544919,126.81811195971493,49
198,643.0,37.49794225344799,126.76747700274623,0
199,641.0,37.530614569242466,126.80450658858364,41
200,641.0,37.50160320386157,126.7764920296888,47
201,641.0,37.477302684623105,126.78238129512098,25
202,639.9999999999999,37.483645992857596,126.78797602190666,12
203,639.9999999999999,37.49242089105409,126.74943157724334,13
204,638.0,37.48011510898101,126.80045081840824,10
205,637.0,37.49331498892078,126.74829140709696,13
206,637.0,37.48556953892293,126.80831772588171,45
207,634.0,37.52149361308143,126.78648484963907,15
208,633.0,37.49711746529759,126.77992915602456,37
209,632.0,37.50068107420256,126.77310692169624,2
210,630.0,37.53241715977583,126.80448984947071,41
211,630.0,37.49975884826542,126.7697218983895,2
212,629.0,37.49878707967317,126.758418302001,19
213,629.0,37.51239788229183,126.7729933004003,4
214,629.0,37.474747267888496,126.80728653164698,31
215,629.0,37.47286432318784,126.79373290013616,26
216,626.0,37.47205659112434,126.80957317632708,31
217,625.0,37.47743123970922,126.80386879724912,30
218,623.0,37.470200774677984,126.80054322505936,8
219,623.0,37.47385258783122,126.80842572213112,31
220,623.0,37.49332218127007,126.74942255758957,13
221,623.0,37.47726127653261,126.77559579672571,44
222,622.0,37.5262133274116,126.82265502629686,49
223,621.0,37.4639973385995,126.81869357293549,40
224,619.0,37.488915268497905,126.76530284942831,20
225,618.0,37.48985159921252,126.77094953601728,20
226,617.0,37.51889104943195,126.80348380622402,17
227,616.0,37.46306329926644,126.81304819451256,35
228,616.0,37.47920710500886,126.7993282702908,10
229,614.0,37.49242807234171,126.75056271454781,13
230,613.0,37.48922084370783,126.81620221243992,39
231,613.0,37.488929315214314,126.76756502684148,20
232,612.0,37.47471398200563,126.80163211071613,16
233,612.0,37.520746685032,126.81251967974191,7
234,612.0,37.51348993134804,126.80466553580412,17
235,608.0,37.520660139680814,126.79780916784472,22
236,608.0,37.48719630530815,126.778893265704,24
237,607.0,37.52345057972815,126.81249486862751,7
238,607.0,37.48813883157687,126.78567108503836,36
239,606.0,37.505187541644396,126.77306322898336,1
240,606.0,37.521541202426185,126.79440595555573,22
241,605.0,37.515259084397705,126.7989913354617,17
242,604.0,37.47900102531699,126.76539992951332,46
243,602.0,37.49535604851793,126.7867336020924,5
244,602.0,37.52711462685088,126.82264687660366,49
245,601.0,37.49968837076131,126.75840938828816,19
246,600.0,37.50788445189325,126.77190563235644,28
247,600.0,37.49082215777679,126.78225196963595,36
248,600.0,37.47811377090552,126.76767060401936,46
249,598.0,37.48354253036368,126.77101084699957,43
250,598.0,37.52878523262096,126.79999652853802,41
251,597.0,37.49449553486581,126.79352924415709,23
252,595.0,37.48523921705339,126.75402783684571,42
253,595.0,37.4720631935474,126.81070402163373,31
254,595.0,37.520713615164716,126.80686178311079,17
255,594.0,37.500722647145906,126.77989453512146,47
256,594.0,37.519704676464436,126.78876513207884,15
257,594.0,37.498794175937036,126.75954953764023,19
258,594.0,37.51608585073167,126.78653634202915,18
259,593.0,37.48735222907265,126.80490788026516,45
260,593.0,37.501623942259066,126.77988587893181,47
261,591.0,37.47112211236321,126.80392731372395,8
262,591.0,37.479077718972064,126.77784028093096,25
263,591.0,37.49969546725488,126.75954063752171,19
264,590.0,37.48826018068574,126.8060306170715,45
265,590.0,37.479267029297105,126.80950683904771,34
266,589.0,37.526000077868254,126.78644192880049,14
267,589.0,37.49886454284521,126.77086191573477,2
268,587.0,37.48740512084354,126.8139564883488,32
269,584.0,37.47815563492472,126.77445616760737,44
270,582.0,37.486336234801655,126.78568824960516,36
271,582.0,37.497124355316245,126.78106037190436,37
272,579.0,37.48445079983717,126.77213311199509,43
273,578.0,37.510581348696256,126.77074795100872,28
274,578.0,37.52889770291824,126.81923545961315,49
275,578.0,37.47728202928232,126.77898854418785,25
276,577.0,37.49876572589304,126.7550245974676,21
277,576.0,37.52612803382317,126.80794340948474,7
278,575.0,37.49514627474801,126.75279805250729,21
279,574.0,37.522469453494395,126.79892387643132,41
280,573.0,37.490095872397774,126.81166952309016,32
281,573.0,37.52962571362159,126.78980271017569,14
282,573.0,37.47829236752596,126.79707481307429,10
283,571.0,37.51710842456482,126.80689513160185,17
284,571.0,37.512362925580064,126.76733608262138,4
285,570.0,37.48008149189725,126.79479600129015,10
286,569.0,37.50608186662401,126.77192314014414,28
287,568.0,37.49103652439743,126.81844804523678,39
288,567.0,37.528891173766695,126.81810375483715,49
289,567.0,37.49794926283322,126.7686082279459,0
290,567.0,37.48352855132863,126.76874883026457,43
291,567.0,37.50605388592071,126.76739774753322,28
292,566.0,37.528805308033746,126.8033916262279,41
293,563.0,37.50782124744769,126.7617232630215,27
294,563.0,37.50615105997525,126.78323664887834,38
295,563.0,37.499638392017424,126.7504906548038,3
296,563.0,37.519772277448396,126.80008073874923,17
297,563.0,37.482010407580646,126.81626793011093,34
298,562.0,37.525253175495,126.81247832604252,7
299,561.0,37.48897119549939,126.77435156846848,24
300,561.0,37.49281294121002,126.8139070260527,32
301,561.0,37.475628632593185,126.80388551810344,16
302,561.0,37.523364025974615,126.79778382593423,41
303,561.0,37.467496862394476,126.80056841901757,8
304,560.0,37.518911020143705,126.80687845809904,17
305,559.0,37.52616105589959,126.81360171629828,7
306,559.0,37.484614916142895,126.79927776832548,10
307,559.0,37.53140783100661,126.78639041117461,14
308,559.0,37.49627098459437,126.7889874393244,5
309,558.0,37.48465497086532,126.80606396647798,45
310,557.0,37.48901956317025,126.78226921802627,36
311,557.0,37.47022080789896,126.80393567173128,8
312,556.0,37.495369686869566,126.78899598446291,5
313,556.0,37.52252284571152,126.80797671244271,7
314,555.0,37.52240173753832,126.78760786526337,15
315,555.0,37.463102543988256,126.81983246404512,40
316,553.0,37.48270360202622,126.78119857644229,25
317,553.0,37.523417506650254,126.80683676784302,7
318,552.0,37.52072025081888,126.80799336169669,17
319,552.0,37.51329220435021,126.77185309963468,4
320,551.0,37.520653406464135,126.79667759262315,22
321,550.0,37.48200385693245,126.81513693358671,34
322,549.0,37.4989269469656,126.7810430894112,47
323,547.0,37.48544176919261,126.78682787245285,36
324,547.0,37.528845166085894,126.81018183167214,7
325,547.0,37.50239224318774,126.75838264476751,19
326,547.0,37.49430187499495,126.76185636882977,29
327,546.0,37.52150044408077,126.78761643505652,15
328,546.0,37.49450229425593,126.79466042383795,23
329,546.0,37.51700079375507,126.78879079605574,18
330,546.0,37.478359110270034,126.80838419251171,30
331,545.0,37.52698934491644,126.8011450452087,41
332,544.0,37.515996078693796,126.77182682800863,4
333,543.0,37.52338416253796,126.8011786763445,41
334,543.0,37.4835772885033,126.776665895652,24
335,543.0,37.528778519129865,126.79886483005762,41
336,542.0,37.50240642672024,126.76064522520392,19
337,542.0,37.484337924652635,126.75403679854692,42
338,541.0,37.523463733069356,126.81475811152441,7
339,541.0,37.50164458316238,126.78327973164488,38
340,540.0,37.52522010027658,126.80682008914064,7
341,540.0,37.505152593982245,126.767406555237,28
342,539.0,37.53047909788557,126.78187211605905,14
343,539.0,37.50968005677618,126.77075671986908,28
344,537.0,37.46843813309635,126.80734475520269,31
345,537.0,37.52526632968751,126.81474162338665,7
346,536.0,37.47472066082703,126.80276299415769,16
347,536.0,37.46570094098662,126.80171596043492,8
348,536.0,37.486190236441495,126.76193618964088,48
349,535.0,37.528904221226185,126.82036716475409,49
350,535.0,37.48454729217555,126.78796746812988,12
351,535.0,37.500674107465656,126.77197565415058,2
352,534.0,37.506841517744434,126.74928721456423,11
353,534.0,37.49241369893764,126.74830044034066,13
354,533.0,37.496912943345144,126.74712406564305,13
355,533.0,37.4969416948061,126.7516488858778,21
356,532.0,37.48109599074027,126.81401417765757,34
357,531.0,37.495139114422905,126.75166687362965,21
358,531.0,37.52068027428935,126.8012038957644,17
359,531.0,37.4756018947972,126.79936193077107,16
360,530.0,37.49885055611558,126.76859943697376,0
361,530.0,37.486477458548066,126.8094404781283,45
362,530.0,37.51700760197172,126.78992231419552,18
363,529.0,37.48925993038572,126.82298885136656,39
364,527.0,37.5296798136626,126.79885639335835,41
365,526.0,37.48535209589194,126.77212436764827,43
366,526.0,37.48472086263171,126.8173743263712,39
367,526.0,37.501490952518594,126.7583915596714,19
368,526.0,37.52433206571767,126.8090916951041,7
369,526.0,37.5280029224865,126.82037534240268,49
370,525.0,37.5007157454028,126.77876326524985,47
371,524.0,37.523370749003696,126.79891544236216,41
372,524.0,37.52435845998562,126.8136182323953,7
373,524.0,37.48444382633228,126.77100208945805,43
374,524.0,37.527802662805975,126.78642475778835,14
375,523.0,37.518830551960036,126.7932998708157,22
376,523.0,37.49968126343597,126.75727813945166,19
377,523.0,37.50081138405918,126.794601078315,23
378,523.0,37.47563528998529,126.80501641586888,30
379,522.0,37.518789732534586,126.78651059755433,18
380,521.0,37.50075014579481,126.78441961845695,38
381,521.0,37.52978593173801,126.81696383156807,49
382,520.0,37.476529936220906,126.80387715786243,30
383,519.0,37.504341599533326,126.78212255772283,38
384,518.0,37.4899208605433,126.78226059402321,36
385,518.0,37.480067969292676,126.79253407707951,12
386,516.0,37.52598638113223,126.78417862300259,14
387,516.0,37.48736551697957,126.80717003006643,45
388,516.0,37.53070029955753,126.81921907599221,49
389,515.0,37.48462831102205,126.80153983288307,45
390,513.0,37.4774112012989,126.80047602471201,16
391,513.0,37.52883855018593,126.80905012983692,7
392,513.0,37.52615447316925,126.81247005419742,7
393,512.0,37.47295789638383,126.80956488545964,31
394,511.0,37.525993234921344,126.78531027571005,14
395,511.0,37.49152678175359,126.75057172021063,13
396,511.0,37.477444544532105,126.80613064746996,30
397,508.0,37.53050653916582,126.78639899840178,14
398,508.0,37.498885441703,126.7742556368023,33
399,507.0,37.498906243076576,126.7776493613666,47
400,507.0,37.47919366943477,126.7970663702301,10
401,507.0,37.52239490631793,126.78647626623605,15
402,507.0,37.523390853043104,126.8023102938977,41
403,507.0,37.507926100612906,126.77869389615334,1
404,506.0,37.488964242521135,126.77322047722299,24
405,506.0,37.53070681828732,126.82035080836417,49
406,504.0,37.51887768142614,126.80122070683888,17
407,504.0,37.502518335042794,126.77874592529295,47
408,503.0,37.49330778574229,126.74716025700674,13
409,502.0,37.4738658043545,126.81068746668409,31
410,502.0,37.51419349593768,126.77184434281605,4
411,502.0,37.49249928962721,126.76187410955292,29
412,502.0,37.48197094131177,126.80948195647369,34
413,501.0,37.529805519826475,126.82035898674131,49
414,501.0,37.490780729574475,126.7754652486532,24
415,501.0,37.528717609758075,126.78867956071724,14
416,501.0,37.49527330866562,126.77315934010944,33
417,499.0,37.53139413161113,126.78412694200401,14
418,499.0,37.497899969682656,126.76068965980436,19
419,498.0,37.49516769074352,126.75619159153734,21
420,498.0,37.462227181232436,126.82436342807246,40
421,497.0,37.484608202463974,126.79814673660879,10
422,497.0,37.50150513559204,126.76065411291565,19
423,496.0,37.4843592998536,126.75742984961029,42
424,496.0,37.489913983136745,126.78112948648413,36
425,496.0,37.486343068010704,126.78681930432845,36
426,496.0,37.47379928885469,126.79937875876264,16
427,495.0,37.494280622137424,126.75846286461048,29
428,495.0,37.46491166432235,126.82094687361469,40
429,495.0,37.496223059282244,126.78106901257368,37
430,494.0,37.47106171858832,126.79374986164369,26
431,494.0,37.47114867269511,126.80845063546415,31
432,493.0,37.517936021924854,126.79443990430929,22
433,492.0,37.513250157404244,126.76506436020293,4
434,491.0,37.52614787959643,126.81133839246506,7
435,491.0,37.52712111220824,126.82377855560681,49
436,491.0,37.53321724814292,126.78750499796577,14
437,491.0,37.478169503009745,126.77671802524799,44
438,491.0,37.50524976489178,126.78324526619923,38
439,490.0,37.52508508889722,126.78418723515959,14
440,490.0,37.52706235364741,126.81359345769798,7
441,489.0,37.480188114008925,126.81289144889395,34
442,488.0,37.48988636522915,126.77660506018108,24
443,488.0,37.480174937788476,126.81062951274654,34
444,488.0,37.52623275032629,126.82605002355251,49
445,488.0,37.523377461191494,126.80004705916583,41
446,486.0,37.502490617953036,126.77422074090559,2
447,486.0,37.48108283574316,126.8117522136096,34
448,486.0,37.529812027501386,126.82149070586176,49
449,486.0,37.49008927652694,126.81053840576095,32
450,485.0,37.50604686365905,126.76626640035977,27
451,485.0,37.49523135390913,126.76637223006168,0
452,484.0,37.495362873108895,126.78786479308708,5
453,484.0,37.51416550708311,126.76731846054346,4
454,484.0,37.50415917339391,126.75270823366732,3
455,483.0,37.49243524280042,126.7516938522533,13
456,482.0,37.47200338216983,126.80052642721712,16
457,482.0,37.50969400559613,126.773019526539,28
458,482.0,37.52973984666119,126.80904181567257,7
459,482.0,37.52518005222601,126.8000302171237,41
460,482.0,37.51699397469965,126.78765927829693,18
461,481.0,37.48617608282348,126.759674097687,42
462,481.0,37.511496590199535,126.77300204283593,4
463,481.0,37.48101641126283,126.80044241555856,10
464,480.0,37.50702480670018,126.77870256864222,1
465,480.0,37.51148962075635,126.77187061210184,4
466,480.0,37.505159605182655,126.76853788920408,28
467,480.0,37.505947414399145,126.7504275814622,11
468,480.0,37.518796562870776,126.78764214214578,18
469,479.0,37.518870981163886,126.80008915770756,17
470,479.0,37.52253608535564,126.8102399251658,7
471,479.0,37.490696703700905,126.76189184869592,29
472,478.0,37.526193806913646,126.81926003230816,49
473,478.0,37.47729581033274,126.78125037775858,25
474,477.0,37.500589661709775,126.75840047417827,19
475,477.0,37.4729046857066,126.80051802773487,16
476,476.0,37.485260592946304,126.75742092866268,42
477,476.0,37.488280064466686,126.80942388420358,32
478,476.0,37.508990093857626,126.80583874264109,17
479,476.0,37.502413502237246,126.76177651601624,19
480,476.0,37.49522432354431,126.76524104642459,0
481,475.0,37.48996189759095,126.78904724730258,6
482,475.0,37.478332543058094,126.80386043626335,30
483,475.0,37.52979247194477,126.81809554959385,49
484,475.0,37.496956005552725,126.75391129840116,21
485,474.0,37.52697592964585,126.79888170232874,41
486,473.0,37.482911712584354,126.81625971668251,34
487,473.0,37.530520194742095,126.78866244187049,14
488,473.0,37.47204997787987,126.80844233138966,31
489,472.0,37.47566181132591,126.8095400106418,31
490,472.0,37.481836572525175,126.78686214113476,12
491,472.0,37.52150726423962,126.78874802085562,15
492,471.0,37.52879862707292,126.80225992662378,41
493,471.0,37.478197109297156,126.78124174516716,25
494,471.0,37.516003049264825,126.77295832676364,4
495,471.0,37.5123909126231,126.7718618560633,4
496,470.0,37.4853451221613,126.77099333152648,43
497,469.0,37.52428545834182,126.80117026912231,41
498,469.0,37.47997901698761,126.77783160682665,25
499,468.0,37.50774280572501,126.74927818848049,11
500,468.0,37.49963120887003,126.74935940876335,3
501,468.0,37.49517480774872,126.75732277201112,21
502,467.0,37.496174603270774,126.77315060467994,33
503,467.0,37.47993734509343,126.77104587326552,46
504,467.0,37.49008266982768,126.80940728880077,32
505,467.0,37.51981895316336,126.8080016857675,17
506,466.0,37.53152917357515,126.80676170197997,7
507,465.0,37.51802298160463,126.80914987092831,17
508,465.0,37.49353291610753,126.78335725645073,37
509,465.0,37.480831658193885,126.76990614947007,46
510,464.0,37.53071982321399,126.82261427420049,49
511,463.0,37.46839146768061,126.79942923374477,8
512,462.0,37.49342173708632,126.7652587063918,20
513,462.0,37.52622628686399,126.82491835743866,49
514,462.0,37.489181367216894,126.809415586687,32
515,461.0,37.47814868464693,126.77332523936892,44
516,461.0,37.48102310242278,126.80157339368955,10
517,461.0,37.53049284021361,126.784135556463,14
518,461.0,37.526200324588864,126.82039169660706,49
519,461.0,37.51797638478529,126.80122911181452,17
520,461.0,37.532423819911706,126.80562160428462,7
521,460.0,37.49448876464567,126.79239806485428,23
522,460.0,37.478162574379,126.77558709623392,44
523,460.0,37.48806294679929,126.77322920954052,24
524,460.0,37.47748419923681,126.812916207021,34
525,460.0,37.4873787615771,126.80943218135073,32
526,460.0,37.48725118929232,126.78794180451351,36
527,459.0,37.489067400278614,126.7901868864044,6
528,459.0,37.49984884965205,126.78442821987996,5
529,459.0,37.480838641620366,126.771037117284,46
530,459.0,37.494244984115106,126.75280703219124,21
531,458.0,37.489975489981155,126.79130946811264,6
532,458.0,37.48830642458644,126.81394824555065,32
533,458.0,37.478345848311726,126.8061223136452,30
534,458.0,37.48009497120412,126.79705792700987,10
535,457.0,37.51690434065903,126.7729495823808,4
536,457.0,37.49877997257785,126.75728706675869,19
537,456.0,37.492692936961326,126.79354622380444,6
538,455.0,37.49265897975904,126.7878904669926,6
539,455.0,37.52063314177283,126.79328286922191,22
540,455.0,37.51870692302857,126.77293209244671,4
541,455.0,37.49521023032439,126.76297868033087,29
542,454.0,37.53062787780807,126.80677004411757,7
543,454.0,37.505961751446726,126.75269026509822,11
544,454.0,37.4891879737023,126.81054669005877,32
545,454.0,37.47839863637197,126.81516983797115,34
546,454.0,37.487133732555286,126.76871368907757,43
547,452.0,37.494454751095056,126.78674217403379,5
548,452.0,37.48015509227349,126.80723661129294,30
549,451.0,37.48618316504576,126.7608051434662,48
550,451.0,37.52247616546496,126.80005547962428,41
551,450.0,37.52971993325593,126.80564667154621,7
552,450.0,37.48524635317717,126.75515886705305,42
553,450.0,37.50261397989035,126.7945841190526,23
554,450.0,37.48538680215038,126.77777955408727,24
555,450.0,37.5297990013076,126.81922726798513,49
556,450.0,37.49261098484703,126.77997242348069,37
557,449.0,37.488145665228316,126.78680216693472,36
558,449.0,37.4729180533062,126.80277973993364,16
559,449.0,37.490863196152844,126.78903870444724,6
560,448.00000000000006,37.48545540268889,126.78908995587231,12
561,447.0,37.52968652737092,126.79998810545368,41
562,447.0,37.501617040292594,126.77875459546448,47
563,447.0,37.51691130061704,126.77408109513128,4
564,446.0,37.490154747953795,126.82184959555687,39
565,446.0,37.485331142221156,126.76873126045359,43
566,446.0,37.52152765967314,126.79214278053722,22
567,445.0,37.522529470954105,126.80910831861914,7
568,445.0,37.52261461256848,126.82381923238165,49
569,445.0,37.52779581941621,126.78529307747152,14
570,445.0,37.501651441798046,126.78441101665085,38
571,445.0,37.477464420590294,126.80952342558344,30
572,444.0,37.4774378975324,126.80499972217359,30
573,444.0,37.48257090833515,126.75970967200877,42
574,444.0,37.489982269933904,126.79244057908684,6
575,444.0,37.506976180178256,126.77078302410685,28
576,444.0,37.528923711088325,126.82376228236014,49
577,443.0,37.49170278882876,126.778849941869,37
578,442.0,37.47997209873249,126.77670065026379,44
579,441.0,37.524417212842586,126.82380296275885,49
