,시설명,소재지,lat,lon
0,부천시청소년수련관,장말로 107 (복사골문화센터 2층),37.4947834384595, 126.754214175503
1,산울림청소년수련관,역곡로 149-65(춘의동),37.4984207334453, 126.804987034098
2,소사청소년수련관,소사동로 125(괴안동),37.4761041966323, 126.807488686546
3,부천여성청소년센터,부천로122번길 60(원미동),37.4944982820669, 126.788533185093
4,고리울청소년문화의집,고강로132번길 28(고강동),37.5300647229069, 126.818650787833
5,송내동청소년문화의집,경인로92번길 33(송내어울마당 3층),37.4825048789853, 126.76655802947
