,정류소id,val,정류소명,위도,경도
172,210000189.0,301.0,부천정보산업고교,37.4957333,126.7478333
173,210000190.0,563.0,상동우체국,37.4975,126.7505667
174,210000191.0,912.0,행복한마을.푸른마을.상일중학교,37.5017,126.7521167
175,210000192.0,810.0,상동역3번출구.홈플러스상동점,37.5044833,126.7527
176,210000193.0,447.0,상동역6번출구.세이브존,37.5064667,126.7531667
177,210000194.0,768.0,진달래마을써미트빌,37.5082333,126.7534667
178,210000195.0,231.0,라일락마을.석천초교,37.5095167,126.7528833
179,210000196.0,231.0,라일락마을어린이공원,37.5097667,126.7510667
180,210000197.0,104.0,아인스월드.영상문화단지후문,37.5109,126.7485333
181,210000198.0,104.0,라일락마을경남아파트,37.5127167,126.7516167
182,210000199.0,104.0,라일락마을하이타운로즈빌,37.5124667,126.75355
183,210000200.0,485.0,다정한마을.금강아파트,37.5137667,126.7546167
184,210000201.0,485.0,다정한마을.레미안아파트,37.5154,126.7589833
185,210000202.0,286.0,부천체육관북문,37.5151833,126.7623667
186,210000203.0,181.0,부천테크노파크2단지200동앞,37.51785,126.7627667
187,210000204.0,485.0,다정한마을.레미안아파트,37.5152667,126.7580833
188,210000205.0,485.0,다정한마을.금강주공아파트,37.5143,126.7550667
189,210000206.0,104.0,라일락마을하이타운로즈빌,37.5123333,126.75265
190,210000207.0,104.0,라일락마을경남아파트,37.5125833,126.7506167
191,210000208.0,104.0,아인스월드.영상문화단지후문,37.5104667,126.7494167
192,210000209.0,104.0,라일락마을어린이공원,37.5100167,126.7511
193,210000210.0,104.0,라일락마을.석천초교,37.5097833,126.7530167
194,210000211.0,641.0,써미트빌.진달래마을,37.5082167,126.7537833
195,210000212.0,912.0,행복한마을.푸른마을,37.5016667,126.7524833
196,210000213.0,301.0,부천정보산업고,37.4961667,126.7482
197,210000214.0,147.0,부인초교,37.4898167,126.7481167
198,210000215.0,92.0,덕유마을상가,37.5107833,126.7663333
199,210000216.0,92.0,덕유마을3단지,37.5106,126.7678667
200,210000217.0,267.0,중흥마을.은하마을,37.5063333,126.7695667
201,210000218.0,1196.0,계룡리슈빌,37.5036333,126.7699
202,210000219.0,218.0,중앙공원.미리내마을,37.4998833,126.76855
203,210000220.0,295.0,그린타운상가.무지개마을,37.4969667,126.7679
204,210000221.0,193.0,중동시장앞.넘말,37.4958833,126.7652333
205,210000222.0,193.0,영안아파트,37.4962333,126.7623833
206,210000223.0,119.0,사랑마을후문,37.49665,126.7594667
207,210000225.0,119.0,보람마을.신도초교,37.49725,126.7574167
208,210000226.0,119.0,보람마을,37.49685,126.7603
209,210000227.0,282.0,영안아파트,37.4965167,126.7627667
210,210000229.0,164.0,삼산체육관역.상동호수공원,37.5067333,126.7443333
211,210000231.0,262.0,풍림마을,37.49755,126.7474167
212,210000232.0,166.0,상지초등학교,37.4933333,126.7615667
213,210000233.0,166.0,상동시장,37.4929,126.7645667
214,210000234.0,166.0,팰리스카운티.장말문예사거리,37.4926333,126.76645
215,210000235.0,209.0,복사골마을,37.4943667,126.76705
216,210000237.0,190.0,부천보건소.건영아파트,37.4952167,126.78075
217,210000238.0,190.0,원미고등학교,37.4974,126.7815667
218,210000239.0,193.0,심원초등학교,37.5000667,126.7808333
219,210000240.0,193.0,꿈마을,37.5011667,126.7805333
220,210000241.0,502.0,신중동역1번출구.꿈마을.삼환아파트,37.5023667,126.7794
221,210000242.0,159.0,병원앞,37.4966667,126.7446
222,210000243.0,159.0,벚꽃마을,37.4932333,126.7440833
223,210000244.0,159.0,상동고,37.4909167,126.7444
224,210000245.0,347.0,자동차매매단지,37.48905,126.7473667
225,210000246.0,347.0,자동차매매단지,37.4888,126.74755
226,210000247.0,159.0,상동고,37.49045,126.744
227,210000248.0,159.0,벚꽃마을,37.4931833,126.7438333
228,210000249.0,159.0,병원앞,37.4963667,126.7443333
229,210000250.0,262.0,상동중학교,37.49745,126.7455167
230,210000251.0,457.0,홈플러스상동점,37.50325,126.7548667
231,210000253.0,87.0,쌍용아파트,37.5117667,126.7588333
232,210000255.0,641.0,상동역7번출구.세이브존,37.50665,126.7534667
233,210000256.0,627.0,하얀마을.백송마을,37.49865,126.7518167
234,210000257.0,460.0,부천정보산업고.상동우체국,37.4971833,126.7487333
235,210000258.0,360.0,상도중학교,37.4935833,126.76005
236,210000259.0,644.0,중동역.부천여고,37.4882833,126.7627833
237,210000260.0,730.0,하얀마을.백송마을,37.4990333,126.7515667
238,210000261.0,194.0,풍림아파트.산림욕장삼거리,37.49245,126.7951
239,210000262.0,194.0,소사동주민센터입구.부천성모병원후문,37.487,126.7941
240,210000264.0,364.0,부천초등학교,37.5152167,126.7649167
241,210000265.0,364.0,부천아이파크,37.5152167,126.76735
242,210000266.0,63.0,씨에스아이엔테크,37.5144167,126.7803833
243,210000267.0,63.0,부천대우테크노파크,37.5113167,126.7803833
244,210000268.0,63.0,현대자동차학원,37.5087833,126.7803833
245,210000269.0,63.0,강남시장,37.5059,126.7804
246,210000270.0,63.0,심원고등학교,37.5038833,126.7803833
247,210000271.0,340.0,부천역.심곡2동행정복지센터,37.48535,126.7858667
248,210000272.0,63.0,심원고등학교,37.5041,126.78015
249,210000273.0,63.0,강남시장,37.50605,126.78015
250,210000274.0,63.0,현대자동차학원,37.5090667,126.7801667
251,210000275.0,63.0,부천대우테크노파크,37.5107,126.78015
252,210000276.0,63.0,씨에스아이엔테크,37.5141167,126.7801667
253,210000277.0,301.0,부천아이파크,37.51495,126.7681
254,210000278.0,364.0,부천초등학교,37.51495,126.7652
255,210000279.0,174.0,역곡1동주민센터입구,37.4886167,126.8168667
256,210000280.0,174.0,역곡역.역곡북부시장입구,37.4860833,126.8124833
257,210000281.0,683.0,솔안공원,37.4884333,126.7587
258,210000282.0,644.0,상동시장.중동역.부천여고,37.4885167,126.76265
259,210000283.0,683.0,솔안공원,37.4881333,126.7586333
260,210000285.0,1148.0,반달마을.법원.검찰청,37.493,126.7545667
261,210000286.0,360.0,꿈동산.사랑마을,37.4939667,126.75705
262,210000287.0,541.0,상동주민센터.삼광교회,37.4942667,126.7608167
263,210000288.0,651.0,부명고.순천향대학병원,37.4976167,126.7615
264,210000289.0,786.0,경기국제통상고.포도마을뉴서울.중앙공원,37.5009167,126.7621833
265,210000291.0,218.0,은하마을.덕유마을,37.5082333,126.7644667
266,210000292.0,218.0,중흥고교,37.5076833,126.7687
267,210000293.0,218.0,설악마을.중흥마을,37.5073167,126.7713333
268,210000294.0,218.0,부천교육지원청.부천세무서,37.5070833,126.7733833
269,210000295.0,419.0,부천세무서,37.5075167,126.77475
270,210000296.0,506.0,손가면옥,37.5117833,126.7748833
271,210000297.0,266.0,역곡2동주민센터입구,37.48435,126.80655
272,210000298.0,266.0,역곡역북부,37.4856333,126.8106
273,210000299.0,92.0,역곡시장,37.4874833,126.8106667
274,210000300.0,176.0,양문교회,37.4892333,126.8097833
275,210000301.0,176.0,역곡초.중.고등학교,37.4912,126.8088667
276,210000302.0,176.0,밤골.부천산울림청소년수련관,37.4985333,126.8086167
277,210000303.0,176.0,밤골.부천산울림청소년수련관,37.4989667,126.8089833
278,210000304.0,176.0,역곡안동네,37.4932,126.80875
279,210000305.0,176.0,역곡초.중.고등학교,37.49065,126.8093667
280,210000306.0,92.0,농협사거리(마),37.4875667,126.8108333
281,210000307.0,266.0,역곡역북부,37.4855167,126.8107667
282,210000308.0,266.0,역곡2동주민센터입구,37.4844333,126.8074833
283,210000309.0,266.0,가톨릭대학교입구.보람쉬움아파트,37.4836333,126.8049833
284,210000310.0,266.0,대진아파트,37.48315,126.80255
285,210000311.0,266.0,금강맨션,37.4838667,126.79965
286,210000312.0,266.0,대화아파트,37.4840667,126.7959833
287,210000313.0,92.0,세일병원입구,37.4900667,126.7828167
288,210000314.0,92.0,부천대후문,37.4905,126.7799167
289,210000315.0,92.0,심곡초등학교,37.4909333,126.7768333
290,210000316.0,92.0,부천상공회의소,37.4913167,126.7742333
291,210000317.0,92.0,부천중학교,37.4917333,126.7713333
292,210000318.0,92.0,팰리스카운티.부천중학교,37.4921833,126.7680667
293,210000320.0,209.0,복사골마을,37.4945167,126.7673833
294,210000321.0,166.0,상동시장,37.4927167,126.7644333
295,210000323.0,103.0,상일초교,37.5008167,126.7496667
296,210000324.0,164.0,상동역4번출구.상동지하차도,37.5056,126.7515
297,210000327.0,1359.0,상동역1번출구.부천터미널소풍.홈플러스,37.5055833,126.7538833
298,210000328.0,1261.0,상동역2번출구.홈플러스상동점,37.50445,126.7530167
299,210000329.0,304.0,중4동행정복지센터.고용노동지청,37.5063833,126.76335
300,210000330.0,164.0,아인스월드,37.5112833,126.7441167
301,210000332.0,156.0,상인초등학교.금강아파트,37.512,126.7549833
302,210000333.0,69.0,진달래공원,37.5094833,126.75525
303,210000334.0,69.0,석천중학교.진달래신동아아파트,37.5091833,126.7575333
304,210000335.0,151.0,부천터미널소풍,37.50445,126.7584
305,210000337.0,159.0,상동중학교,37.4972833,126.7453167
306,210000338.0,506.0,약대초등학교입구,37.5133667,126.7750167
307,210000339.0,669.0,부천역.국민은행,37.4862167,126.7815333
308,210000340.0,975.0,노마즈하우스.우리은행,37.4886333,126.78355
309,210000341.0,719.0,대성병원,37.4917333,126.78425
310,210000342.0,719.0,부천북초등학교,37.49415,126.7848
311,210000343.0,719.0,원미1동행정복지센터.원미어울마당,37.4975167,126.7855667
312,210000344.0,719.0,춘의테크노파크단지앞,37.5002667,126.7861833
313,210000345.0,402.0,춘의역6번출구,37.5046667,126.7866167
314,210000346.0,402.0,공구상가.부천천문과학관,37.5082333,126.78535
315,210000347.0,402.0,온반도체,37.5109167,126.7845333
316,210000348.0,402.0,도당동주민센터,37.5156833,126.78455
317,210000349.0,402.0,북중학교,37.51785,126.78455
318,210000350.0,621.0,복지아파트,37.5202333,126.7894167
319,210000351.0,621.0,KT북부천지사.365안전교육장,37.5202167,126.7935667
320,210000352.0,621.0,북부도서관,37.5200833,126.79495
321,210000353.0,621.0,KT북부천지사.365안전교육장,37.5200833,126.7928167
322,210000354.0,621.0,도당동장미원입구,37.5201,126.7904833
323,210000355.0,402.0,도당동주민센터,37.5164,126.78485
324,210000356.0,402.0,온반도체,37.5117,126.78485
325,210000357.0,402.0,공구상가.부천천문과학관,37.5089333,126.7855333
326,210000358.0,402.0,춘의역7번출구,37.5044167,126.7870333
327,210000359.0,719.0,춘의테크노파크단지앞,37.49965,126.7864333
328,210000360.0,719.0,원미1동행정복지센터.원미어울마당,37.4973833,126.7859
329,210000361.0,719.0,부천북초등학교,37.49445,126.7852167
330,210000362.0,719.0,대성병원,37.4914667,126.7845667
331,210000363.0,975.0,부천역북부.농협,37.4868333,126.7834667
332,210000364.0,596.0,부천대입구,37.4864833,126.7778667
333,210000365.0,612.0,KT부천지사,37.4868667,126.77525
334,210000366.0,674.0,시민운동장,37.4873167,126.77225
335,210000367.0,523.0,중동행정복지센터.시민회관,37.48775,126.7693167
336,210000368.0,674.0,팰리스카운티.부천서초교입구,37.48815,126.7664667
337,210000369.0,350.0,농협신흥지점,37.5137,126.7754
338,210000370.0,506.0,손가면옥,37.5110667,126.77525
339,210000371.0,506.0,나성빌딩,37.5088667,126.77515
340,210000372.0,350.0,도당사거리,37.5178833,126.7833333
341,210000373.0,413.0,KEB하나은행도당동지점,37.5166,126.7798167
342,210000374.0,413.0,약대오거리.동부하이텍,37.5152333,126.7763167
343,210000375.0,621.0,복지아파트,37.5199167,126.7879333
344,210000376.0,785.0,도당사거리.북중학교,37.5189333,126.7856667
345,210000377.0,201.0,부천상록학교,37.5066667,126.8046667
346,210000378.0,201.0,부천종합운동장역1번출구,37.5058667,126.80025
347,210000379.0,187.0,근화아파트,37.5208833,126.7957
348,210000381.0,403.0,하얀마을,37.4992833,126.75635
349,210000382.0,89.0,까치울역2번출구,37.50615,126.8105833
350,210000386.0,176.0,역곡안동네,37.4935833,126.8084667
351,210000387.0,176.0,양문교회,37.4892167,126.8099833
352,210000388.0,603.0,소사역,37.4827,126.7949
353,210000389.0,187.0,근화아파트,37.5206833,126.7959167
354,210000390.0,209.0,부천체육관북문,37.5149167,126.7619833
355,210000391.0,444.0,부천테크노파크4단지403동앞,37.5164167,126.7635667
356,210000392.0,215.0,부천테크노파크4단지401동앞,37.5178333,126.7646833
357,210000393.0,221.0,도당소공원,37.52065,126.7892167
358,210000394.0,221.0,도당교,37.5218833,126.7948833
359,210000395.0,221.0,도당교,37.5220667,126.7949833
360,210000396.0,448.0,부천테크노파크2단지201동앞,37.5163833,126.7632167
361,210000400.0,103.0,심곡2동행정복지센터.원미초교,37.4884333,126.78755
362,210000401.0,103.0,심곡2동행정복지센터.원미초교,37.48845,126.7869
363,210000402.0,103.0,부천시민학습원,37.4899667,126.7855833
364,210000403.0,103.0,부천시민학습원,37.4896667,126.7853333
365,210000404.0,669.0,부천대입구,37.4866167,126.7786167
366,210000406.0,991.0,부천시청역5번출구,37.50465,126.76575
367,210000410.0,103.0,국민은행(마),37.48655,126.8133167
368,210000411.0,84.0,역곡감리교회.역곡2동성당,37.4876333,126.8090167
369,210000412.0,84.0,역곡감리교회.역곡2동성당,37.4874833,126.80895
370,210000415.0,103.0,국민은행(마),37.4863833,126.8133833
371,210000420.0,84.0,역곡2동주민센터,37.4868167,126.80685
372,210000421.0,84.0,가톨릭대학교,37.4858333,126.8046
373,210000422.0,84.0,가톨릭대학교정문,37.4855667,126.8048667
374,210000434.0,84.0,역곡2동주민센터,37.4867333,126.8062
375,210000437.0,427.0,풍림아파트.다문화가족지원센터,37.49155,126.7905667
376,210000439.0,166.0,상지초등학교,37.4931667,126.7613667
377,210000453.0,776.0,신중동역3번출구.원미경찰서.롯데백화점,37.50155,126.7763667
378,210000454.0,87.0,천화사.심원고등학교,37.5039667,126.7811333
379,210000455.0,87.0,천화사.심원고등학교,37.5040333,126.78135
380,210000461.0,396.0,다정한마을주공아파트,37.5156667,126.7573
381,210000463.0,276.0,부천테크노파크2단지,37.5174667,126.7613333
382,210000465.0,640.0,부천역북부,37.4855667,126.7843333
383,210000472.0,971.0,송내역.영화의거리,37.4895,126.7543167
384,210000474.0,427.0,풍림아파트.다문화가족지원센터,37.4916167,126.7907833
385,210000481.0,675.0,부천역북부(기점),37.4854333,126.7846167
386,210000482.0,117.0,부천시청,37.5025333,126.76905
387,210000487.0,156.0,대림아파트,37.51165,126.75775
388,210000488.0,709.0,포도마을사거리.현대백화점.이마트,37.5026833,126.7625833
389,210000494.0,103.0,웅진플레이도시.상동호수공원,37.5013833,126.74535
390,210000530.0,106.0,조마루사거리,37.4981333,126.7853333
391,210000533.0,59.0,부천터미널소풍,37.5044167,126.7563833
392,210000537.0,1194.0,송내역.로데오거리,37.48965,126.7536833
393,210000538.0,81.0,상1동주민센터입구,37.4905667,126.7511833
394,210000539.0,81.0,상1동주민센터입구,37.4908,126.7514
395,210000540.0,197.0,팰리스카운티정문,37.4892667,126.7656
396,210000541.0,197.0,팰리스카운티정문,37.4900667,126.7657333
397,210000542.0,177.0,중앙그린빌아파트,37.5021667,126.7939333
398,210000543.0,177.0,중앙그린빌아파트,37.50215,126.7940833
399,210000548.0,59.0,아인스월드,37.5119,126.7453
400,210000549.0,119.0,사랑마을.신도초교,37.49685,126.7575833
401,210000552.0,167.0,경남아파트,37.4974,126.75435
402,210000553.0,167.0,한국아파트,37.49715,126.7540167
403,210000554.0,123.0,팰리스카운티.장말문예사거리,37.49245,126.7662333
404,210000555.0,123.0,신흥시장,37.51495,126.7691333
405,210000556.0,123.0,신흥시장,37.5152167,126.7693167
406,210000557.0,106.0,원미1동행정복지센터.원미어울마당,37.4978333,126.7873667
407,210000558.0,106.0,원미1동행정복지센터.원미어울마당,37.4977833,126.7865167
408,210000559.0,106.0,원미지구대,37.4973833,126.79055
409,210000560.0,106.0,원미지구대,37.4972833,126.7900833
410,210000561.0,165.0,부천터미널소풍,37.5044167,126.7561333
411,210000564.0,596.0,부천상상거리,37.4861667,126.7802333
412,210000568.0,675.0,송내역A,37.4878167,126.7540167
413,210000569.0,894.0,송내역B,37.4878333,126.7537
