,정류소id,val,정류소명,위도,경도
414,210000570.0,542.0,송내역C,37.4878333,126.7533333
415,210000571.0,483.0,위브더스테이트9단지,37.4965333,126.7782667
416,210000572.0,572.0,루미아트,37.4962,126.7777167
417,210000576.0,103.0,부개6단지후문.웅진플레이,37.4987667,126.7431667
418,210000579.0,103.0,부평디자인과학고등학교,37.50065,126.7436333
419,210000600.0,112.0,부천터미널소풍(시외.고속),37.5041167,126.75655
420,210000601.0,56.0,부천터미널소풍(시외.고속),37.5041833,126.7565667
421,210000610.0,106.0,원미어울마당,37.4985,126.7829333
422,210000615.0,106.0,원미고등학교,37.4983,126.7830333
423,211000001.0,676.0,소사역,37.4827333,126.7951833
424,211000002.0,1446.0,부천역남부광장,37.4829833,126.7816667
425,211000003.0,1452.0,부천자유시장,37.48325,126.7787167
426,211000004.0,503.0,소사경찰서,37.48385,126.7718667
427,211000005.0,503.0,송내사회체육관.부천고.부천공고,37.4838667,126.7673333
428,211000006.0,843.0,중동역,37.4847167,126.7638
429,211000007.0,373.0,소중3길사거리,37.472,126.79575
430,211000008.0,500.0,양우아파트,37.47015,126.7964
431,211000009.0,412.0,복사초등학교.한울빛도서관,37.4671,126.7983
432,211000011.0,623.0,한울빛도서관.복사초등학교,37.4668833,126.7980667
433,211000012.0,500.0,양우아파트,37.4699667,126.7962
434,211000013.0,373.0,소중3길사거리,37.4720167,126.7953833
435,211000015.0,695.0,소사종합시장,37.4774833,126.7953833
436,211000016.0,470.0,소사3거리.세종병원,37.4815333,126.7935333
437,211000017.0,1697.0,부천역전우체국,37.4827667,126.7856667
438,211000018.0,613.0,부원초등학교,37.4781667,126.7927333
439,211000019.0,697.0,세종병원.서울신학대학교,37.48025,126.7932833
440,211000020.0,697.0,세종병원.서울신학대학교,37.48075,126.7934167
441,211000021.0,613.0,부원초등학교,37.47835,126.7929667
442,211000022.0,613.0,소사본동행정복지센터,37.4761333,126.7923833
443,211000023.0,613.0,진영고등학교,37.4738833,126.7921833
444,211000024.0,127.0,소사구종점,37.4725833,126.7946
445,211000025.0,350.0,소사중학교.주공뜨란채4단지,37.4701333,126.8002333
446,211000026.0,387.0,부천범박힐스테이트1.2단지,37.4744833,126.8087333
447,211000027.0,387.0,부천범박힐스테이트3.4단지,37.4723667,126.8093167
448,211000028.0,387.0,범박동주민센터,37.4699333,126.8092667
449,211000029.0,387.0,부천범박힐스테이트5.6단지,37.4683167,126.8094333
450,211000030.0,387.0,계수농협,37.4661167,126.8104167
451,211000031.0,604.0,자이.호반베르디움,37.4632667,126.8119333
452,211000032.0,123.0,범박휴먼시아1단지,37.47685,126.8151
453,211000033.0,163.0,전진아파트,37.4733667,126.77065
454,211000034.0,163.0,정명고교후문,37.4757667,126.77045
455,211000035.0,163.0,대진아파트,37.4771333,126.7724667
456,211000036.0,163.0,대진아파트입구,37.4767,126.7733167
457,211000037.0,163.0,정명고.경기경영고,37.4755667,126.7740167
458,211000038.0,163.0,정명공원,37.4763,126.77455
459,211000039.0,163.0,심곡약국,37.47765,126.7748167
460,211000040.0,163.0,심곡약국,37.4773,126.7750667
461,211000041.0,163.0,정명공원,37.4762833,126.7746667
462,211000042.0,163.0,정명고.경기경영고,37.4755167,126.7741
463,211000043.0,163.0,대진아파트,37.4768167,126.7727833
464,211000044.0,163.0,정명고교후문,37.4756667,126.77055
465,211000045.0,163.0,전진아파트,37.4735667,126.7707
466,211000047.0,148.0,깊은구지,37.4812833,126.7757833
467,211000048.0,208.0,송내사거리.송일초등학교,37.48355,126.7624
468,211000049.0,84.0,송내역남부,37.4869667,126.753
469,211000051.0,398.0,신한일전기,37.4827833,126.7638667
470,211000052.0,482.0,동신아파트,37.4800333,126.7644667
471,211000053.0,482.0,송내e편한세상.부천고,37.4796833,126.7672667
472,211000054.0,482.0,성주초교.부천공고,37.4797167,126.76905
473,211000055.0,482.0,부천남중학교,37.4793333,126.7724167
474,211000056.0,561.0,깊은구지사거리,37.4788833,126.77545
475,211000057.0,561.0,소림사,37.4784833,126.7781333
476,211000058.0,561.0,극동아파트,37.4782,126.7803
477,211000059.0,561.0,심곡본동행정복지센터.일신교회,37.4794833,126.78145
478,211000060.0,561.0,부천역남부.부천남초교,37.4820333,126.7819833
479,211000061.0,201.0,소사초등학교정문,37.4752667,126.7968333
480,211000062.0,562.0,KCC스위첸아파트.한신아파트,37.4752667,126.7996667
481,211000063.0,562.0,삼익세라믹아파트.SKVIEW아파트,37.4765333,126.8013833
482,211000064.0,391.0,조공아파트,37.4789833,126.8041833
483,211000065.0,609.0,괴안사거리.삼오유치원,37.4792667,126.8074167
484,211000066.0,609.0,신일해피트리아파트,37.4784667,126.8106
485,211000067.0,758.0,부안초교.동원주택,37.4791333,126.81295
486,211000068.0,746.0,한양슈퍼,37.4812833,126.8144167
487,211000069.0,221.0,역곡역남부,37.484,126.8125667
488,211000070.0,598.0,역곡고가입구,37.4868167,126.8172
489,211000071.0,630.0,유한대학교,37.4878833,126.8198
490,211000072.0,784.0,유한대학교,37.48765,126.8201
491,211000073.0,598.0,역곡고가입구,37.4862167,126.8166667
492,211000074.0,221.0,역곡역남부,37.4847333,126.81315
493,211000075.0,489.0,한양슈퍼,37.4816667,126.8143167
494,211000076.0,370.0,부안초교.동원주택,37.4788667,126.8128167
495,211000077.0,221.0,신일해피트리아파트,37.4784167,126.8101333
496,211000078.0,221.0,괴안사거리.삼오유치원,37.4790833,126.80765
497,211000079.0,391.0,조공아파트,37.4788167,126.8040333
498,211000080.0,562.0,삼익세라믹아파트.SKVIEW아파트,37.4767167,126.8017167
499,211000081.0,562.0,한신아파트.KCC스위첸아파트,37.47515,126.79945
500,211000082.0,201.0,소사초등학교정문,37.47515,126.7965333
501,211000083.0,413.0,부천역남부.부천남초교,37.4819,126.7821333
502,211000084.0,413.0,극동아파트,37.4781,126.7805667
503,211000085.0,413.0,소림사,37.4784333,126.77775
504,211000086.0,413.0,깊은구지사거리,37.4787333,126.7756167
505,211000087.0,482.0,부천남중학교,37.4792167,126.7724333
506,211000088.0,482.0,성주초교.부천공고,37.4796,126.7691
507,211000089.0,482.0,송내e편한세상.부천고,37.47955,126.7671
508,211000090.0,482.0,동신아파트,37.4799167,126.7645
509,211000091.0,398.0,신한일전기,37.4815833,126.7638333
510,211000092.0,350.0,옥길브리즈힐후문,37.46135,126.8201833
511,211000093.0,177.0,소사고등학교,37.4655167,126.79925
512,211000095.0,144.0,송내역남부,37.4864833,126.75365
513,211000096.0,346.0,중앙병원입구.송내자이아파트,37.4833833,126.7575167
514,211000097.0,352.0,송내사거리.중동역,37.48385,126.76235
515,211000098.0,346.0,중앙병원입구.송내자이아파트,37.4831167,126.7578333
516,211000099.0,843.0,중동역,37.4847,126.7642
517,211000100.0,503.0,송내사회체육관.부천고.부천공고,37.4841667,126.7670167
518,211000101.0,503.0,영스포렉스,37.48425,126.7696167
519,211000102.0,587.0,심곡고가사거리,37.4840333,126.7751833
520,211000103.0,1389.0,자유시장,37.4835333,126.7788833
521,211000104.0,1086.0,부천역남부광장,37.48335,126.7813833
522,211000105.0,1211.0,소명지하차도입구,37.4825833,126.7910667
523,211000106.0,466.0,소사삼거리.세종병원.서울신학대학,37.4814167,126.7943667
524,211000107.0,701.0,소사종합시장,37.4778167,126.7957
525,211000108.0,494.0,소사초교앞사거리,37.4745,126.7957167
526,211000109.0,148.0,깊은구지사거리심곡고가방면,37.4792,126.77525
527,211000110.0,105.0,소사어울마당삼거리,37.4812333,126.79925
528,211000112.0,309.0,부천역남부,37.4831833,126.7836833
529,211000113.0,695.0,하나은행,37.4758167,126.7957167
530,211000114.0,121.0,복사골신협,37.4752833,126.7938167
531,211000118.0,902.0,역곡역.역곡남부시장,37.4842167,126.8119833
532,211000119.0,429.0,괴안동입구.성심고가,37.48185,126.8053167
533,211000120.0,534.0,소사역,37.4824,126.79495
534,211000121.0,429.0,소사어울마당삼거리.MJ컨벤션,37.4823167,126.7985167
535,211000122.0,429.0,괴안동입구.성심고가,37.48215,126.8049
536,211000123.0,429.0,소사어울마당삼거리.MJ컨벤션,37.4819667,126.7997833
537,211000124.0,603.0,소사역,37.4821167,126.7936833
538,211000128.0,486.0,여우고개입구,37.4707167,126.7927833
539,211000129.0,486.0,여우고개입구,37.4712333,126.79305
540,211000130.0,645.0,역곡역.역곡남부시장,37.4841833,126.8110333
541,211000131.0,229.0,괴안동입구,37.481,126.8046833
542,211000132.0,442.0,부천범박힐스테이트입구.동남사거리,37.4762333,126.8079333
543,211000133.0,71.0,괴안사거리.괴안우체국,37.47935,126.8068
544,211000134.0,71.0,괴안동입구,37.4807833,126.80545
545,211000135.0,395.0,소사어울마당사거리,37.4799,126.8030667
546,211000138.0,382.0,괴안동행정복지센터,37.4782,126.8074667
547,211000140.0,634.0,호반베르디움.자이,37.4622333,126.8120833
548,211000142.0,387.0,계수농협,37.4658833,126.8102333
549,211000143.0,387.0,부천범박힐스테이트5.6단지,37.4683667,126.8091167
550,211000144.0,387.0,범박동주민센터,37.4711,126.809
551,211000145.0,387.0,부천범박힐스테이트3.4단지,37.4723167,126.8089833
552,211000146.0,387.0,부천범박힐스테이트1.2단지,37.4744167,126.80845
553,211000147.0,248.0,소사구종점,37.4724333,126.7944
554,211000148.0,734.0,진영고등학교,37.4734667,126.79205
555,211000149.0,613.0,소사본동행정복지센터,37.4755167,126.79205
556,211000150.0,350.0,주공1.뜨란채4단지,37.4700667,126.8005833
557,211000151.0,350.0,소사국민체육센터,37.4692,126.7976167
558,211000152.0,350.0,소사국민체육센터,37.46895,126.7976833
559,211000153.0,457.0,주공2.뜨란채4단지.소안초등학교,37.4732333,126.8036667
560,211000154.0,350.0,주공2단지.창영초등학교,37.4734667,126.8034333
561,211000156.0,513.0,괴안동행정복지센터,37.4781667,126.8073333
562,211000157.0,361.0,양우아파트,37.47035,126.7975667
563,211000158.0,361.0,수협사거리,37.4723667,126.7975833
564,211000159.0,211.0,소사초등학교후문,37.4742,126.7975833
565,211000160.0,361.0,소사초등학교정문,37.4750833,126.7975833
566,211000161.0,328.0,괴안사거리.괴안우체국,37.47945,126.8068667
567,211000162.0,361.0,한신시장입구,37.47505,126.7982333
568,211000163.0,361.0,한신공용주차장,37.4733333,126.79825
569,211000164.0,361.0,소사본3동주민센터,37.4725833,126.79825
570,211000165.0,361.0,정우슈퍼,37.4714833,126.7982667
571,211000166.0,361.0,하이퍼마트,37.4704833,126.7982333
572,211000168.0,107.0,시온고등학교,37.4705333,126.80505
573,211000169.0,716.0,옥길단독2블럭.상업지역,37.46735,126.8226
574,211000172.0,604.0,제이드카운티1단지,37.467,126.8249833
575,211000173.0,174.0,소사어울마당삼거리,37.4817167,126.7991667
576,211000174.0,480.0,소사어울마당.소사보건소,37.4796,126.8001833
577,211000175.0,395.0,소사어울마당사거리,37.4798167,126.8028333
578,211000176.0,303.0,풍림아파트,37.4663167,126.8007667
579,211000177.0,303.0,두산삼성주공아파트,37.4674833,126.80185
580,211000178.0,303.0,청구아파트,37.46875,126.80035
581,211000179.0,303.0,복사초등학교.동해슈퍼,37.4678333,126.7981
582,211000180.0,480.0,삼신아파트,37.4800667,126.802
583,211000181.0,396.0,소사어울마당.소사보건소,37.4797667,126.8003667
584,211000182.0,291.0,부천소사푸르지오,37.4798,126.79865
585,211000183.0,92.0,복사초등학교,37.4676833,126.7982167
586,211000184.0,289.0,부천대제2캠퍼스,37.4642,126.7997333
587,211000185.0,254.0,제이드카운티2단지.헤일라움,37.4662,126.8272167
588,211000186.0,439.0,이마트타운옥길점,37.46075,126.81425
589,211000187.0,77.0,부천남부생태공원,37.4709333,126.8277833
590,211000188.0,107.0,주공뜨란채4단지,37.4717667,126.8038
591,211000189.0,107.0,주공뜨란채4단지,37.4719667,126.8039167
592,211000191.0,457.0,주공2.3단지,37.47395,126.8050167
593,211000192.0,457.0,주공2.3단지,37.4739333,126.80435
594,211000197.0,77.0,부천남부생태공원,37.4712167,126.8272667
595,211000198.0,482.0,부천고교.현대아파트,37.4794,126.76575
596,211000199.0,482.0,부천고교.현대아파트,37.4796333,126.76555
597,211000201.0,366.0,옥길단독2블럭.상업지역,37.46755,126.8223667
598,211000202.0,361.0,수협앞.소사초등학교후문,37.4732333,126.7975833
599,211000203.0,361.0,인지슈퍼,37.4714333,126.7975833
600,211000204.0,92.0,소사고등학교.풍림아파트,37.46655,126.8009
601,211000208.0,92.0,삼성두산주공아파트,37.4675333,126.8016
602,211000210.0,123.0,범박휴먼시아1단지,37.4775333,126.81545
603,211000211.0,92.0,청구아파트,37.4685,126.8002
604,211000214.0,695.0,소사초교앞사거리,37.47615,126.7953833
605,211000215.0,557.0,동광교회,37.48135,126.8055
606,211000216.0,107.0,시온고등학교,37.4705,126.8048833
607,211000217.0,361.0,양우아파트,37.4701333,126.7976
608,211000219.0,593.0,소사공영차고지,37.4655,126.7987667
609,211000220.0,593.0,소사공영차고지,37.4656333,126.7987
610,211000221.0,439.0,산들초등학교,37.4616667,126.8170667
611,211000222.0,200.0,옥길단독1블럭,37.4700833,126.8200667
612,211000223.0,587.0,심곡동양파라곤,37.4837333,126.7751333
613,211000224.0,154.0,현대맨션,37.4842333,126.8189
614,211000225.0,154.0,보강빌라.대흥아트빌,37.4844,126.8191
615,211000226.0,154.0,차병원,37.4865,126.8187833
616,211000227.0,150.0,범박휴먼시아1단지,37.4785833,126.8131167
617,211000228.0,208.0,범박휴먼시아1단지,37.4770333,126.8108667
618,211000229.0,281.0,범박휴먼시아,37.47845,126.81355
619,211000230.0,77.0,양지초교,37.47965,126.8150333
620,211000231.0,77.0,양지초교,37.4799333,126.8163333
621,211000232.0,164.0,부천역차고지,37.4828333,126.7828833
622,211000233.0,219.0,부천범박힐스테이트입구.동남사거리,37.4755,126.8072833
623,211000234.0,350.0,부천범박힐스테이트입구.동남사거리,37.4751333,126.8073333
624,211000235.0,360.0,소사어울마당.소사푸르지오,37.4800333,126.7985167
625,211000236.0,84.0,다보악기,37.4785833,126.7960833
626,211000237.0,84.0,소사어울마당.소사푸르지오,37.4793833,126.79975
627,211000238.0,84.0,SK뷰아파트,37.47845,126.7994
628,211000239.0,84.0,부천소사경찰서,37.4819833,126.7730833
629,211000240.0,84.0,복사골뜨란채아파트,37.4817667,126.7559333
630,211000241.0,84.0,자이아파트,37.4816167,126.7565167
631,211000242.0,84.0,삼우아파트,37.48185,126.7588167
632,211000243.0,84.0,삼우아파트,37.4819167,126.7591333
633,211000244.0,84.0,부천여중.성주중,37.4814833,126.7604167
634,211000245.0,84.0,부천여중.성주중,37.4816167,126.7604167
635,211000246.0,84.0,금수강산,37.4818167,126.76285
636,211000247.0,84.0,금수강산,37.4819333,126.7630667
637,211000248.0,84.0,부천소사경찰서,37.48195,126.7728667
638,211000249.0,413.0,심곡본동행정복지센터.일신교회,37.4798333,126.7816833
639,211000250.0,200.0,옥길단독1블럭,37.4700667,126.8197333
640,211000251.0,902.0,현대정형외과,37.483,126.8091167
641,211000252.0,145.0,범박고등학교,37.4686833,126.8121333
642,211000253.0,145.0,범박고등학교,37.4687667,126.8122833
643,211000254.0,145.0,범박동휴먼시아2차,37.4680333,126.8134167
644,211000255.0,145.0,범박동휴먼시아2차,37.4679667,126.8132
645,211000256.0,345.0,양지마을입구,37.4724667,126.8142167
646,211000257.0,345.0,양지마을입구,37.47265,126.81415
647,211000258.0,345.0,부천범박힐스테이트1.3단지,37.4739833,126.81165
648,211000259.0,345.0,부천범박힐스테이트1.3단지,37.4740833,126.8119167
649,211000260.0,222.0,휴먼시아1단지,37.4773667,126.8125
650,211000261.0,222.0,휴먼시아1단지,37.4773167,126.8127833
651,211000262.0,145.0,양지마을,37.471,126.8133833
652,211000263.0,145.0,양지마을,37.4712167,126.8134
653,211000264.0,84.0,소사종합시장,37.4787167,126.7941833
654,211000265.0,84.0,대우푸르지오앞,37.4782167,126.7981
655,211000266.0,84.0,SK뷰아파트,37.4787167,126.7998667
656,211000267.0,84.0,소사종합시장,37.4788333,126.7942333
657,211000268.0,887.0,부천역전우체국,37.48305,126.7858167
658,211000269.0,150.0,송내역남부(광역버스),37.4862,126.75325
659,211000270.0,154.0,새소망교회,37.4860833,126.8190167
660,211000271.0,439.0,산들초등학교,37.4614333,126.8154833
661,211000272.0,200.0,옥길LH1단지,37.4716167,126.81715
662,211000273.0,200.0,옥길LH1단지,37.4714667,126.8169333
663,211000274.0,254.0,제이드카운티1단지,37.46735,126.8248333
664,211000275.0,514.0,제이드카운티2단지.헤일라움,37.4659167,126.8273
665,211000276.0,716.0,브리즈힐.센트리뷰,37.465,126.8208833
666,211000277.0,366.0,브리즈힐.센트리뷰,37.4638,126.8196333
667,211000279.0,350.0,옥길중.버들초등학교,37.46365,126.8274667
668,211000281.0,350.0,센트럴힐,37.4616833,126.8259667
669,211000283.0,6.0,소사초교앞사거리,37.4757333,126.7954
670,211000289.0,1625.0,성지아파트.산성교회입구,37.4824,126.79015
671,211000291.0,73.0,자이.호반베르디움,37.4624667,126.81235
672,212000001.0,241.0,부천종합운동장역,37.5059,126.7989667
673,212000002.0,367.0,오쇠동삼거리,37.5428,126.8094333
674,212000003.0,232.0,내촌사거리,37.5205333,126.7848
675,212000004.0,413.0,KEB하나은행도당동지점,37.5168167,126.7797
676,212000005.0,350.0,도당사거리,37.5182,126.7833167
677,212000006.0,232.0,내촌사거리,37.5205833,126.7845333
678,212000007.0,467.0,내촌고가입구,37.52625,126.7823833
679,212000008.0,623.0,오정동경인OBS방송국,37.5297833,126.7862333
680,212000009.0,664.0,덕산고.봉오대로사거리,37.53145,126.7884
681,212000010.0,131.0,대장초교,37.5414,126.7912167
682,212000011.0,131.0,대장동종점,37.5415333,126.7884667
683,212000012.0,434.0,여월중,37.51945,126.7978667
684,212000013.0,434.0,성곡치안센터입구,37.5173833,126.8003667
685,212000014.0,1161.0,성곡동행정복지센터.홈플러스여월점,37.51635,126.8035167
686,212000015.0,1120.0,원종종합시장.성곡사거리,37.5202333,126.8046833
687,212000016.0,1152.0,원종사거리,37.5232,126.8046667
688,212000017.0,inf,오정농협,37.52615,126.8046667
689,212000021.0,209.0,오쇠동삼거리,37.5417167,126.8087333
690,212000022.0,209.0,오쇠동입구,37.53955,126.8076333
691,212000026.0,inf,오정농협,37.5261833,126.8049833
692,212000027.0,1152.0,원종사거리,37.5228667,126.8050167
693,212000028.0,1120.0,원종종합시장.성곡사거리,37.51925,126.80505
694,212000029.0,1120.0,성곡동행정복지센터.홈플러스여월점,37.5164,126.8038667
695,212000030.0,434.0,성곡치안센터입구,37.5171667,126.8002833
696,212000031.0,434.0,여월중,37.5194,126.7974333
697,212000032.0,219.0,약대오거리,37.51525,126.7746667
698,212000033.0,224.0,삼정종합사회복지관,37.5193333,126.7664333
699,212000034.0,161.0,한국화장품연수원,37.5203167,126.7688167
700,212000035.0,546.0,삼정초등학교,37.5191833,126.7702333
701,212000036.0,546.0,종로약국,37.5167833,126.7702833
702,212000037.0,546.0,신흥시장,37.5155167,126.7702833
703,212000038.0,546.0,신흥시장,37.5156,126.7699667
704,212000039.0,546.0,종로약국,37.5177333,126.7699667
705,212000040.0,546.0,삼정초등학교,37.5192167,126.76995
706,212000041.0,161.0,한국화장품연수원,37.52005,126.7680167
707,212000042.0,inf,오정어울마당,37.52795,126.7953333
708,212000045.0,569.0,부천축산물공판장,37.5298333,126.761
709,212000047.0,428.0,부천테크노파크3단지300동앞,37.51865,126.7636333
710,212000048.0,687.0,부천종합운동장역4번출구,37.50625,126.79735
711,212000049.0,687.0,여월농업공원.휴먼시아4단지,37.5098667,126.7981667
712,212000050.0,727.0,여월휴먼시아5단지,37.512,126.7997333
713,212000051.0,inf,서림아파트,37.5241333,126.8090333
714,212000052.0,578.0,부강아파트,37.5241167,126.8123667
715,212000053.0,502.0,고강동.국민은행,37.5270833,126.8159
716,212000054.0,578.0,부강아파트,37.524,126.8132167
717,212000055.0,inf,서림아파트,37.524,126.8092833
718,212000056.0,727.0,오정경찰서.여월휴먼시아5단지,37.5118833,126.8000667
719,212000057.0,727.0,여월농업공원.여월휴먼시아4단지,37.5088,126.7982
720,212000058.0,727.0,부천종합운동장역5번출구,37.5062167,126.7976833
721,212000059.0,273.0,부천테크노파크1단지100동앞,37.5185167,126.7633333
722,212000061.0,569.0,부천축산물공판장,37.5303667,126.7604667
723,212000063.0,241.0,부천상록학교.은행나무주유소,37.50695,126.8048
724,212000064.0,528.0,까치울역4번출구.까치울전원마을3.4단지,37.5074667,126.8115667
725,212000065.0,528.0,까치울전원마을1.2단지,37.5107167,126.81225
726,212000066.0,372.0,까치울초등학교,37.5148167,126.8131833
727,212000067.0,372.0,성곡중학교.장애인복지회관,37.5179167,126.8140833
728,212000068.0,260.0,부대앞,37.5209,126.8148667
729,212000069.0,260.0,상구빌딩,37.5234833,126.8153333
730,212000070.0,838.0,고강선사유적공원앞,37.5249667,126.8156333
731,212000071.0,336.0,고강동우체국,37.5266,126.8172667
732,212000072.0,336.0,청실빌라,37.5256667,126.8199833
733,212000073.0,inf,새보미아파트.고강시장,37.5265667,126.8215333
734,212000074.0,inf,진영아파트,37.5283833,126.8218833
735,212000075.0,292.0,남정빌라,37.52885,126.8216167
736,212000076.0,292.0,상우아파트.청소년문화의집,37.5292333,126.8183333
737,212000077.0,713.0,수주초등학교,37.5301,126.8159333
738,212000078.0,inf,고강1동주민센터.수주어린이공원,37.52965,126.8124667
739,212000079.0,59.0,대성연립,37.5304833,126.8087667
740,212000080.0,59.0,성진그린타운,37.5322,126.80715
741,212000081.0,414.0,욱일아파트,37.5309167,126.80555
742,212000082.0,inf,동문아파트,37.5293167,126.8031333
743,212000083.0,inf,영화아파트,37.5298833,126.79965
744,212000085.0,inf,덕산중고교.덕산초교,37.5296333,126.7922167
745,212000087.0,inf,영화아파트,37.5300833,126.7996333
746,212000088.0,inf,동문아파트,37.5295333,126.80325
747,212000089.0,414.0,욱일아파트,37.5313833,126.80535
748,212000090.0,59.0,성진그린타운,37.5324833,126.8070333
749,212000091.0,59.0,대성연립,37.5304,126.8091
750,212000092.0,inf,고강1동주민센터.수주어린이공원,37.5298167,126.8124
751,212000093.0,211.0,상우아파트.청소년문화의집,37.5293667,126.8184667
752,212000094.0,211.0,남정빌라,37.5289667,126.8218667
753,212000095.0,inf,진영아파트,37.5278333,126.8219167
754,212000096.0,inf,새보미아파트.고강시장,37.52635,126.82165
755,212000097.0,255.0,청실빌라,37.5256167,126.8197167
756,212000098.0,255.0,고강동우체국,37.5265333,126.8170667
757,212000099.0,838.0,고강선사유적공원앞,37.5248833,126.8158833
758,212000100.0,260.0,상구빌딩,37.5234333,126.8156167
759,212000101.0,260.0,부대앞,37.5202167,126.8150333
760,212000102.0,372.0,성곡중학교.장애인복지회관,37.5178,126.81435
761,212000103.0,372.0,까치울초등학교,37.5144833,126.8133833
762,212000104.0,470.0,까치울전원마을1.2단지,37.51055,126.8125667
763,212000105.0,470.0,까치울역5번출구.까치울전원마을3.4단지,37.5073667,126.8119167
764,212000106.0,131.0,대장동종점,37.5416333,126.78855
765,212000107.0,131.0,대장초교,37.5414167,126.79095
766,212000108.0,623.0,부천우편집중국.부천실업고,37.52705,126.78295
767,212000109.0,151.0,부천시자원순환센터,37.5419667,126.76385
768,212000110.0,151.0,부천시자원순환센터,37.5416,126.7640667
769,212000111.0,664.0,오정동경인OBS방송국,37.5301833,126.7872333
770,212000112.0,235.0,삼하빌라,37.5233667,126.7929
771,212000113.0,278.0,오정동행정복지센터.대명초등학교,37.52665,126.7978
772,212000114.0,inf,오정동행정복지센터.오정어울마당,37.528,126.7968833
773,212000115.0,inf,신동문아파트,37.5300667,126.7977667
774,212000116.0,inf,신동문아파트,37.5299,126.7979667
775,212000117.0,278.0,오정동행정복지센터.대명초등학교,37.5271,126.7970833
776,212000118.0,415.0,영화아파트,37.52145,126.7987833
777,212000119.0,235.0,내촌고가밑,37.5242167,126.78465
778,212000120.0,623.0,부천우편집중국.부천실업고,37.5271833,126.7828167
779,212000121.0,204.0,부천자동차검사소,37.5258333,126.7652167
780,212000122.0,204.0,제일주유소,37.5258667,126.77
781,212000123.0,69.0,부천IC,37.5259667,126.7772167
782,212000125.0,204.0,삼정동중소기업협동화단지,37.5256,126.7624
783,212000127.0,235.0,삼하빌라,37.5232,126.79275
784,212000128.0,235.0,금호빌라,37.5236833,126.7888167
785,212000129.0,235.0,노동복지회관.오정시장,37.52405,126.7858833
786,212000130.0,235.0,내촌고가입구,37.5244167,126.7843667
787,212000131.0,235.0,오정시장.노동복지회관,37.5241833,126.7864833
788,212000132.0,235.0,금호빌라,37.52385,126.7888
789,212000134.0,69.0,삼정종합사회복지관,37.5185333,126.7662833
790,212000135.0,385.0,삼정사거리,37.5203167,126.7711333
791,212000136.0,322.0,내동사거리,37.5202833,126.7763167
792,212000137.0,322.0,내동고개,37.5203667,126.7821667
793,212000138.0,785.0,도당사거리.북중학교,37.5196167,126.7864667
794,212000139.0,178.0,베르네천,37.5211333,126.8016667
795,212000140.0,278.0,성지아파트,37.5237833,126.7999167
796,212000141.0,278.0,원종2동주민센터.사회복지회관,37.5253,126.79925
797,212000143.0,inf,오건아파트,37.5286333,126.8046333
798,212000144.0,inf,오건아파트,37.5285167,126.8050333
799,212000145.0,178.0,방배아파트,37.5209833,126.80385
800,212000146.0,278.0,동산빌리지.대한노인회,37.5221833,126.8006
801,212000148.0,278.0,성지아파트,37.5238833,126.8001667
802,212000149.0,278.0,화정빌라.대한노인회,37.5221333,126.8009333
803,212000150.0,178.0,베르네천,37.5213,126.8014
804,212000151.0,178.0,방배아파트,37.5211,126.8040833
805,212000152.0,322.0,내동고개,37.5200333,126.7822333
806,212000153.0,322.0,내동사거리,37.5200333,126.7768167
807,212000154.0,385.0,삼정사거리,37.5200667,126.7707333
808,212000156.0,303.0,서울농원,37.53625,126.8160167
809,212000157.0,263.0,부대후문,37.5377833,126.8173
810,212000158.0,395.0,서울농원,37.5360667,126.8162833
811,212000159.0,713.0,수주초등학교,37.5298833,126.8162833
812,212000160.0,583.0,고강동.국민은행,37.5270333,126.8162
813,212000161.0,170.0,덕산고.봉오대로사거리,37.5318667,126.7902333
814,212000162.0,150.0,삼정아파트,37.51765,126.7724833
815,212000163.0,150.0,삼정사거리입구,37.5194333,126.7718167
816,212000164.0,409.0,신흥동주민센터,37.5203167,126.7735667
817,212000165.0,87.0,내리주유소.내동사거리,37.5223333,126.7753667
818,212000166.0,87.0,부천IC,37.5255167,126.7777
819,212000167.0,158.0,오쇠동삼거리,37.5425833,126.8088
820,212000168.0,158.0,부대앞.아시아나항공입구,37.5419667,126.8028167
821,212000169.0,87.0,부천IC,37.5255,126.7781667
822,212000170.0,87.0,내리주유소.내동사거리,37.5223,126.7758167
823,212000171.0,409.0,신흥동주민센터,37.5201167,126.7734333
824,212000172.0,150.0,삼정사거리입구,37.51935,126.7719333
825,212000173.0,150.0,삼정아파트,37.5177,126.7725833
826,212000174.0,397.0,까치울역3번출구,37.50645,126.8102
827,212000177.0,104.0,부천테크노파크1단지남문,37.5181167,126.7623667
828,212000178.0,289.0,오정휴먼시아3단지,37.5330833,126.7910167
829,212000179.0,289.0,오정휴먼시아3단지,37.5330833,126.79065
830,212000182.0,43.0,오정휴먼시아2단지,37.5317833,126.78725
831,212000183.0,43.0,오정휴먼시아3단지,37.5322333,126.7873333
832,212000186.0,221.0,도당소공원,37.5209,126.7893333
833,212000187.0,224.0,부천테크노파크3단지301동앞,37.5180667,126.7646833
834,212000188.0,inf,원종하이트,37.52945,126.81135
835,212000190.0,inf,고강시장입구,37.5283667,126.8111167
836,212000191.0,inf,밝은비젼의원,37.5270167,126.81115
837,212000192.0,112.0,동신주택,37.5234,126.8111
838,212000193.0,112.0,은데미공원,37.5206667,126.8117333
