,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,경도,위도,도로명주소
36,주부토주먹고기,음식,한식,한식/백반/한정식,126.784834421432,37.4850158410041,경기도 부천시 부천로10번길 33
63,삼천리자전거,소매,운동/경기용품소매,자전거판매,126.80453913587,37.5256644172175,경기도 부천시 소사로 779
92,화성목욕탕,생활서비스,대중목욕탕/휴게,욕탕업-종합,126.786554381176,37.5282561688977,경기도 부천시 부천로476번나길 55
102,홈쿡,음식,분식,라면김밥분식,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
122,복권천국,소매,기타판매업,복권판매,126.815065253344,37.5282213162359,경기도 부천시 고강로92번길 41
134,스페셜파츠,생활서비스,자동차/이륜차,자동차정비/카센타,126.757244228021,37.5157784379977,경기도 부천시 평천로 597
136,푸마골프홈플러스상동점,소매,종합소매점,수퍼마켓,126.755014008019,37.5043118464915,경기도 부천시 길주로 118
171,모모치킨부천여월점,음식,닭/오리요리,후라이드/양념치킨,126.804271712196,37.5098125059004,경기도 부천시 길주로573번길 37
178,경인모터펌프,소매,철물/난방/건설자재소매,보일러/냉난방용품,126.78085140328,37.5199710088533,경기도 부천시 삼작로 176
223,원모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.770969346686,37.4844849664952,경기도 부천시 경인로137번길 10
283,하토끼,음식,분식,라면김밥분식,126.798989820859,37.4737804578174,경기도 부천시 은성로76번길 32
296,대성보일러,소매,철물/난방/건설자재소매,건축백화점,126.791997611237,37.4923787019905,경기도 부천시 조종로 66-1
331,엘레판테,음식,커피점/카페,커피전문점/카페/다방,126.770368950007,37.5017966224649,경기도 부천시 중동로248번길 31
333,신도리코,소매,사무/문구/컴퓨터,사무용기기소매,126.790077534746,37.496440749866,경기도 부천시 원미로155번길 37
368,허브의꿈,소매,건강/미용식품,건강식품판매,126.764303289595,37.5061393766782,경기도 부천시 석천로 216
381,신선원,소매,음/식료품소매,청과물소매,126.760687092015,37.488846686918,경기도 부천시 부일로275번길 14
431,영마트,소매,종합소매점,수퍼마켓,126.800817729102,37.4690505361037,경기도 부천시 소사로102번길 59
481,우노메디칼,소매,의약/의료품소매,의료용품소매,126.804970536915,37.4844193174568,경기도 부천시 지봉로 27
523,웅진씽크빅,학문/교육,학문교육기타,학습지보급,126.757249759526,37.4908829569638,경기도 부천시 부일로237번길 56
547,던킨도너츠,음식,패스트푸드,도너츠전문,126.776723758244,37.4990964274881,경기도 부천시 신흥로 173
551,가람,음식,분식,라면김밥분식,126.78263424711,37.4840290791579,경기도 부천시 부천로 1
566,부천상동홈플러스트레몰로중간점,소매,의복의류,맞춤양장/양장점,126.755014008019,37.5043118464915,경기도 부천시 길주로 118
587,OK,소매,사진/광학/정밀기기소매,핸드폰소매,126.752784809867,37.4907818390301,경기도 부천시 상일로94번길 15
593,리원미용실,생활서비스,이/미용/건강,여성미용실,126.784581203639,37.4964564081735,경기도 부천시 조마루로372번길 38
603,전이랑육회랑,음식,한식,한식/백반/한정식,126.753491616306,37.4904378958384,경기도 부천시 부일로205번길 46
635,샘물세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.772009849338,37.5003540168753,경기도 부천시 조마루로285번길 47
649,지제이씨,소매,책/서적/도서,서적/신문소매,126.75734567596,37.5069313737497,경기도 부천시 송내대로265번길 23
652,네네치킨,음식,닭/오리요리,후라이드/양념치킨,126.76761988795,37.4929017911929,경기도 부천시 중동로150번길 14
664,명문세탁소,생활서비스,세탁/가사서비스,세탁소/빨래방,126.81094916115,37.4895885388098,경기도 부천시 역곡로46번길 21
679,늘봄숯불갈비,음식,한식,갈비/삼겹살,126.795383365364,37.520949078627,경기도 부천시 성곡로 91
702,국제열쇠,소매,철물/난방/건설자재소매,열쇠판매/수리,126.775277581065,37.4997031563266,경기도 부천시 조마루로285번길 50
720,153플라워,소매,선물/팬시/기념품,꽃집/꽃배달,126.76261758359,37.5034276399486,경기도 부천시 석천로 179
737,디씨마트,소매,종합소매점,수퍼마켓,126.82319792324,37.5276178523082,경기도 부천시 고리울로63번길 16
809,신지오,음식,유흥주점,호프/맥주,126.769440904973,37.5025258058756,경기도 부천시 중동로254번길 11
819,후지유통부천역사,생활서비스,사진,사진관,126.78263424711,37.4840290791579,경기도 부천시 부천로 1
827,씨제이올리브영,소매,화장품소매,화장품판매점,126.781354364723,37.4855566583136,경기도 부천시 부천로9번길 28
841,록스키친차이니즈,음식,중식,중국음식/중국집,126.744250562223,37.5000441490228,경기도 부천시 조마루로 2
872,한샘신발,소매,가방/신발/액세서리,신발소매,126.812286153519,37.4872773054312,경기도 부천시 부일로749번길 21
888,영재사관,학문/교육,학원-보습교습입시,학원-입시,126.776914814199,37.4984766915298,경기도 부천시 신흥로 167
900,보움,소매,건강/미용식품,건강식품판매,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
904,정곤네콩나물국밥,음식,한식,해장국/감자탕,126.784645128043,37.4876269034767,경기도 부천시 부천로40번길 22
975,A+부동산,부동산,부동산중개,부동산중개,126.751949427906,37.5063248481439,경기도 부천시 길주로 87
981,크라운베이커리,음식,제과제빵떡케익,제과점,126.768841006132,37.4963564786162,경기도 부천시 부흥로 237
1015,뉴김밥천국,음식,분식,라면김밥분식,126.7759496188,37.497331389154,경기도 부천시 부흥로303번길 62
1075,로망스모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.777774992499,37.4831679734327,경기도 부천시 경인로 200-7
1105,뷰티플건강,생활서비스,이/미용/건강,비만/피부관리,126.770704980548,37.5164779516892,경기도 부천시 평천로721번길 29
1118,대박당구클럽,관광/여가/오락,PC/오락/당구/볼링등,당구장,126.749724961456,37.490506214784,경기도 부천시 상일로 72
1121,김포쌀농산,소매,음/식료품소매,청과물소매,126.812208361496,37.5278772538556,경기도 부천시 고강로72번길 41
1138,해바라기미용실,생활서비스,이/미용/건강,여성미용실,126.800305551874,37.5194584137413,경기도 부천시 삼작로346번길 9
1149,동현전열,소매,철물/난방/건설자재소매,건축백화점,126.774249164696,37.5231734148019,경기도 부천시 삼작로115번길 64
1159,뉴발란스,소매,의복의류,캐쥬얼/스포츠의류,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
1165,순천집영양탕,음식,닭/오리요리,삼계탕전문,126.78380722847,37.4863027654217,경기도 부천시 부일로483번길 11
1174,나스타염색,생활서비스,이/미용/건강,여성미용실,126.809803968723,37.4897842457313,경기도 부천시 역곡로 52
1175,히트노래연습장,관광/여가/오락,무도/유흥/가무,노래방,126.822337036414,37.5298438367793,경기도 부천시 고리울로51번길 60
1181,스피드외형복원,생활서비스,자동차/이륜차,세차장,126.810978839366,37.5290722662024,경기도 부천시 성지로 111-1
1186,부동산,부동산,부동산중개,부동산중개,126.786522198411,37.5295443135767,경기도 부천시 오정로 250
1196,매직터치,생활서비스,자동차/이륜차,세차장,126.782543054965,37.4924348179691,경기도 부천시 부흥로 365
1220,예그린피아노,학문/교육,학원-음악미술무용,피아노/바이올린/기타,126.780303579169,37.4980251717777,경기도 부천시 옥산로 47
1245,비노래클럽,음식,유흥주점,룸살롱/단란주점,126.770483583573,37.5023924983586,경기도 부천시 중동로254번길 27
1256,끄르모아,생활서비스,이/미용/건강,여성미용실,126.784744010617,37.497575368166,경기도 부천시 조마루로366번길 15
1291,레몬&크린텍,생활서비스,세탁/가사서비스,세탁대행,126.779498287376,37.505117010821,경기도 부천시 계남로 279
1293,사랑방부동산,부동산,부동산중개,부동산중개,126.77467499879,37.4777476556631,경기도 부천시 심곡로 70
1311,대장어린이집,학문/교육,유아교육,어린이집,126.799480182233,37.4685684119964,경기도 부천시 소사로102번길 47
1331,광명보일러,생활서비스,주택수리,배관난방보일러,126.77210451475,37.4931917712492,경기도 부천시 심중로114번길 31-6
1351,SIK남경주유소,생활서비스,주유소/충전소,주유소,126.772238392342,37.5223055579766,경기도 부천시 신흥로437번길 63
1386,양지요리학원,학문/교육,학원-예능취미체육,학원-요리,126.764207731158,37.5050751577596,경기도 부천시 길주로 195
1416,몽블랑제부천소사점2행사매대,음식,제과제빵떡케익,제과점,126.814269173056,37.4848644163209,경기도 부천시 경인로 532
1428,토마토김밥,음식,분식,라면김밥분식,126.783228569502,37.4878195603913,경기도 부천시 부천로39번길 5
1438,삼보정육점,소매,음/식료품소매,육류소매,126.77586153095,37.4902573440909,경기도 부천시 장말로308번길 20
1451,무지개창,소매,가정/주방/인테리어,침구/수예품,126.777819090166,37.4950350844781,경기도 부천시 부흥로315번길 14
1459,파워캠,생활서비스,사진,사진관,126.752110925379,37.4871075116973,경기도 부천시 송내대로39번길 21
1460,다우통신,소매,사진/광학/정밀기기소매,핸드폰소매,126.78333161709,37.4856491209896,경기도 부천시 부천로 16
1465,홍홍,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.808587921799,37.5243267507954,경기도 부천시 원종로79번길 7
1528,금당귀금속,소매,시계/귀금속소매,시계/귀금속,126.821439409842,37.5264920425841,경기도 부천시 고리울로52번길 14
1544,개별용달,생활서비스,운송/배달/택배,종합이삿짐대행,126.801773601525,37.5295198429613,경기도 부천시 소사로807번길 54
1591,베스킨라빈스,음식,패스트푸드,아이스크림판매,126.753900444014,37.5073455929407,경기도 부천시 송내대로265번길 85
1612,뷰티플러스,생활서비스,이/미용/건강,비만/피부관리,126.787308964111,37.4830229420115,경기도 부천시 경인로 285
1644,프랭클린영어보습학원,학문/교육,학원-보습교습입시,학원-입시,126.803385273678,37.4725095353806,경기도 부천시 소사동로72번길 17
1655,한솔보습학원,학문/교육,학원-보습교습입시,학원-입시,126.770925472007,37.5023430351342,경기도 부천시 중동로254번길 35
1665,꽃플라워,소매,선물/팬시/기념품,꽃집/꽃배달,126.753406709185,37.4901036171261,경기도 부천시 송내대로73번길 11
1678,미니스톱,소매,종합소매점,편의점,126.795999786872,37.520603961342,경기도 부천시 성곡로 88
1682,삼성J&K보습학원,학문/교육,학원-보습교습입시,학원-입시,126.769572009171,37.4793705511567,경기도 부천시 성주로 120
1689,은주네손칼국수,음식,분식,국수/만두/칼국수,126.813390637254,37.4910817822939,경기도 부천시 지봉로143번길 39
1724,구어조은닭,음식,닭/오리요리,후라이드/양념치킨,126.776489720812,37.4968053736667,경기도 부천시 부흥로307번길 52
1738,부천신발,소매,가방/신발/액세서리,신발소매,126.781252509351,37.483474210297,경기도 부천시 경인로 231
1739,아르템마르미용실,생활서비스,이/미용/건강,여성미용실,126.800998996859,37.4768103404597,경기도 부천시 소삼로 62
1755,젬프러스,소매,가방/신발/액세서리,액세서리판매,126.75412001693,37.5063838048755,경기도 부천시 길주로 105
1766,설선생껌수학교습소,학문/교육,학원-보습교습입시,학원-입시,126.747546488219,37.497718436451,경기도 부천시 부흥로 49
1768,조은이발관,생활서비스,이/미용/건강,남성미용실,126.771760040861,37.5197416542571,경기도 부천시 삼작로96번길 10-1
1791,오번가,소매,기타판매업,통신판매,126.775366162444,37.5115887154434,경기도 부천시 신흥로 314
1810,세종카센터,생활서비스,자동차/이륜차,자동차정비/카센타,126.743783030802,37.4921731617825,경기도 부천시 상이로39번길 7-3
1856,코튼돌,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,126.747148676908,37.4937767031262,경기도 부천시 신상로 45
1857,데코라인가구,소매,가구소매,일반가구소매,126.772714894308,37.4842237914868,경기도 부천시 경인로 155
1861,신포닭강정탕수육,음식,닭/오리요리,후라이드/양념치킨,126.799011045014,37.4745735895091,경기도 부천시 은성로76번길 14
1871,CU,소매,종합소매점,편의점,126.782959119355,37.5274082428102,경기도 부천시 오정로 209-4
1885,현헤어,생활서비스,이/미용/건강,여성미용실,126.785596039447,37.4882583983855,경기도 부천시 부천로46번길 21
1910,물방울안마시술소,관광/여가/오락,요가/단전/마사지,스포츠마사지,126.751823982036,37.48940211862,경기도 부천시 부일로199번길 21
1913,대림고추방아,소매,음/식료품소매,식료품점,126.781311647581,37.5069738450203,경기도 부천시 옥산로150번길 5
1934,뉴드림부동산,부동산,부동산중개,부동산중개,126.809567347043,37.4712023995777,경기도 부천시 범안로 117
1936,관인대신컴퓨터학원,학문/교육,학원-컴퓨터,컴퓨터학원,126.768551815396,37.4795311189561,경기도 부천시 성주로 112
1941,정디자이너헤어사랑,생활서비스,이/미용/건강,여성미용실,126.795232512874,37.4726159042123,경기도 부천시 소사로159번길 6
1942,레드캣,음식,유흥주점,호프/맥주,126.760611325295,37.5036949363462,경기도 부천시 석천로177번길 42
1958,파워클래스,학문/교육,학원-보습교습입시,학원-입시,126.775277581065,37.4997031563266,경기도 부천시 조마루로285번길 50
1966,대상타일상사,소매,가정/주방/인테리어,지물판매,126.786565279863,37.4996394432377,경기도 부천시 부천로 174
1974,정요한부동산,부동산,부동산중개,부동산중개,126.755299417262,37.4898442540326,경기도 부천시 송내대로74번길 22
1975,미니스톱,소매,종합소매점,편의점,126.785225580964,37.4852991855803,경기도 부천시 부일로 496
2027,달봉비어,음식,유흥주점,호프/맥주,126.750201172696,37.5039997204266,경기도 부천시 소향로13번길 14-22
2054,굿모닝마트,소매,종합소매점,수퍼마켓,126.777971969253,37.5009204280852,경기도 부천시 신흥로 190-1
2060,사계절칼국수,음식,분식,국수/만두/칼국수,126.812124486061,37.4882037511521,경기도 부천시 지봉로 116
2078,뉴대림공인중개사사무소,부동산,부동산중개,부동산중개,126.762751508588,37.4857147010205,경기도 부천시 중동로71번길 39
2113,성원상사,소매,의복의류,여성내의전문점,126.811773226561,37.5282062590076,경기도 부천시 고강로72번길 34
2138,토마토김밥,음식,분식,라면김밥분식,126.763161550567,37.5033612545156,경기도 부천시 석천로 180
2146,엠엘비,소매,건강/미용식품,건강식품판매,126.754908839523,37.5072390930461,경기도 부천시 송내대로265번길 67
2151,피아노악기랜드,소매,취미/오락관련소매,악기판매,126.783484470034,37.5027163276082,경기도 부천시 길주로 368
2154,블랙박스네비게이션,소매,자동차/자동차용품,네비게이션판매,126.816537571989,37.4865721077346,경기도 부천시 경인로 557
2158,롯데마트,소매,종합소매점,종합소매,126.752730796753,37.5021883529512,경기도 부천시 조마루로85번길 33-12
2169,케이스포츠,소매,운동/경기용품소매,운동/경기용품,126.821828420538,37.525495775143,경기도 부천시 역곡로482번길 114
2177,원조명동찌개마을,음식,한식,부대찌개/섞어찌개,126.808426638227,37.4867969305435,경기도 부천시 역곡로19번길 26
2217,그림뜰미술학원,학문/교육,학원기타,학원(종합),126.806629342896,37.5286769895346,경기도 부천시 소사로820번길 43
2229,나이스화환,소매,선물/팬시/기념품,꽃집/꽃배달,126.763528579241,37.4804157320859,경기도 부천시 중동로7번길 9-5
2231,명성상사,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.78132024588,37.5022705318548,경기도 부천시 길주로 350
2247,김종인부동산,부동산,부동산중개,부동산중개,126.78252163202,37.4860912952753,경기도 부천시 부일로 471
2267,아리랑옹기구이,음식,중식,중국음식/중국집,126.784149769068,37.4847024438312,경기도 부천시 부천로6번길 23
2320,비비큐참숯바베큐,음식,닭/오리요리,후라이드/양념치킨,126.817062325027,37.5271330653864,경기도 부천시 역곡로482번길 22
2369,일황농산,소매,음/식료품소매,청과물소매,126.755540991279,37.4861885970273,경기도 부천시 송내대로30번길 43
2402,지우텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,126.752557966109,37.4881033712986,경기도 부천시 부일로 202-13
2431,우설렁탕,음식,한식,설렁탕집,126.766658259474,37.4929277965678,경기도 부천시 중동로 147
2458,원사무기,소매,사무/문구/컴퓨터,사무/문구용품,126.782959119355,37.5274082428102,경기도 부천시 오정로 209-4
2481,월드부동산,부동산,부동산중개,부동산중개,126.752914567387,37.4904588365411,경기도 부천시 송내대로73번길 22
2491,다미홍,음식,중식,중국음식/중국집,126.78263424711,37.4840290791579,경기도 부천시 부천로 1
2509,주공종합할인마트,소매,종합소매점,수퍼마켓,126.763008971787,37.5084955450587,경기도 부천시 계남로 127
2513,코리아세븐부천오정초교점,소매,종합소매점,편의점,126.806430639201,37.5276568134645,경기도 부천시 소사로794번길 27
2605,메이비까페,음식,커피점/카페,커피전문점/카페/다방,126.775299219556,37.5025326300427,경기도 부천시 길주로 300
2644,그린자동차공업사푸른서비스,생활서비스,자동차/이륜차,자동차정비/카센타,126.7757097429,37.4822365413837,경기도 부천시 심곡로 20
2657,이레보석,소매,시계/귀금속소매,시계/귀금속,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
2664,꽃님이네수선패션,소매,의복의류,일반의류,126.76579623328,37.4917114060954,경기도 부천시 중동로 107
2696,강남포차,음식,유흥주점,소주방/포장마차,126.791338103767,37.4968140693948,경기도 부천시 조마루로428번길 7
2701,밀라노,음식,유흥주점,호프/맥주,126.783598180574,37.4866430074739,경기도 부천시 부천로 28
2702,김민재스킨케어,생활서비스,이/미용/건강,비만/피부관리,126.799218403074,37.4743324160747,경기도 부천시 은성로76번길 17
2740,LG텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,126.782860938534,37.4860857811661,경기도 부천시 부천로 19
2748,대경카센타,생활서비스,자동차/이륜차,자동차정비/카센타,126.796816517864,37.4824083310655,경기도 부천시 경인로 371
2750,미성씽크,소매,가구소매,일반가구소매,126.813585346799,37.5245122165101,경기도 부천시 원종로119번길 10
2875,깡통집,소매,음/식료품소매,육류소매,126.772886283804,37.5020841011011,경기도 부천시 중동로254번길 71
2892,라벨르컷/펌&염색전문점,생활서비스,이/미용/건강,여성미용실,126.783942489387,37.4884215961923,경기도 부천시 부천로 46-1
2947,해물천하,음식,한식,한식/백반/한정식,126.784487660499,37.4868774221176,경기도 부천시 부천로30번길 21
3108,개별용달,생활서비스,운송/배달/택배,종합이삿짐대행,126.783112132465,37.5082358360881,경기도 부천시 부천로275번길 41-1
3144,끼마루헤어,생활서비스,이/미용/건강,여성미용실,126.821889819202,37.5287851654667,경기도 부천시 역곡로504번길 104
3152,파티쉐메구미,음식,양식,정통양식/경양식,126.754432099627,37.5012151692788,경기도 부천시 조마루로97번길 17-4
3160,경성양꼬치,음식,유흥주점,꼬치구이전문점,126.775719450934,37.4996536748069,경기도 부천시 조마루로291번길 46
3194,육회지존,음식,한식,족발/보쌈전문,126.816306785597,37.5276931465216,경기도 부천시 역곡로 482
3199,수림해물탕,음식,한식,한식/백반/한정식,126.775611211857,37.5000490083334,경기도 부천시 조마루로291번길 56
3235,르네상스모텔,숙박,모텔/여관/여인숙,모텔/여관/여인숙,126.808581044507,37.5247591778629,경기도 부천시 원종로79번길 17
3245,가우스학원,학문/교육,학원-보습교습입시,학원-입시,126.775385379938,37.4993348495823,경기도 부천시 조마루로285번길 40
3261,개별용달,생활서비스,운송/배달/택배,종합이삿짐대행,126.759492846742,37.5138738704671,경기도 부천시 평천로 616
3273,고향의맛집,음식,한식,한식/백반/한정식,126.788685506778,37.4888037085602,경기도 부천시 원미로57번길 30
3281,매일유업영광특판,소매,음/식료품소매,식료품점,126.774148788675,37.5106390120823,경기도 부천시 도약로 221
3284,록키이엔지,소매,가구소매,일반가구소매,126.777959325962,37.5162649057282,경기도 부천시 수도로 115
3286,라코스테,소매,의복의류,일반의류,126.787197468408,37.492716964377,경기도 부천시 부천로96번길 31-1
3303,김창숙의류,소매,의복의류,여성의류전문점,126.781252509351,37.483474210297,경기도 부천시 경인로 231
3345,뚝배기집,음식,한식,한식/백반/한정식,126.786641624027,37.4970182120364,경기도 부천시 조마루로386번길 17
3348,명림,소매,음/식료품소매,식료품점,126.751702109831,37.5075926895661,경기도 부천시 상동로117번길 31
3367,바다양푼이찌개마을,음식,일식/수산물,매운탕전문,126.778668431895,37.4866281867784,경기도 부천시 부일로 435
3386,네일수다,음식,양식,정통양식/경양식,126.806384336363,37.4751528912597,경기도 부천시 소사동로 113
3398,뉴마트,소매,종합소매점,수퍼마켓,126.792602561163,37.4835997635217,경기도 부천시 부일로568번길 24-2
3406,크린토피아,생활서비스,세탁/가사서비스,세탁소/빨래방,126.799145196348,37.5212757201544,경기도 부천시 수도로 314
3472,땡땡이청과,소매,음/식료품소매,청과물소매,126.779810819995,37.4852163523937,경기도 부천시 신흥로22번길 57
3480,개별용달,생활서비스,운송/배달/택배,종합이삿짐대행,126.809388154611,37.5259386621562,경기도 부천시 원종로85번길 41
3488,엘지전자상동프라자,소매,가전제품소매,일반가전제품,126.763461140602,37.4886234662018,경기도 부천시 부일로 301
3489,서울방앗간,음식,제과제빵떡케익,제과점,126.797384151694,37.4716827207506,경기도 부천시 은성로62번길 78
3491,곱창보스,음식,한식,곱창/양구이전문,126.774486888463,37.4906485578604,경기도 부천시 신흥로73번길 55
3568,쌍계허브엔티,음식,커피점/카페,커피전문점/카페/다방,126.762071535382,37.5043049309835,경기도 부천시 길주로 180
3614,OJMART,소매,음/식료품소매,식료품점,126.787611183495,37.527969682745,경기도 부천시 오정로244번길 45
3624,한방전주콩나물국밥,음식,한식,한식/백반/한정식,126.752742385469,37.485852731282,경기도 부천시 송내대로 25
3638,유학센터,생활서비스,대행업,이민유학알선,126.804568089345,37.5273946948832,경기도 부천시 소사로 799
3645,대한카센타,생활서비스,자동차/이륜차,자동차정비/카센타,126.760704351343,37.4884864538343,경기도 부천시 부일로 275
3652,동덕,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.786345731257,37.4894464619155,경기도 부천시 부흥로 411
3656,씨제이올리브영,소매,화장품소매,화장품판매점,126.755014008019,37.5043118464915,경기도 부천시 길주로 118
3669,나우리호프치킨,음식,닭/오리요리,후라이드/양념치킨,126.763814372636,37.4960066405507,경기도 부천시 부흥로 190-1
3707,내지브로인테리어,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,126.770468043681,37.5109251247145,경기도 부천시 도약로189번길 9
3722,명동양푼찌개마울,음식,한식,부대찌개/섞어찌개,126.761252313484,37.5025483377668,경기도 부천시 소향로 119
3757,알로에마임,생활서비스,이/미용/건강,비만/피부관리,126.815845912453,37.528220136402,경기도 부천시 역곡로 487
3783,세라젬의료기,소매,의약/의료품소매,의료용품소매,126.775539395091,37.5002915433461,경기도 부천시 소향로 248
3794,던킨도너츠,음식,패스트푸드,도너츠전문,126.744250562223,37.5000441490228,경기도 부천시 조마루로 2
3856,장원해물집,음식,한식,한식/백반/한정식,126.752229920438,37.4908300413478,경기도 부천시 부일로199번길 56
3862,대한&크린,생활서비스,세탁/가사서비스,세탁소/빨래방,126.806563135879,37.5186297888286,경기도 부천시 소사로700번길 31
3885,서해세탁,생활서비스,세탁/가사서비스,세탁소/빨래방,126.750459856767,37.5034077760012,경기도 부천시 상동로 57
3890,옛날족발,음식,한식,갈비/삼겹살,126.786923145057,37.5285392774062,경기도 부천시 오정로244번길 23
3892,시장떡집,음식,제과제빵떡케익,떡전문,126.778690994163,37.4838532246631,경기도 부천시 자유로 24-1
3901,다니엘재능어린이집,학문/교육,유아교육,어린이집,126.75729203505,37.4849185488584,경기도 부천시 경인로9번나길 11-4
3909,황실,소매,화장품소매,화장품판매점,126.766658259474,37.4929277965678,경기도 부천시 중동로 147
3945,씨앤티드림,소매,화장품소매,화장품판매점,126.770989230366,37.5191479647056,경기도 부천시 삼작로88번길 23
3961,빅쓰리치킨호프,음식,유흥주점,호프/맥주,126.784864103164,37.5083079352039,경기도 부천시 도약로308번길 53
3966,해법영어HNJ교실,학문/교육,학원-어학,학원-외국어/어학,126.769864534052,37.4815270766644,경기도 부천시 경인로134번길 58
3980,대동창호공사,생활서비스,주택수리,유리창호,126.765386427825,37.4788223050473,경기도 부천시 성주로 86-4
3986,아이다운,소매,사무/문구/컴퓨터,사무/문구용품,126.752954283238,37.5071103491529,경기도 부천시 상동로 109
3992,김밥천국,음식,분식,라면김밥분식,126.807789723373,37.4763564554649,경기도 부천시 범안로 60
3995,이태리가구,소매,가구소매,일반가구소매,126.773618420312,37.4870534199252,경기도 부천시 부일로 392
4016,365인력개발,생활서비스,인력/고용/용역알선,인력공급/고용알선,126.784032300209,37.4912517776178,경기도 부천시 부천로 77
4029,뚜레쥬르,음식,제과제빵떡케익,제과점,126.812460184728,37.4848552566582,경기도 부천시 경인로 517
4033,금강방앗간,음식,제과제빵떡케익,제과점,126.762300689471,37.5075510511289,경기도 부천시 계남로 126
4046,NH농협,생활서비스,기타서비스업,상품권판매,126.762867636899,37.4834723371482,경기도 부천시 경인로 70
4049,금강산숯불갈비,음식,한식,한식/백반/한정식,126.742328774964,37.4919053986684,경기도 부천시 상이로39번길 29-6
4056,홍안마시술소,관광/여가/오락,요가/단전/마사지,안마시술소,126.752241694791,37.5037149425848,경기도 부천시 상동로 69
4075,왕자정육점,소매,음/식료품소매,육류소매,126.778890891172,37.4806025441131,경기도 부천시 경인로216번길 62
4087,할리스,음식,커피점/카페,커피전문점/카페/다방,126.810473333441,37.4853668818886,경기도 부천시 부일로726번길 5
4121,나인프라임미소야,음식,분식,우동전문점,126.744250562223,37.5000441490228,경기도 부천시 조마루로 2
4133,넘버원플러스치킨,음식,닭/오리요리,후라이드/양념치킨,126.767473700576,37.4935400010744,경기도 부천시 중동로 166
4191,베이직하우스,소매,의복의류,일반의류,126.755014008019,37.5043118464915,경기도 부천시 길주로 118
4267,참된보습학원,학문/교육,학원-보습교습입시,학원-입시,126.787535896016,37.5298250353329,경기도 부천시 오정로252번길 23-5
4268,이엠티씨영수보습학,학문/교육,학원-보습교습입시,학원-입시,126.779190909566,37.478145809938,경기도 부천시 성주로 206-1
4272,죽이야기,음식,별식/퓨전요리,죽전문점,126.791922923792,37.485782339699,경기도 부천시 부일로571번길 45-2
4282,삼원슈퍼,소매,종합소매점,수퍼마켓,126.785442717106,37.486553860857,경기도 부천시 부천로30번길 40
4288,어깨동무,음식,한식,한식/백반/한정식,126.750923719205,37.5129005453065,경기도 부천시 도약로 13
4301,고집불통전통돼지갈비,음식,한식,갈비/삼겹살,126.772886283804,37.5020841011011,경기도 부천시 중동로254번길 71
4312,멋쟁이여자,소매,의복의류,일반의류,126.771760040861,37.5197416542571,경기도 부천시 삼작로96번길 10-1
4324,세종열쇠,소매,가정/주방/인테리어,유리/페인트/철물건축자재,126.801586284984,37.5256705303186,경기도 부천시 성오로128번길 40
4384,케이제이헤어,생활서비스,이/미용/건강,여성미용실,126.794871548667,37.4732699827125,경기도 부천시 은성로38번길 43
4409,맑은세상,소매,종합소매점,생활용품판매,126.795065778509,37.4794801305542,경기도 부천시 소사로 237-7
4422,서안OA,소매,사무/문구/컴퓨터,사무/문구용품,126.753376689454,37.4966718383312,경기도 부천시 부흥로 100
4424,꿈돌이어린이집,학문/교육,유아교육,어린이집,126.809187106006,37.4859035584766,경기도 부천시 부일로725번길 17
4466,천지연랜드찻집,음식,커피점/카페,커피전문점/카페/다방,126.804349282037,37.5297621973575,경기도 부천시 소사로 825
4504,시티칸호프,음식,유흥주점,호프/맥주,126.815160014706,37.485017520548,경기도 부천시 안곡로205번길 74
4519,그린모터스2,소매,자동차/자동차용품,중고자동차판매,126.800902699031,37.5196086436346,경기도 부천시 성오로 65-1
4528,바다양푼이동태탕,음식,일식/수산물,매운탕전문,126.805083785426,37.5284000611953,경기도 부천시 소사로 812
4529,나라수산,음식,일식/수산물,음식점-일식,126.811950986823,37.4813090473336,경기도 부천시 경인로498번길 58
4541,모아당구장,관광/여가/오락,PC/오락/당구/볼링등,당구장,126.780811530666,37.5057342665128,경기도 부천시 옥산로138번길 8
4548,CU,소매,종합소매점,편의점,126.777773565642,37.4929712408123,경기도 부천시 신흥로 101
4555,에프엔씨안전환경,생활서비스,개인서비스,탐정/경호,126.779094228677,37.5021484305146,경기도 부천시 옥산로 83
4648,아이베스트합기도체육관,학문/교육,학원기타,학원(종합),126.753156888806,37.5126087807631,경기도 부천시 도약로 33
4704,둘둘치킨,음식,닭/오리요리,후라이드/양념치킨,126.767638818611,37.4951906180699,경기도 부천시 중동로 166
