Month,Day,강수,강수형태,기온,풍속,풍향
1,1,0.0,0.0,-0.35833333333333345,0.5875,219.375
1,10,0.0,0.0,-8.083333333333334,1.4833333333333334,329.0416666666667
1,11,0.0,0.0,-11.041666666666666,1.1375,290.5833333333333
1,12,0.05833333333333333,1.125,-7.1625000000000005,0.6375000000000001,205.125
1,13,0.008333333333333333,0.125,-2.6333333333333333,0.6041666666666666,104.95833333333333
1,14,0.004166666666666667,0.041666666666666664,3.4250000000000003,1.208333333333333,169.0
1,15,0.0,0.0,4.158333333333334,0.525,256.7916666666667
1,16,0.004166666666666667,0.041666666666666664,4.375,0.5666666666666665,201.45833333333334
1,17,0.0,0.0,4.266666666666667,0.6708333333333334,260.3333333333333
1,18,0.0,0.0,1.9416666666666658,0.8916666666666666,276.75
1,19,0.0,0.0,1.2000000000000004,0.6666666666666665,225.91666666666666
1,2,0.0,0.0,-1.8875000000000004,1.629166666666667,320.0416666666667
1,20,0.0,0.0,1.9083333333333332,0.8375,157.04166666666666
1,21,0.0,0.0,1.2083333333333335,0.6375000000000001,207.375
1,22,0.1125,0.2916666666666667,-2.9916666666666667,1.0624999999999998,280.9583333333333
1,23,0.0,0.0,-12.679166666666669,2.475,337.75
1,24,0.0,0.0,-13.791666666666666,2.6541666666666672,337.9583333333333
1,25,0.0,0.0,-13.499999875,2.091666666666667,332.375
1,26,0.0,0.0,-13.324999999999996,1.1291666666666669,215.625
1,27,0.0,0.0,-7.445833333333334,0.7749999999999999,209.20833333333334
1,28,0.0,0.0,-5.633333333333333,1.3666666666666665,320.4583333333333
1,29,0.0,0.0,-7.691666666666667,1.2041666666666668,221.125
1,3,0.0,0.0,-3.9416666666666664,1.3833333333333335,268.0
1,30,0.04583333333333334,0.75,-2.316666666666666,0.8333333333333331,208.5
1,31,0.0,0.0,-3.4625,0.6749999999999999,251.41666666666666
1,4,0.0,0.0,-3.9291666666666667,0.5625,256.5416666666667
1,5,0.0,0.0,-2.891666666666667,0.5666666666666665,204.20833333333334
1,6,0.0,0.0,-1.8041666666666671,0.6166666666666667,233.33333333333334
1,7,0.0,0.0,0.8708333333333335,0.5416666666666666,232.16666666666666
1,8,0.05416666666666666,0.5833333333333334,0.020833333333333443,2.670833333333333,283.0416666666667
1,9,0.024999999999999998,0.5,-4.624999999999999,1.8791666666666667,223.625
2,1,0.0,0.0,-3.2791666666666663,0.8624999999999998,217.0
2,10,0.0,0.0,-2.683333333333333,1.3583333333333334,285.6666666666667
2,11,0.012500000000000002,0.375,-5.875,1.5374999999999999,282.625
2,12,0.004166666666666667,0.125,-4.633333333333334,1.2249999999999999,232.04166666666666
2,13,0.0,0.0,1.6208333333333336,1.7625,192.04166666666666
2,14,0.0,0.0,2.8041666666666667,1.5333333333333334,274.9166666666667
2,15,0.0,0.0,-0.9416666666666665,0.8249999999999997,244.95833333333334
2,16,0.0,0.0,-0.8958333333333334,1.1708333333333334,294.0833333333333
